Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "6"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "Phuntsholing HSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364423
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4203
Series Info: 
  - name: "Temp"
    type: value
    unitName: ""
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: ""
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Water Cont"
    type: value
    unitName: ""
    OMClassName: OMWaterContent2_HWS
    OMPartNumber: S-SMD-M005
    OMUnitIndex: 0
    OMChannelType: 18
    OMValuePattern: "#,##0.0000;-#,##0.0000"
    logger: *1
  - name: "PAR"
    type: value
    unitName: ""
    OMClassName: OMeasurementH21
    OMPartNumber: S-LIA-XXXX
    OMUnitIndex: 0
    OMChannelType: 22
    OMValuePattern: "#,##0;-#,##0"
    logger: *1
  - name: "Rain"
    type: value
    unitName: ""
    OMClassName: OMRain_HWS
    OMPartNumber: S-RGB-M002
    OMUnitIndex: 0
    OMChannelType: 17
    OMValuePattern: "#,##0.0;-#,##0.0"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Bangladesh Time","Temp, *C","RH, %","DewPt, *C","Water Cont, m^3/m^3","PAR, uE","Rain, mm","Batt, V"
1,4/23/16 10:50:00,27.23,71.20,21.59,0.0442,544,0.0,4.15
2,4/23/16 11:00:00,27.58,72.20,22.15,0.0454,769,0.0,4.16
3,4/23/16 11:10:00,28.39,69.20,22.23,0.0470,1549,0.0,4.16
4,4/23/16 11:20:00,28.69,68.10,22.25,0.0454,1286,0.0,4.16
5,4/23/16 11:30:00,28.42,69.60,22.35,0.0462,1099,0.0,4.16
6,4/23/16 11:40:00,28.82,71.50,23.17,0.0470,1336,0.0,4.16
7,4/23/16 11:50:00,28.82,70.90,23.03,0.0442,1054,0.0,4.16
8,4/23/16 12:00:00,29.24,71.00,23.46,0.0425,869,0.0,4.16
9,4/23/16 12:10:00,28.89,71.30,23.20,0.0434,1019,0.0,4.16
10,4/23/16 12:20:00,29.94,71.50,24.25,0.0470,1489,0.0,4.16
11,4/23/16 12:30:00,29.56,71.80,23.96,0.0474,1509,0.0,4.16
12,4/23/16 12:40:00,30.42,71.90,24.81,0.0470,1486,0.0,4.16
13,4/23/16 12:50:00,30.57,70.40,24.60,0.0482,1571,0.0,4.16
14,4/23/16 13:00:00,29.16,72.60,23.76,0.0413,759,0.0,4.16
15,4/23/16 13:10:00,30.14,73.60,24.93,0.0446,1251,0.0,4.16
16,4/23/16 13:20:00,29.87,73.10,24.55,0.0425,1054,0.0,4.16
17,4/23/16 13:30:00,29.26,72.80,23.90,0.0421,991,0.0,4.16
18,4/23/16 13:40:00,30.29,73.30,25.01,0.0421,1026,0.0,4.16
19,4/23/16 13:50:00,30.04,71.50,24.35,0.0454,1409,0.0,4.17
20,4/23/16 14:00:00,30.52,72.20,24.97,0.0470,1431,0.0,4.16
21,4/23/16 14:10:00,30.49,71.10,24.69,0.0462,1351,0.0,4.16
22,4/23/16 14:20:00,30.92,71.80,25.27,0.0425,1001,0.0,4.16
23,4/23/16 14:30:00,30.67,70.90,24.81,0.0425,1211,0.0,4.16
24,4/23/16 14:40:00,30.32,70.90,24.47,0.0434,1166,0.0,4.17
25,4/23/16 14:50:00,31.82,70.10,25.72,0.0434,1176,0.0,4.17
26,4/23/16 15:00:00,30.47,70.90,24.62,0.0401,909,0.0,4.17
27,4/23/16 15:10:00,30.90,70.10,24.84,0.0401,901,0.0,4.15
28,4/23/16 15:20:00,30.22,71.50,24.52,0.0413,964,0.0,4.19
29,4/23/16 15:30:00,30.92,70.80,25.03,0.0405,896,0.0,4.16
30,4/23/16 15:40:00,31.10,70.10,25.03,0.0392,629,0.0,4.16
31,4/23/16 15:50:00,29.82,71.90,24.23,0.0371,506,0.0,4.17
32,4/23/16 16:00:00,29.99,73.00,24.65,0.0354,424,0.0,4.17
33,4/23/16 16:10:00,30.29,72.50,24.82,0.0363,504,0.0,4.16
34,4/23/16 16:20:00,29.54,73.40,24.31,0.0350,354,0.0,4.17
35,4/23/16 16:30:00,29.24,75.20,24.42,0.0332,139,0.0,4.17
36,4/23/16 16:40:00,29.11,76.50,24.59,0.0328,119,0.0,4.17
37,4/23/16 16:50:00,28.99,75.90,24.34,0.0332,106,0.0,4.17
38,4/23/16 17:00:00,28.92,77.20,24.55,0.0328,109,0.0,4.17
39,4/23/16 17:10:00,28.87,77.60,24.59,0.0328,101,0.0,4.16
40,4/23/16 17:20:00,28.59,78.20,24.45,0.0328,94,0.0,4.16
41,4/23/16 17:30:00,28.42,79.00,24.45,0.0328,89,0.0,4.17
42,4/23/16 17:40:00,28.37,79.70,24.55,0.0332,111,0.0,4.17
43,4/23/16 17:50:00,28.37,79.60,24.53,0.0332,79,0.0,4.17
44,4/23/16 18:00:00,27.78,82.70,24.59,0.0328,36,0.0,4.17
45,4/23/16 18:10:00,27.53,84.20,24.65,0.0328,21,0.0,4.17
46,4/23/16 18:20:00,27.33,84.80,24.58,0.0332,9,0.0,4.17
47,4/23/16 18:30:00,27.28,86.00,24.77,0.0332,4,0.0,4.17
48,4/23/16 18:40:00,25.21,81.20,21.78,0.0490,1,0.0,4.17
49,4/23/16 18:50:00,24.17,81.40,20.81,0.0482,1,0.0,4.17
50,4/23/16 19:00:00,23.86,80.70,20.36,0.0474,1,0.0,4.17
51,4/23/16 19:10:00,24.63,79.30,20.83,0.0474,1,0.0,4.16
52,4/23/16 19:20:00,24.94,75.80,20.40,0.0490,1,0.0,4.17
53,4/23/16 19:30:00,25.53,76.10,21.03,0.0474,1,0.0,4.20
54,4/23/16 19:40:00,25.06,78.30,21.05,0.0474,1,0.0,4.17
55,4/23/16 19:50:00,24.82,80.10,21.18,0.0482,1,0.0,4.17
56,4/23/16 20:00:00,25.09,78.40,21.09,0.0482,1,0.0,4.17
57,4/23/16 20:10:00,25.26,76.80,20.92,0.0482,1,0.0,4.17
58,4/23/16 20:20:00,25.38,75.90,20.85,0.0490,1,0.0,4.17
59,4/23/16 20:30:00,25.62,75.80,21.06,0.0490,1,0.0,4.17
60,4/23/16 20:40:00,25.99,73.00,20.80,0.0544,1,0.0,4.17
61,4/23/16 20:50:00,25.91,71.80,20.46,0.0494,1,0.0,4.17
62,4/23/16 21:00:00,26.30,69.60,20.33,0.0490,1,0.0,4.17
63,4/23/16 21:10:00,26.16,69.00,20.05,0.0494,1,0.0,4.16
64,4/23/16 21:20:00,26.89,65.00,19.78,0.0494,1,0.0,4.16
65,4/23/16 21:30:00,26.04,65.90,19.19,0.0494,1,0.0,4.16
66,4/23/16 21:40:00,25.87,67.20,19.34,0.0501,1,0.0,4.16
67,4/23/16 21:50:00,25.82,66.90,19.22,0.0509,1,0.0,4.16
68,4/23/16 22:00:00,26.13,65.40,19.16,0.0509,1,0.0,4.17
69,4/23/16 22:10:00,26.23,64.50,19.03,0.0509,1,0.0,4.16
70,4/23/16 22:20:00,25.99,64.00,18.67,0.0509,1,0.0,4.17
71,4/23/16 22:30:00,26.01,63.00,18.44,0.0501,1,0.0,4.17
72,4/23/16 22:40:00,25.94,62.40,18.22,0.0509,1,0.0,4.17
73,4/23/16 22:50:00,25.79,63.80,18.44,0.0501,1,0.0,4.17
74,4/23/16 23:00:00,24.90,67.10,18.39,0.0501,1,0.0,4.17
75,4/23/16 23:10:00,25.38,65.20,18.39,0.0509,1,0.0,4.16
76,4/23/16 23:20:00,25.72,63.20,18.22,0.0509,1,0.0,4.18
77,4/23/16 23:30:00,25.79,62.10,18.01,0.0509,1,0.0,4.16
78,4/23/16 23:40:00,26.04,59.30,17.50,0.0501,1,0.0,4.16
79,4/23/16 23:50:00,26.40,56.70,17.14,0.0501,1,0.0,4.16
80,4/24/16 00:00:00,26.13,58.70,17.43,0.0501,1,0.0,4.16
81,4/24/16 00:10:00,26.21,57.50,17.18,0.0501,1,0.0,4.17
82,4/24/16 00:20:00,25.28,62.80,17.71,0.0517,1,0.0,4.17
83,4/24/16 00:30:00,24.82,65.60,17.96,0.0501,1,0.0,4.17
84,4/24/16 00:40:00,24.58,69.10,18.56,0.0494,1,0.0,4.17
85,4/24/16 00:50:00,23.88,72.70,18.70,0.0501,1,0.0,4.17
86,4/24/16 01:00:00,23.57,77.10,19.35,0.0501,1,0.0,4.15
87,4/24/16 01:10:00,23.42,77.30,19.25,0.0509,1,0.0,4.16
88,4/24/16 01:20:00,23.64,76.70,19.33,0.0509,1,0.0,4.20
89,4/24/16 01:30:00,24.03,74.90,19.32,0.0509,1,0.0,4.16
90,4/24/16 01:40:00,24.34,71.30,18.83,0.0509,1,0.0,4.17
91,4/24/16 01:50:00,24.07,70.20,18.33,0.0574,1,0.0,4.17
92,4/24/16 02:00:00,23.88,71.70,18.48,0.0596,1,0.0,4.17
93,4/24/16 02:10:00,23.50,73.10,18.42,0.0588,1,0.0,4.17
94,4/24/16 02:20:00,23.33,73.00,18.24,0.0596,1,0.0,4.17
95,4/24/16 02:30:00,23.57,71.50,18.14,0.0581,1,0.0,4.17
96,4/24/16 02:40:00,23.38,71.10,17.86,0.0581,1,0.0,4.17
97,4/24/16 02:50:00,23.52,71.30,18.05,0.0581,1,0.0,4.17
98,4/24/16 03:00:00,23.42,70.30,17.73,0.0581,1,0.0,4.16
99,4/24/16 03:10:00,23.40,71.00,17.86,0.0581,1,0.0,4.16
100,4/24/16 03:20:00,23.81,68.80,17.76,0.0581,1,0.0,4.16
101,4/24/16 03:30:00,23.71,67.20,17.29,0.0574,1,0.0,4.16
102,4/24/16 03:40:00,23.83,66.00,17.12,0.0570,1,0.0,4.16
103,4/24/16 03:50:00,23.83,66.20,17.17,0.0574,1,0.0,4.16
104,4/24/16 04:00:00,23.79,66.90,17.29,0.0570,1,0.0,4.17
105,4/24/16 04:10:00,23.95,66.20,17.28,0.0570,1,0.0,4.17
106,4/24/16 04:20:00,24.05,64.90,17.06,0.0570,1,0.0,4.16
107,4/24/16 04:30:00,23.91,65.20,17.00,0.0570,1,0.0,4.17
108,4/24/16 04:40:00,23.64,65.50,16.82,0.0570,1,0.0,4.17
109,4/24/16 04:50:00,23.57,67.00,17.11,0.0570,1,0.0,4.17
110,4/24/16 05:00:00,23.79,65.60,16.98,0.0562,1,0.0,4.16
111,4/24/16 05:10:00,23.74,64.90,16.76,0.0562,1,0.0,4.16
112,4/24/16 05:20:00,23.45,66.80,16.94,0.0562,1,0.0,4.16
113,4/24/16 05:30:00,23.50,66.90,17.01,0.0562,1,0.0,4.16
114,4/24/16 05:40:00,23.26,68.20,17.09,0.0562,11,0.0,4.16
115,4/24/16 05:50:00,23.76,65.70,16.98,0.0562,24,0.0,4.17
116,4/24/16 06:00:00,23.47,66.50,16.90,0.0562,44,0.0,4.16
117,4/24/16 06:10:00,23.69,65.20,16.79,0.0555,64,0.0,4.17
118,4/24/16 06:20:00,23.93,63.80,16.68,0.0562,86,0.0,4.16
119,4/24/16 06:30:00,24.17,62.90,16.68,0.0555,111,0.0,4.17
120,4/24/16 06:40:00,24.73,60.60,16.62,0.0555,136,0.0,4.18
121,4/24/16 06:50:00,24.68,60.60,16.57,0.0555,176,0.0,4.16
122,4/24/16 07:00:00,24.53,63.40,17.15,0.0555,261,0.0,4.16
123,4/24/16 07:10:00,24.75,66.90,18.21,0.0555,304,0.0,4.16
124,4/24/16 07:20:00,25.43,65.70,18.56,0.0555,394,0.0,4.16
125,4/24/16 07:30:00,25.94,61.70,18.04,0.0547,469,0.0,4.16
126,4/24/16 07:40:00,26.50,59.70,18.05,0.0547,534,0.0,4.16
127,4/24/16 07:50:00,27.28,57.90,18.29,0.0544,611,0.0,4.16
128,4/24/16 08:00:00,27.48,58.10,18.53,0.0536,686,0.0,4.16
129,4/24/16 08:10:00,28.34,58.90,19.56,0.0528,736,0.0,4.16
130,4/24/16 08:20:00,28.47,55.70,18.78,0.0521,791,0.0,4.22
131,4/24/16 08:30:00,29.14,54.40,19.02,0.0521,851,0.0,4.16
132,4/24/16 08:40:00,29.66,53.60,19.27,0.0517,919,0.0,4.16
133,4/24/16 08:50:00,30.04,51.40,18.94,0.0517,1009,0.0,4.16
134,4/24/16 09:00:00,30.07,48.50,18.04,0.0509,1069,0.0,4.16
135,4/24/16 09:10:00,30.57,50.10,19.02,0.0509,1099,0.0,4.16
136,4/24/16 09:20:00,30.55,48.80,18.57,0.0501,1156,0.0,4.16
137,4/24/16 09:30:00,30.80,50.70,19.42,0.0509,1206,0.0,4.16
138,4/24/16 09:40:00,31.36,52.30,20.43,0.0501,1256,0.0,4.16
139,4/24/16 09:50:00,31.66,53.70,21.15,0.0501,1329,0.0,4.16
140,4/24/16 10:00:00,30.60,56.80,21.07,0.0494,1371,0.0,4.16
141,4/24/16 10:10:00,31.46,57.30,22.02,0.0494,1411,0.0,4.16
142,4/24/16 10:20:00,31.31,57.40,21.91,0.0494,1461,0.0,4.16
143,4/24/16 10:30:00,31.92,58.60,22.82,0.0490,1499,0.0,4.16
144,4/24/16 10:40:00,31.56,60.20,22.93,0.0490,1531,0.0,4.16
145,4/24/16 10:50:00,31.84,62.60,23.84,0.0482,1549,0.0,4.15
146,4/24/16 11:00:00,31.36,63.80,23.70,0.0454,1574,0.0,4.16
147,4/24/16 11:10:00,31.71,64.60,24.25,0.0413,1589,0.0,4.16
148,4/24/16 11:20:00,32.28,64.90,24.86,0.0405,1621,0.0,4.16
