Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "-5"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "Phuntsholing HSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364423
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4203
Series Info: 
  - name: "Pressure"
    type: value
    unitName: "inHg"
    OMClassName: OMPressure_HWS
    OMPartNumber: S-BPB-XXXX
    OMUnitIndex: 4
    OMChannelType: 7
    OMValuePattern: "#,##0.000;-#,##0.000"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Eastern Daylight Time","Pressure, inHg","Temp, *F","RH, %","DewPt, *F","Temp, *F","RH, %","DewPt, *F","Batt, V"
1,3/2/16 14:15:00,29.475,74.08,41.10,48.97,74.21,42.90,50.25,4.42
2,3/2/16 14:30:00,29.467,74.38,40.80,49.05,74.47,42.60,50.29,4.42
3,3/2/16 14:45:00,29.452,74.38,40.00,48.52,74.60,41.90,49.96,4.42
4,3/2/16 15:00:00,29.475,74.73,39.90,48.76,74.94,41.60,50.07,4.42
5,3/2/16 15:15:00,29.493,74.55,39.20,48.15,74.73,41.10,49.57,4.42
6,3/2/16 15:30:00,29.514,74.60,39.10,48.11,74.81,41.00,49.57,4.42
7,3/2/16 15:45:00,29.517,74.47,38.70,47.71,74.68,40.50,49.12,4.42
8,3/2/16 16:00:00,29.523,74.55,38.30,47.52,74.73,40.30,49.03,4.42
9,3/2/16 16:15:00,29.537,74.25,37.00,46.33,74.47,39.10,47.98,4.42
10,3/2/16 16:30:00,29.543,74.21,36.60,46.00,74.38,38.70,47.64,4.43
11,3/2/16 16:45:00,29.555,74.12,36.00,45.50,74.34,38.10,47.19,4.42
12,3/2/16 17:00:00,29.579,73.99,33.80,43.72,74.08,36.10,45.54,4.43
13,3/2/16 17:15:00,29.596,73.60,32.90,42.67,73.95,35.10,44.67,4.43
14,3/2/16 17:30:00,29.605,72.95,31.80,41.23,73.39,33.80,43.20,4.43
15,3/2/16 17:45:00,29.605,72.48,30.10,39.42,72.87,32.10,41.40,4.44
16,3/2/16 18:00:00,29.620,72.01,32.20,40.73,72.44,34.20,42.67,4.43
17,3/2/16 18:15:00,29.632,71.71,33.40,41.41,72.18,35.40,43.34,4.43
18,3/2/16 18:30:00,29.641,71.40,34.40,41.92,71.88,36.20,43.66,4.43
19,3/2/16 18:45:00,29.656,71.23,34.10,41.54,71.75,35.90,43.32,4.43
20,3/2/16 19:00:00,29.664,70.72,30.60,38.30,71.19,32.40,40.17,4.43
21,3/2/16 19:15:00,29.676,70.46,30.40,37.90,70.89,32.40,39.92,4.44
22,3/2/16 19:30:00,29.685,70.20,32.60,39.47,70.84,34.50,41.50,4.44
23,3/2/16 19:45:00,29.694,70.07,33.60,40.14,70.63,35.40,41.97,4.46
24,3/2/16 20:00:00,29.697,69.73,34.30,40.37,70.42,36.00,42.22,4.44
25,3/2/16 20:15:00,29.703,69.34,34.30,40.03,70.16,36.00,41.99,4.44
26,3/2/16 20:30:00,29.723,69.13,34.40,39.92,69.94,35.90,41.74,4.44
27,3/2/16 20:45:00,29.738,68.91,34.40,39.72,69.73,35.90,41.54,4.44
28,3/2/16 21:00:00,29.753,68.66,34.30,39.42,69.47,35.80,41.25,4.44
29,3/2/16 21:15:00,29.765,68.44,34.20,39.16,69.30,35.80,41.09,4.44
30,3/2/16 21:30:00,29.774,68.36,34.10,39.00,69.17,35.70,40.91,4.44
31,3/2/16 21:45:00,29.782,68.14,33.90,38.68,68.96,35.50,40.57,4.44
32,3/2/16 22:00:00,29.791,67.93,33.90,38.48,68.78,35.40,40.35,4.44
33,3/2/16 22:15:00,29.797,67.80,34.00,38.44,68.57,35.50,40.23,4.44
34,3/2/16 22:30:00,29.806,67.67,33.70,38.10,68.48,35.30,40.01,4.44
35,3/2/16 22:45:00,29.815,67.50,33.70,37.96,68.31,35.10,39.70,4.44
36,3/2/16 23:00:00,29.827,67.33,33.80,37.89,68.18,35.20,39.67,4.44
37,3/2/16 23:15:00,29.833,67.37,33.90,37.99,68.10,35.40,39.74,4.44
38,3/2/16 23:30:00,29.842,67.16,33.90,37.81,68.01,35.40,39.67,4.44
39,3/2/16 23:45:00,29.856,66.99,34.20,37.89,67.88,35.70,39.78,4.44
40,3/3/16 00:00:00,29.868,66.90,34.50,38.03,67.80,35.90,39.83,4.44
41,3/3/16 00:15:00,29.874,66.86,34.40,37.92,67.76,35.90,39.79,4.44
42,3/3/16 00:30:00,29.883,66.69,34.60,37.90,67.63,36.00,39.76,4.44
43,3/3/16 00:45:00,29.898,66.60,34.70,37.90,67.54,36.10,39.76,4.44
44,3/3/16 01:00:00,29.909,66.51,34.70,37.83,67.46,36.10,39.67,4.44
45,3/3/16 01:15:00,29.918,66.34,34.80,37.76,67.33,36.10,39.56,4.44
46,3/3/16 01:30:00,29.921,66.17,34.80,37.60,67.16,36.20,39.49,4.44
47,3/3/16 01:45:00,29.924,66.09,34.80,37.53,67.07,36.10,39.34,4.44
48,3/3/16 02:00:00,29.930,65.96,35.00,37.56,66.94,36.20,39.29,4.44
49,3/3/16 02:15:00,29.936,65.79,35.00,37.42,66.81,36.20,39.18,4.45
50,3/3/16 02:30:00,29.948,65.70,35.00,37.33,66.69,36.20,39.07,4.45
51,3/3/16 02:45:00,29.945,65.66,34.90,37.22,66.60,36.10,38.91,4.45
52,3/3/16 03:00:00,29.948,65.66,34.70,37.08,66.60,36.00,38.84,4.45
53,3/3/16 03:15:00,29.951,65.79,34.70,37.18,66.69,36.00,38.93,4.45
54,3/3/16 03:30:00,29.960,65.96,34.70,37.35,66.81,36.00,39.04,4.45
55,3/3/16 03:45:00,29.966,66.09,34.60,37.38,66.90,36.10,39.18,4.45
56,3/3/16 04:00:00,29.971,66.17,34.60,37.45,66.99,36.10,39.25,4.45
57,3/3/16 04:15:00,29.983,66.30,34.40,37.42,67.11,35.90,39.24,4.45
58,3/3/16 04:30:00,29.989,66.43,34.20,37.38,67.20,35.70,39.16,4.45
59,3/3/16 04:45:00,29.995,66.56,34.00,37.35,67.33,35.60,39.20,4.45
60,3/3/16 05:00:00,30.004,66.69,33.90,37.40,67.46,35.40,39.18,4.45
61,3/3/16 05:15:00,30.013,66.86,33.90,37.54,67.59,35.20,39.15,4.45
62,3/3/16 05:30:00,30.022,67.07,33.90,37.72,67.76,35.30,39.36,4.45
63,3/3/16 05:45:00,30.025,67.33,33.80,37.89,67.97,35.20,39.49,4.45
64,3/3/16 06:00:00,30.028,67.76,33.70,38.17,68.23,35.20,39.70,4.45
65,3/3/16 06:15:00,30.033,68.44,33.50,38.62,68.66,35.40,40.23,4.45
66,3/3/16 06:30:00,30.036,68.70,33.50,38.86,68.96,35.30,40.42,4.45
67,3/3/16 06:45:00,30.042,68.83,33.10,38.66,69.13,34.90,40.28,4.45
68,3/3/16 07:00:00,30.051,68.96,32.50,38.30,69.26,34.40,40.03,4.45
69,3/3/16 07:15:00,30.057,69.13,31.80,37.90,69.39,33.80,39.69,4.45
70,3/3/16 07:30:00,30.063,69.21,31.80,37.98,69.47,33.70,39.69,4.45
71,3/3/16 07:45:00,30.075,69.34,31.10,37.53,69.60,33.10,39.34,4.45
72,3/3/16 08:00:00,30.078,69.56,31.10,37.71,69.77,33.10,39.49,4.45
73,3/3/16 08:15:00,30.084,69.77,30.50,37.40,69.94,32.50,39.16,4.45
74,3/3/16 08:30:00,30.084,70.03,31.30,38.28,70.24,33.30,40.06,4.53
