Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "6"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "JHSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364425
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4205
Series Info: 
  - name: "Temp"
    type: value
    unitName: ""
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: ""
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Water Cont"
    type: value
    unitName: ""
    OMClassName: OMWaterContent2_HWS
    OMPartNumber: S-SMD-M005
    OMUnitIndex: 0
    OMChannelType: 18
    OMValuePattern: "#,##0.0000;-#,##0.0000"
    logger: *1
  - name: "PAR"
    type: value
    unitName: ""
    OMClassName: OMeasurementH21
    OMPartNumber: S-LIA-XXXX
    OMUnitIndex: 0
    OMChannelType: 22
    OMValuePattern: "#,##0;-#,##0"
    logger: *1
  - name: "Rain"
    type: value
    unitName: ""
    OMClassName: OMRain_HWS
    OMPartNumber: S-RGB-M002
    OMUnitIndex: 0
    OMChannelType: 17
    OMValuePattern: "#,##0.0;-#,##0.0"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Bangladesh Time","Temp, *C","RH, %","DewPt, *C","Water Cont, m^3/m^3","PAR, uE","Rain, mm","Batt, V"
1,6/18/15 11:40:00,18.08,78.10,14.22,0.2546,894,0.0,4.24
2,6/18/15 11:50:00,17.72,78.10,13.88,0.2538,854,0.0,4.22
3,6/18/15 12:00:00,17.87,78.60,14.12,0.2538,1031,0.0,4.24
4,6/18/15 12:10:00,17.68,77.10,13.63,0.2534,1104,0.0,4.28
5,6/18/15 12:20:00,17.53,78.00,13.67,0.2538,709,0.0,4.32
6,6/18/15 12:30:00,18.60,78.00,14.71,0.2534,796,0.0,4.26
7,6/18/15 12:40:00,18.20,77.10,14.14,0.2534,889,0.0,4.26
8,6/18/15 12:50:00,18.13,78.50,14.35,0.2528,1131,0.0,4.32
9,6/18/15 13:00:00,18.75,76.20,14.49,0.2520,1234,0.0,4.03
10,6/18/15 13:10:00,18.98,75.90,14.66,0.2509,1419,0.0,4.00
11,6/18/15 13:20:00,19.01,75.00,14.50,0.2502,1349,0.0,4.01
12,6/18/15 13:30:00,18.79,74.10,14.10,0.2509,906,0.0,3.99
13,6/18/15 13:40:00,18.65,75.60,14.27,0.2509,839,0.0,3.98
14,6/18/15 13:50:00,18.60,75.30,14.17,0.2505,834,0.0,3.98
15,6/18/15 14:00:00,18.34,76.50,14.16,0.2520,786,0.0,3.98
16,6/18/15 14:10:00,18.82,75.90,14.50,0.2512,824,0.0,3.97
17,6/18/15 14:20:00,20.48,72.50,15.39,0.2494,1124,0.0,4.32
18,6/18/15 14:30:00,20.44,67.50,14.24,0.2498,1246,0.0,4.34
19,6/18/15 14:40:00,19.01,71.90,13.84,0.2512,1326,0.0,4.29
20,6/18/15 14:50:00,18.96,73.20,14.07,0.2505,976,0.0,4.29
21,6/18/15 15:00:00,17.68,76.50,13.51,0.2509,701,0.0,4.35
22,6/18/15 15:10:00,18.41,76.10,14.15,0.2509,716,0.0,4.36
23,6/18/15 15:20:00,17.94,76.20,13.71,0.2505,736,0.0,4.37
24,6/18/15 15:30:00,18.03,77.60,14.08,0.2505,709,0.0,4.35
25,6/18/15 15:40:00,18.13,77.90,14.23,0.2502,854,0.0,4.39
26,6/18/15 15:50:00,18.27,77.70,14.33,0.2502,1126,0.0,4.39
27,6/18/15 16:00:00,18.03,77.20,14.00,0.2502,909,0.0,4.41
28,6/18/15 16:10:00,18.77,75.80,14.43,0.2498,1209,0.0,4.42
29,6/18/15 16:20:00,18.15,76.50,13.97,0.2502,901,0.0,4.41
30,6/18/15 16:30:00,17.70,77.20,13.68,0.2502,479,0.0,4.43
31,6/18/15 16:40:00,17.91,78.10,14.06,0.2505,314,0.0,4.44
32,6/18/15 16:50:00,17.89,76.60,13.74,0.2502,241,0.0,4.42
33,6/18/15 17:00:00,18.03,78.60,14.28,0.2490,551,0.0,4.44
34,6/18/15 17:10:00,16.96,80.00,13.51,0.2494,306,0.0,4.46
35,6/18/15 17:20:00,16.68,82.00,13.61,0.2490,364,0.0,4.47
36,6/18/15 17:30:00,16.30,82.70,13.37,0.2490,236,0.0,4.48
37,6/18/15 17:40:00,16.06,84.50,13.46,0.2490,91,0.0,4.48
38,6/18/15 17:50:00,16.75,86.00,14.41,0.2483,94,0.0,4.48
39,6/18/15 18:00:00,15.25,87.60,13.22,0.2494,106,0.0,4.48
40,6/18/15 18:10:00,15.13,88.10,13.19,0.2498,101,0.0,4.48
41,6/18/15 18:20:00,15.13,88.60,13.28,0.2494,79,0.0,4.49
42,6/18/15 18:30:00,14.98,88.70,13.15,0.2494,49,0.0,4.49
43,6/18/15 18:40:00,14.79,89.40,13.08,0.2498,41,0.0,4.50
44,6/18/15 18:50:00,14.43,90.20,12.86,0.2494,19,0.0,4.50
45,6/18/15 19:00:00,14.39,90.70,12.90,0.2498,6,0.0,4.50
46,6/18/15 19:10:00,13.67,92.10,12.42,0.2502,1,0.0,4.50
47,6/18/15 19:20:00,13.14,93.80,12.18,0.2498,1,0.0,4.50
48,6/18/15 19:30:00,13.18,94.60,12.35,0.2502,1,0.0,4.54
49,6/18/15 19:40:00,13.16,94.30,12.28,0.2498,1,0.0,4.51
50,6/18/15 19:50:00,13.23,94.40,12.37,0.2494,1,0.0,4.51
51,6/18/15 20:00:00,12.82,94.50,11.98,0.2494,1,0.0,4.51
52,6/18/15 20:10:00,13.04,94.80,12.24,0.2502,1,0.0,4.51
53,6/18/15 20:20:00,13.09,94.70,12.27,0.2494,1,0.0,4.51
54,6/18/15 20:30:00,13.06,95.00,12.30,0.2498,1,0.0,4.51
55,6/18/15 20:40:00,12.51,95.40,11.81,0.2498,1,0.0,4.51
56,6/18/15 20:50:00,14.05,95.10,13.29,0.2494,1,0.0,4.51
57,6/18/15 21:00:00,13.50,94.00,12.57,0.2498,1,0.0,4.51
58,6/18/15 21:10:00,14.07,94.30,13.19,0.2498,1,0.0,4.51
59,6/18/15 21:20:00,13.43,94.70,12.61,0.2494,1,0.0,4.52
60,6/18/15 21:30:00,13.59,94.80,12.79,0.2498,1,0.0,4.52
61,6/18/15 21:40:00,13.62,94.70,12.80,0.2498,1,0.0,4.53
62,6/18/15 21:50:00,13.67,94.60,12.83,0.2494,1,0.0,4.53
63,6/18/15 22:00:00,13.98,94.90,13.19,0.2494,1,0.0,4.53
64,6/18/15 22:10:00,13.83,94.90,13.05,0.2498,1,0.0,4.53
65,6/18/15 22:20:00,13.95,95.00,13.18,0.2498,1,0.0,4.53
66,6/18/15 22:30:00,13.86,95.20,13.12,0.2502,1,0.0,4.53
67,6/18/15 22:40:00,13.95,95.40,13.25,0.2502,1,0.0,4.53
68,6/18/15 22:50:00,13.91,95.10,13.15,0.2498,1,0.0,4.53
69,6/18/15 23:00:00,13.95,94.70,13.13,0.2498,1,0.0,4.53
70,6/18/15 23:10:00,13.88,94.90,13.09,0.2505,1,0.0,4.53
71,6/18/15 23:20:00,13.79,94.90,13.00,0.2498,1,0.0,4.53
72,6/18/15 23:30:00,13.88,94.50,13.03,0.2502,1,0.0,4.53
73,6/18/15 23:40:00,13.83,94.10,12.92,0.2505,1,0.0,4.53
74,6/18/15 23:50:00,13.93,93.70,12.95,0.2502,1,0.0,4.53
75,6/19/15 00:00:00,13.71,93.70,12.73,0.2502,1,0.0,4.54
76,6/19/15 00:10:00,13.52,94.00,12.59,0.2509,1,0.0,4.54
77,6/19/15 00:20:00,13.38,94.40,12.51,0.2502,1,0.0,4.54
78,6/19/15 00:30:00,13.55,94.40,12.68,0.2505,1,0.0,4.54
79,6/19/15 00:40:00,13.40,94.30,12.52,0.2509,1,0.0,4.54
80,6/19/15 00:50:00,13.26,94.90,12.47,0.2502,1,0.0,4.54
81,6/19/15 01:00:00,13.23,95.30,12.51,0.2505,1,0.0,4.54
82,6/19/15 01:10:00,13.09,95.00,12.32,0.2509,1,0.0,4.54
83,6/19/15 01:20:00,13.02,95.50,12.33,0.2505,1,0.0,4.54
84,6/19/15 01:30:00,12.90,95.50,12.21,0.2509,1,0.0,4.54
85,6/19/15 01:40:00,12.94,95.60,12.27,0.2512,1,0.0,4.54
86,6/19/15 01:50:00,13.04,95.40,12.34,0.2509,1,0.0,4.54
87,6/19/15 02:00:00,12.82,95.10,12.07,0.2509,1,0.0,4.54
88,6/19/15 02:10:00,12.82,94.90,12.04,0.2512,1,0.0,4.54
89,6/19/15 02:20:00,12.65,94.90,11.87,0.2509,1,0.0,4.54
90,6/19/15 02:30:00,12.41,95.30,11.70,0.2512,1,0.0,4.54
91,6/19/15 02:40:00,12.29,95.90,11.67,0.2524,1,0.0,4.54
92,6/19/15 02:50:00,12.24,95.90,11.62,0.2516,1,0.0,4.54
93,6/19/15 03:00:00,12.27,96.20,11.69,0.2524,1,0.0,4.54
94,6/19/15 03:10:00,12.34,95.70,11.69,0.2524,1,0.0,4.54
95,6/19/15 03:20:00,12.36,95.10,11.62,0.2520,1,0.0,4.54
96,6/19/15 03:30:00,12.22,95.20,11.49,0.2524,1,0.0,4.54
97,6/19/15 03:40:00,12.05,95.20,11.32,0.2528,1,0.0,4.54
98,6/19/15 03:50:00,12.10,94.70,11.29,0.2524,1,0.0,4.54
99,6/19/15 04:00:00,11.95,95.40,11.25,0.2528,1,0.0,4.54
100,6/19/15 04:10:00,11.93,96.60,11.42,0.2528,1,0.0,4.54
101,6/19/15 04:20:00,11.78,96.80,11.30,0.2524,1,0.0,4.54
102,6/19/15 04:30:00,11.66,96.40,11.12,0.2528,1,0.0,4.54
103,6/19/15 04:40:00,11.83,96.80,11.35,0.2532,1,0.0,4.54
104,6/19/15 04:50:00,11.59,97.20,11.17,0.2524,1,0.0,4.54
105,6/19/15 05:00:00,11.59,97.40,11.20,0.2524,1,0.0,4.54
106,6/19/15 05:10:00,11.73,97.00,11.29,0.2528,9,0.0,4.54
107,6/19/15 05:20:00,11.78,96.60,11.27,0.2524,21,0.0,4.54
108,6/19/15 05:30:00,11.81,96.80,11.33,0.2524,49,0.0,4.54
109,6/19/15 05:40:00,11.83,97.20,11.42,0.2528,64,0.0,4.54
110,6/19/15 05:50:00,12.07,97.30,11.67,0.2524,69,0.0,4.54
111,6/19/15 06:00:00,12.34,97.10,11.91,0.2516,109,0.0,4.54
112,6/19/15 06:10:00,12.75,96.10,12.16,0.2520,151,0.0,4.54
113,6/19/15 06:20:00,12.75,95.80,12.11,0.2512,171,0.0,4.54
114,6/19/15 06:30:00,12.22,97.10,11.79,0.2516,236,0.0,4.54
115,6/19/15 06:40:00,13.21,96.30,12.65,0.2516,306,0.0,4.54
116,6/19/15 06:50:00,13.91,94.50,13.05,0.2509,404,0.0,4.54
117,6/19/15 07:00:00,13.62,92.40,12.42,0.2512,366,0.0,4.56
118,6/19/15 07:10:00,13.35,92.90,12.24,0.2516,369,0.0,4.57
119,6/19/15 07:20:00,13.81,92.80,12.68,0.2512,381,0.0,4.54
120,6/19/15 07:30:00,14.07,91.60,12.74,0.2512,459,0.0,4.54
121,6/19/15 07:40:00,15.17,89.80,13.53,0.2516,614,0.0,4.54
122,6/19/15 07:50:00,15.27,88.20,13.35,0.2509,739,0.0,4.54
123,6/19/15 08:00:00,15.99,86.80,13.81,0.2509,791,0.0,4.54
124,6/19/15 08:10:00,16.82,84.00,14.12,0.2494,1141,0.0,4.54
125,6/19/15 08:20:00,17.13,80.60,13.78,0.2487,869,0.0,4.54
126,6/19/15 08:30:00,16.20,77.70,12.32,0.2483,636,0.0,4.30
127,6/19/15 08:40:00,18.84,76.40,14.62,0.2479,1304,0.0,4.29
128,6/19/15 08:50:00,19.51,71.10,14.15,0.2468,1819,0.0,4.28
129,6/19/15 09:00:00,19.60,66.70,13.26,0.2468,1834,0.0,4.28
130,6/19/15 09:10:00,18.44,68.90,12.64,0.2468,1111,0.0,4.27
131,6/19/15 09:20:00,18.94,66.60,12.60,0.2468,781,0.0,4.27
132,6/19/15 09:30:00,19.22,66.60,12.87,0.2471,789,0.0,4.27
133,6/19/15 09:40:00,19.67,65.00,12.93,0.2464,1351,0.0,4.27
134,6/19/15 09:50:00,20.03,66.20,13.55,0.2464,1244,0.0,4.27
135,6/19/15 10:00:00,19.41,66.60,13.05,0.2471,711,0.0,4.27
136,6/19/15 10:10:00,19.20,65.20,12.53,0.2468,1044,0.0,4.26
137,6/19/15 10:20:00,19.17,65.40,12.55,0.2468,1419,0.0,4.26
138,6/19/15 10:30:00,18.87,64.80,12.12,0.2468,1324,0.0,4.26
139,6/19/15 10:40:00,18.68,66.50,12.33,0.2464,1054,0.0,4.25
140,6/19/15 10:50:00,18.94,67.50,12.81,0.2460,896,0.0,4.25
141,6/19/15 11:00:00,18.70,68.20,12.74,0.2460,1011,0.0,4.25
142,6/19/15 11:10:00,18.46,68.60,12.60,0.2452,1276,0.0,4.25
143,6/19/15 11:20:00,18.56,69.70,12.93,0.2452,1146,0.0,4.25
144,6/19/15 11:30:00,18.77,70.00,13.20,0.2456,1244,0.0,4.25
145,6/19/15 11:40:00,19.48,68.80,13.62,0.2445,1254,0.0,4.25
146,6/19/15 11:50:00,20.22,68.50,14.26,0.2441,1421,0.0,4.25
147,6/19/15 12:00:00,19.70,66.00,13.19,0.2445,1064,0.0,4.25
148,6/19/15 12:10:00,19.84,64.80,13.04,0.2441,919,0.0,4.25
