Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "-5"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "Tangmachu MSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364421
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4201
Series Info: 
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-TMB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Eastern Daylight Time","Temp, *F","Temp, *F","RH, %","DewPt, *F","Temp, *F","RH, %","DewPt, *F","Batt, V"
1,3/2/16 11:00:00,74.16,73.95,40.40,48.40,73.95,38.00,46.78,4.44
2,3/2/16 11:05:00,74.16,73.86,40.20,48.20,73.82,38.10,46.72,4.44
3,3/2/16 11:10:00,74.12,73.82,40.40,48.29,73.82,38.20,46.80,4.44
4,3/2/16 11:15:00,74.08,73.73,40.50,48.27,73.86,38.20,46.83,4.44
5,3/2/16 11:20:00,74.12,73.95,40.30,48.34,73.99,38.00,46.81,4.44
6,3/2/16 11:25:00,74.21,74.03,40.20,48.34,74.12,37.90,46.85,4.44
7,3/2/16 11:30:00,74.25,73.99,40.30,48.38,74.16,37.90,46.89,4.44
8,3/2/16 11:35:00,74.16,73.82,40.40,48.29,74.12,38.00,46.92,4.44
9,3/2/16 11:40:00,74.12,73.82,40.70,48.49,74.12,38.20,47.07,4.44
10,3/2/16 11:45:00,74.16,73.95,40.70,48.60,74.21,38.20,47.14,4.44
11,3/2/16 11:50:00,74.25,74.08,40.30,48.45,74.34,38.00,47.12,4.44
12,3/2/16 11:55:00,74.34,73.99,40.20,48.31,74.38,37.70,46.94,4.44
13,3/2/16 12:00:00,74.34,73.86,40.40,48.33,74.38,37.80,47.01,4.44
14,3/2/16 12:05:00,74.29,73.65,40.40,48.13,74.34,37.70,46.90,4.44
15,3/2/16 12:10:00,74.25,73.69,40.50,48.24,74.34,37.80,46.98,4.44
16,3/2/16 12:15:00,74.29,73.95,40.30,48.34,74.42,37.70,46.98,4.44
17,3/2/16 12:20:00,74.29,73.90,40.10,48.16,74.42,37.40,46.78,4.44
18,3/2/16 12:25:00,74.29,73.86,40.10,48.13,74.38,37.40,46.74,4.44
19,3/2/16 12:30:00,74.29,73.77,40.00,47.98,74.34,37.40,46.69,4.44
20,3/2/16 12:35:00,74.21,73.73,40.10,48.00,74.29,37.40,46.65,4.44
21,3/2/16 12:40:00,74.16,73.86,40.30,48.25,74.34,37.60,46.83,4.44
22,3/2/16 12:45:00,74.25,73.95,40.20,48.27,74.42,37.60,46.92,4.44
23,3/2/16 12:50:00,74.25,73.90,40.20,48.24,74.42,37.60,46.92,4.44
24,3/2/16 12:55:00,74.25,73.86,40.10,48.13,74.42,37.30,46.71,4.44
25,3/2/16 13:00:00,74.21,73.77,40.10,48.06,74.38,37.40,46.74,4.44
26,3/2/16 13:05:00,74.21,73.86,40.00,48.06,74.38,37.30,46.67,4.44
27,3/2/16 13:10:00,74.25,73.95,39.90,48.07,74.42,37.30,46.71,4.44
28,3/2/16 13:15:00,74.25,73.90,39.90,48.04,74.42,37.30,46.71,4.44
29,3/2/16 13:20:00,74.21,73.82,40.00,48.02,74.34,37.30,46.62,4.44
30,3/2/16 13:25:00,74.08,73.69,40.10,47.97,74.16,37.50,46.62,4.44
31,3/2/16 13:30:00,73.95,73.77,40.20,48.11,74.21,37.60,46.72,4.44
32,3/2/16 13:35:00,74.03,73.95,40.00,48.13,74.29,37.40,46.65,4.44
33,3/2/16 13:40:00,74.16,73.99,39.90,48.11,74.34,37.40,46.69,4.44
34,3/2/16 13:45:00,74.21,73.99,40.20,48.31,74.34,37.70,46.90,4.44
35,3/2/16 13:50:00,74.21,73.95,40.10,48.20,74.29,37.60,46.80,4.44
36,3/2/16 13:55:00,74.21,73.95,40.00,48.13,74.29,37.40,46.65,4.44
37,3/2/16 14:00:00,74.29,73.99,39.90,48.11,74.34,37.30,46.62,4.44
38,3/2/16 14:05:00,74.34,74.08,40.00,48.25,74.42,37.50,46.85,4.44
39,3/2/16 14:10:00,74.38,74.12,39.80,48.16,74.51,37.30,46.78,4.50
