Data Format: 
  dateTimeDelimiter: " "
  decimalSeparator: "."
  dataDelimiter: ","
  dateFormat: M/d/yy
  timeFormat: HH:mm:ss
  gmtOffset: "-5"
  daylightSavings: false

Logger Info: 
  - &1
    launchDescription: "Tangmachu MSS"
    model: U30
    vendor: Onset Computer Corporation
    serialNumber: 10364421
    memorySize: 0
    firmwareVersion: 2.006
    firmwareVersionRaw: 0
    deploymentNumber: 4201
Series Info: 
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-TMB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Temp"
    type: value
    unitName: "*F"
    OMClassName: OMTemp12bit_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 1
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "RH"
    type: value
    unitName: ""
    OMClassName: OMRH_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 0
    OMChannelType: 2
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "DewPt"
    type: value
    unitName: "*F"
    OMClassName: OMDewPoint_HWS
    OMPartNumber: S-THB-XXXX
    OMUnitIndex: 1
    OMChannelType: 6
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
  - name: "Batt"
    type: value
    unitName: ""
    OMClassName: OMVoltage_PipeBattery
    OMPartNumber: U30 Battery
    OMUnitIndex: 0
    OMChannelType: 5
    OMValuePattern: "#,##0.00;-#,##0.00"
    logger: *1
------------
"#","Time, Eastern Daylight Time","Temp, *F","Temp, *F","RH, %","DewPt, *F","Temp, *F","RH, %","DewPt, *F","Batt, V"
1,3/2/16 14:15:00,74.42,74.12,39.70,48.09,74.55,37.20,46.74,4.44
2,3/2/16 14:30:00,74.47,74.08,39.60,47.98,74.60,37.10,46.71,4.44
3,3/2/16 14:45:00,74.42,73.95,39.30,47.66,74.47,36.80,46.38,4.44
4,3/2/16 15:00:00,74.51,74.38,39.00,47.84,74.81,36.50,46.47,4.45
5,3/2/16 15:15:00,74.64,74.16,38.40,47.25,74.68,35.80,45.84,4.45
6,3/2/16 15:30:00,74.64,74.25,38.20,47.17,74.77,35.70,45.84,4.45
7,3/2/16 15:45:00,74.55,74.12,37.80,46.78,74.68,35.30,45.48,4.45
8,3/2/16 16:00:00,74.55,74.12,37.50,46.58,74.68,35.00,45.25,4.45
9,3/2/16 16:15:00,74.42,73.99,36.20,45.54,74.51,33.60,44.02,4.45
10,3/2/16 16:30:00,74.34,73.99,35.70,45.16,74.47,33.20,43.68,4.45
11,3/2/16 16:45:00,74.29,73.86,35.10,44.60,74.21,32.60,42.98,4.49
12,3/2/16 17:00:00,74.21,73.82,32.60,42.64,74.03,30.40,41.00,4.45
13,3/2/16 17:15:00,74.12,73.73,31.50,41.67,73.82,29.30,39.87,4.46
14,3/2/16 17:30:00,73.77,73.13,30.10,39.97,73.34,28.00,38.30,4.46
15,3/2/16 17:45:00,73.21,72.74,28.40,38.14,72.78,26.50,36.43,4.46
16,3/2/16 18:00:00,72.78,72.35,30.50,39.63,72.44,28.60,38.07,4.46
17,3/2/16 18:15:00,72.44,72.05,31.60,40.28,72.14,29.70,38.77,4.46
18,3/2/16 18:30:00,72.14,71.75,32.60,40.82,71.83,30.70,39.36,4.47
19,3/2/16 18:45:00,71.83,71.45,32.50,40.48,71.53,30.60,39.00,4.46
20,3/2/16 19:00:00,71.49,71.02,29.30,37.45,70.80,27.20,35.38,4.45
21,3/2/16 19:15:00,71.15,70.84,28.70,36.79,70.76,27.00,35.17,4.47
22,3/2/16 19:30:00,70.93,70.63,30.80,38.39,70.54,29.00,36.79,4.48
23,3/2/16 19:45:00,70.63,70.37,31.90,39.07,70.33,30.00,37.45,4.47
24,3/2/16 20:00:00,70.24,69.99,32.70,39.36,69.99,31.00,37.99,4.45
25,3/2/16 20:15:00,69.81,69.64,32.90,39.22,69.60,31.10,37.74,4.47
26,3/2/16 20:30:00,69.43,69.34,33.00,39.04,69.26,31.20,37.53,4.48
27,3/2/16 20:45:00,69.13,69.08,33.00,38.80,68.96,31.20,37.27,4.47
28,3/2/16 21:00:00,68.83,68.87,33.00,38.62,68.74,31.10,37.00,4.48
29,3/2/16 21:15:00,68.61,68.66,33.10,38.52,68.53,31.30,36.97,4.48
30,3/2/16 21:30:00,68.40,68.44,33.00,38.25,68.31,31.20,36.72,4.48
31,3/2/16 21:45:00,68.18,68.27,32.80,37.94,68.14,31.10,36.48,4.48
32,3/2/16 22:00:00,68.01,68.06,32.70,37.67,67.93,31.10,36.28,4.48
33,3/2/16 22:15:00,67.80,67.88,32.90,37.69,67.76,31.10,36.14,4.48
34,3/2/16 22:30:00,67.63,67.71,32.70,37.38,67.59,30.90,35.83,4.48
35,3/2/16 22:45:00,67.50,67.59,32.80,37.35,67.41,31.00,35.76,4.48
36,3/2/16 23:00:00,67.37,67.41,32.80,37.18,67.29,31.00,35.65,4.48
37,3/2/16 23:15:00,67.24,67.33,32.80,37.11,67.16,31.00,35.55,4.48
38,3/2/16 23:30:00,67.16,67.24,32.70,36.97,67.11,30.90,35.42,4.48
39,3/2/16 23:45:00,67.07,67.11,33.00,37.08,67.03,31.00,35.44,4.48
40,3/3/16 00:00:00,67.03,67.07,33.20,37.20,66.94,31.20,35.51,4.50
41,3/3/16 00:15:00,66.94,66.94,33.10,37.00,66.90,31.10,35.40,4.51
42,3/3/16 00:30:00,66.86,66.86,33.20,37.00,66.77,31.20,35.37,4.48
43,3/3/16 00:45:00,66.77,66.73,33.30,36.97,66.69,31.30,35.37,4.48
44,3/3/16 01:00:00,66.64,66.64,33.30,36.90,66.56,31.40,35.35,4.48
45,3/3/16 01:15:00,66.51,66.51,33.40,36.86,66.43,31.40,35.22,4.48
46,3/3/16 01:30:00,66.34,66.34,33.40,36.72,66.30,31.50,35.20,4.48
47,3/3/16 01:45:00,66.22,66.22,33.50,36.68,66.13,31.50,35.04,4.48
48,3/3/16 02:00:00,66.09,66.09,33.50,36.57,66.00,31.60,35.02,4.48
49,3/3/16 02:15:00,65.96,65.96,33.50,36.45,65.87,31.60,34.90,4.48
50,3/3/16 02:30:00,65.79,65.79,33.60,36.37,65.74,31.60,34.79,4.48
51,3/3/16 02:45:00,65.70,65.74,33.50,36.27,65.66,31.50,34.65,4.48
52,3/3/16 03:00:00,65.70,65.74,33.30,36.10,65.66,31.40,34.56,4.48
53,3/3/16 03:15:00,65.74,65.92,33.20,36.19,65.74,31.20,34.47,4.48
54,3/3/16 03:30:00,65.96,66.13,33.10,36.30,65.96,31.10,34.57,4.48
55,3/3/16 03:45:00,66.22,66.30,33.00,36.37,66.13,31.10,34.74,4.49
56,3/3/16 04:00:00,66.39,66.43,33.00,36.48,66.30,31.00,34.79,4.49
57,3/3/16 04:15:00,66.60,66.60,32.90,36.55,66.47,30.80,34.79,4.49
58,3/3/16 04:30:00,66.77,66.77,32.60,36.48,66.64,30.50,34.68,4.49
59,3/3/16 04:45:00,66.94,66.90,32.40,36.43,66.81,30.30,34.66,4.49
60,3/3/16 05:00:00,67.16,67.07,32.10,36.34,66.99,30.00,34.57,4.49
61,3/3/16 05:15:00,67.33,67.29,32.00,36.45,67.20,29.90,34.66,4.49
62,3/3/16 05:30:00,67.59,67.54,31.90,36.61,67.54,29.90,34.97,4.49
63,3/3/16 05:45:00,68.01,67.84,31.60,36.63,67.84,29.60,34.97,4.49
64,3/3/16 06:00:00,68.31,68.23,31.60,36.95,68.18,29.60,35.28,4.49
65,3/3/16 06:15:00,68.91,68.96,31.30,37.35,68.87,29.10,35.44,4.49
66,3/3/16 06:30:00,69.47,69.13,31.30,37.49,69.13,29.10,35.65,4.49
67,3/3/16 06:45:00,69.69,69.21,30.90,37.24,69.26,28.70,35.42,4.49
68,3/3/16 07:00:00,69.86,69.43,30.10,36.77,69.43,28.10,35.02,4.49
69,3/3/16 07:15:00,70.03,69.51,29.60,36.41,69.56,27.60,34.70,4.49
70,3/3/16 07:30:00,70.16,69.60,29.50,36.41,69.69,27.40,34.63,4.49
71,3/3/16 07:45:00,70.29,69.77,28.80,35.94,69.86,26.70,34.12,4.49
72,3/3/16 08:00:00,70.50,69.99,29.10,36.39,70.03,26.90,34.45,4.49
73,3/3/16 08:15:00,70.67,70.16,28.40,35.92,70.29,26.20,34.02,4.49
74,3/3/16 08:30:00,70.93,70.50,29.40,37.09,70.67,27.10,35.19,4.45
