"Plot Title: Mendrelgang CS"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Temperature)","RH, % (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10365185, SEN S/N: 10346473, LBL: Soil Moisture)","PAR, uE (LGR S/N: 10365185, SEN S/N: 10349856, LBL: photosynthesis)","Rain, in (LGR S/N: 10365185, SEN S/N: 10364391, LBL: Rainfall)","Wind Direction, ø (LGR S/N: 10365185, SEN S/N: 10566448, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Gust Speed)","Batt, V (LGR S/N: 10365185)"
934,04/30/16 03:10:00 AM,65.916,94.700,0.0247,1.2,0.000,300.4,0.00,1.70,4.321
935,04/30/16 03:20:00 AM,66.472,94.300,0.0238,1.2,0.000,22.5,0.00,2.26,4.321
936,04/30/16 03:30:00 AM,66.686,93.300,0.0238,1.2,0.000,22.5,0.00,0.00,4.321
937,04/30/16 03:40:00 AM,66.385,93.400,0.0247,1.2,0.000,12.6,0.00,0.00,4.321
938,04/30/16 03:50:00 AM,66.130,93.600,0.0238,1.2,0.000,11.2,0.00,0.00,4.321
939,04/30/16 04:00:00 AM,65.916,93.400,0.0238,1.2,0.000,5.6,0.00,0.00,4.321
940,04/30/16 04:10:00 AM,65.788,93.900,0.0238,1.2,0.000,355.2,0.00,0.00,4.321
941,04/30/16 04:20:00 AM,65.788,94.200,0.0247,1.2,0.000,355.2,0.00,0.00,4.321
942,04/30/16 04:30:00 AM,65.145,94.800,0.0238,1.2,0.000,268.1,0.00,3.94,4.321
943,04/30/16 04:40:00 AM,64.888,95.100,0.0247,1.2,0.000,262.5,0.00,0.56,4.321
944,04/30/16 04:50:00 AM,65.059,95.600,0.0247,1.2,0.000,304.7,0.00,0.56,4.321
945,04/30/16 05:00:00 AM,65.359,95.100,0.0247,1.2,0.000,338.3,0.00,2.26,4.321
946,04/30/16 05:10:00 AM,65.145,95.000,0.0247,1.2,0.000,15.4,0.00,2.26,4.321
947,04/30/16 05:20:00 AM,64.760,94.900,0.0247,1.2,0.000,8.4,0.00,2.82,4.321
948,04/30/16 05:30:00 AM,65.145,94.800,0.0247,11.2,0.000,9.8,1.12,5.64,4.321
949,04/30/16 05:40:00 AM,64.974,94.600,0.0247,26.2,0.000,300.4,0.00,2.82,4.321
950,04/30/16 05:50:00 AM,64.888,94.600,0.0247,46.2,0.000,327.1,0.56,3.94,4.321
951,04/30/16 06:00:00 AM,64.845,94.100,0.0247,66.2,0.000,351.0,0.00,2.26,4.321
952,04/30/16 06:10:00 AM,64.760,94.000,0.0247,91.2,0.000,315.9,0.00,1.70,4.321
953,04/30/16 06:20:00 AM,65.316,93.800,0.0247,121.2,0.000,314.5,0.00,0.00,4.321
954,04/30/16 06:30:00 AM,66.258,93.200,0.0252,158.7,0.000,300.4,0.00,0.00,4.327
955,04/30/16 06:40:00 AM,67.627,91.300,0.0261,191.2,0.000,293.4,0.00,0.00,4.333
956,04/30/16 06:50:00 AM,67.500,91.300,0.0261,238.7,0.000,293.4,0.00,0.00,4.339
957,04/30/16 07:00:00 AM,68.742,88.500,0.0261,291.2,0.000,240.1,0.00,2.26,4.345
958,04/30/16 07:10:00 AM,69.170,88.000,0.0261,303.7,0.000,172.7,0.00,2.26,4.351
959,04/30/16 07:20:00 AM,69.814,87.400,0.0270,373.7,0.000,241.5,0.00,2.26,4.345
960,04/30/16 07:30:00 AM,69.343,86.300,0.0274,423.7,0.000,224.6,0.00,1.12,4.363
961,04/30/16 07:40:00 AM,70.029,84.800,0.0274,478.7,0.000,209.2,0.00,2.26,4.351
962,04/30/16 07:50:00 AM,71.017,83.100,0.0283,528.7,0.000,193.7,0.00,1.70,4.363
963,04/30/16 08:00:00 AM,72.610,81.800,0.0288,581.2,0.000,155.8,0.00,1.12,4.351
964,04/30/16 08:10:00 AM,72.136,80.700,0.0283,653.7,0.000,158.6,0.00,1.70,4.339
965,04/30/16 08:20:00 AM,72.696,78.300,0.0288,713.7,0.000,185.3,1.12,7.31,4.363
966,04/30/16 08:30:00 AM,73.386,76.100,0.0288,766.2,0.000,29.5,0.56,5.64,4.339
967,04/30/16 08:40:00 AM,73.818,75.500,0.0297,841.2,0.000,12.6,0.56,4.50,4.393
968,04/30/16 08:50:00 AM,72.826,76.800,0.0297,883.7,0.000,7.0,1.12,6.20,4.339
969,04/30/16 09:00:00 AM,74.250,75.500,0.0306,943.7,0.000,32.3,1.12,5.64,4.381
970,04/30/16 09:10:00 AM,74.597,74.400,0.0306,1003.7,0.000,12.6,1.12,5.64,4.339
971,04/30/16 09:20:00 AM,73.645,74.800,0.0306,1053.7,0.000,25.3,1.70,6.20,4.339
972,04/30/16 09:30:00 AM,76.114,72.600,0.0319,1111.2,0.000,74.4,0.56,5.64,4.345
973,04/30/16 09:40:00 AM,75.985,70.500,0.0319,1158.7,0.000,117.9,0.56,4.50,4.339
974,04/30/16 09:50:00 AM,76.550,69.000,0.0319,1173.7,0.000,137.6,1.70,7.90,4.351
975,04/30/16 10:00:00 AM,76.203,67.100,0.0328,1208.7,0.000,84.2,1.70,9.01,4.339
976,04/30/16 10:10:00 AM,75.681,67.400,0.0319,1281.2,0.000,77.2,2.82,9.01,4.363
977,04/30/16 10:20:00 AM,77.684,65.400,0.0328,1358.7,0.000,91.3,3.38,10.69,4.339
978,04/30/16 10:30:00 AM,78.121,65.500,0.0328,531.2,0.000,148.8,1.70,6.76,4.369
979,04/30/16 10:40:00 AM,76.550,67.100,0.0297,1256.2,0.000,56.2,1.12,5.64,4.339
980,04/30/16 10:50:00 AM,75.160,70.100,0.0274,431.2,0.000,82.8,2.26,7.31,4.345
981,04/30/16 11:00:00 AM,74.338,72.000,0.0283,581.2,0.000,29.5,1.12,6.20,4.345
982,04/30/16 11:10:00 AM,74.727,73.300,0.0297,1403.7,0.000,224.6,3.94,10.69,4.339
983,04/30/16 11:20:00 AM,75.290,72.300,0.0288,988.7,0.000,233.1,2.82,9.57,4.351
984,04/30/16 11:30:00 AM,74.899,72.500,0.0297,1343.7,0.000,233.1,3.38,9.01,4.339
985,04/30/16 11:40:00 AM,75.463,72.200,0.0283,1071.2,0.000,261.1,2.26,9.57,4.351
986,04/30/16 11:50:00 AM,75.420,71.900,0.0283,788.7,0.000,244.3,2.26,10.69,4.339
987,04/30/16 12:00:00 PM,76.768,70.300,0.0306,1486.2,0.000,266.7,2.26,6.76,4.345
988,04/30/16 12:10:00 PM,74.295,73.200,0.0283,1318.7,0.000,209.2,4.50,16.33,4.339
989,04/30/16 12:20:00 PM,77.859,68.400,0.0306,1038.7,0.000,77.2,2.82,7.31,4.357
990,04/30/16 12:30:00 PM,74.986,71.300,0.0283,556.2,0.000,193.7,3.94,15.77,4.339
991,04/30/16 12:40:00 PM,75.204,71.200,0.0283,1408.7,0.000,150.2,2.82,8.46,4.393
992,04/30/16 12:50:00 PM,77.029,69.200,0.0288,691.2,0.000,124.9,2.82,8.46,4.345
993,04/30/16 01:00:00 PM,77.292,68.800,0.0288,1491.2,0.000,54.8,1.70,9.01,4.339
994,04/30/16 01:10:00 PM,78.251,68.400,0.0288,1258.7,0.000,196.5,3.38,10.13,4.345
995,04/30/16 01:20:00 PM,76.811,70.700,0.0288,791.2,0.000,212.0,5.08,10.69,4.339
996,04/30/16 01:30:00 PM,77.335,70.500,0.0283,831.2,0.000,175.5,2.82,8.46,4.345
997,04/30/16 01:40:00 PM,76.114,71.600,0.0283,861.2,0.000,195.1,2.82,11.83,4.339
998,04/30/16 01:50:00 PM,77.421,70.800,0.0274,1238.7,0.000,195.1,2.26,8.46,4.351
999,04/30/16 02:00:00 PM,78.339,69.400,0.0283,1161.2,0.000,209.2,3.38,9.01,4.339
1000,04/30/16 02:10:00 PM,76.768,71.200,0.0274,991.2,0.000,235.9,3.94,11.83,4.351
1001,04/30/16 02:20:00 PM,76.203,72.100,0.0274,921.2,0.000,203.6,3.94,11.83,4.339
1002,04/30/16 02:30:00 PM,77.117,70.300,0.0270,528.7,0.000,169.9,2.26,7.90,4.369
1003,04/30/16 02:40:00 PM,77.902,70.500,0.0274,701.2,0.000,154.4,1.12,5.08,4.339
1004,04/30/16 02:50:00 PM,75.810,71.500,0.0252,666.2,0.000,212.0,3.38,7.90,4.381
1005,04/30/16 03:00:00 PM,77.029,70.600,0.0261,963.7,0.000,214.8,2.26,7.90,4.381
1006,04/30/16 03:10:00 PM,76.636,70.300,0.0252,646.2,0.000,122.1,2.26,6.20,4.339
1007,04/30/16 03:20:00 PM,79.347,66.800,0.0270,508.7,0.000,120.7,2.82,8.46,4.345
1008,04/30/16 03:30:00 PM,75.898,71.200,0.0247,593.7,0.000,109.5,3.38,11.27,4.339
1009,04/30/16 03:40:00 PM,74.640,72.200,0.0238,358.7,0.000,140.4,3.94,10.13,4.357
1010,04/30/16 03:50:00 PM,74.511,73.700,0.0238,633.7,0.000,258.3,2.26,7.90,4.339
1011,04/30/16 04:00:00 PM,74.077,75.200,0.0228,408.7,0.000,332.7,3.94,15.77,4.351
1012,04/30/16 04:10:00 PM,74.338,75.200,0.0228,436.2,0.000,263.9,2.26,7.31,4.339
1013,04/30/16 04:20:00 PM,74.511,75.400,0.0238,543.7,0.000,212.0,1.70,6.20,4.369
1014,04/30/16 04:30:00 PM,74.597,74.900,0.0238,461.2,0.000,220.4,2.26,11.27,4.345
1015,04/30/16 04:40:00 PM,74.424,75.000,0.0224,373.7,0.000,234.5,2.26,9.01,4.363
1016,04/30/16 04:50:00 PM,74.554,74.000,0.0228,278.7,0.000,158.6,1.12,7.31,4.345
1017,04/30/16 05:00:00 PM,74.467,73.800,0.0224,238.7,0.000,154.4,1.70,6.20,4.351
1018,04/30/16 05:10:00 PM,74.597,73.900,0.0224,201.2,0.000,245.7,2.26,10.13,4.357
1019,04/30/16 05:20:00 PM,73.688,75.800,0.0224,151.2,0.000,66.0,1.12,9.57,4.345
1020,04/30/16 05:30:00 PM,73.256,76.800,0.0214,96.2,0.000,227.4,0.56,5.64,4.339
1021,04/30/16 05:40:00 PM,72.783,77.900,0.0214,78.7,0.000,178.3,2.26,9.57,4.339
1022,04/30/16 05:50:00 PM,72.523,78.600,0.0214,51.2,0.000,237.3,3.94,9.01,4.339
1023,04/30/16 06:00:00 PM,72.136,79.100,0.0205,18.7,0.000,273.8,0.56,7.31,4.339
1024,04/30/16 06:10:00 PM,71.404,80.300,0.0205,11.2,0.000,353.8,0.00,1.70,4.339
1025,04/30/16 06:20:00 PM,71.146,81.500,0.0205,6.2,0.000,283.6,0.00,2.82,4.339
1026,04/30/16 06:30:00 PM,70.887,82.900,0.0205,1.2,0.000,287.8,0.00,2.26,4.339
1027,04/30/16 06:40:00 PM,70.630,83.600,0.0205,1.2,0.000,292.0,0.00,2.82,4.339
1028,04/30/16 06:50:00 PM,70.459,84.300,0.0205,1.2,0.000,317.3,0.00,0.56,4.339
1029,04/30/16 07:00:00 PM,70.243,84.800,0.0205,1.2,0.000,273.8,0.00,1.12,4.339
1030,04/30/16 07:10:00 PM,70.372,85.200,0.0214,1.2,0.000,276.6,0.00,0.00,4.339
1031,04/30/16 07:20:00 PM,70.201,85.600,0.0205,1.2,0.000,346.8,0.00,1.70,4.339
1032,04/30/16 07:30:00 PM,70.201,85.100,0.0214,1.2,0.000,5.6,0.00,1.70,4.339
1033,04/30/16 07:40:00 PM,70.372,86.200,0.0214,1.2,0.000,321.5,0.00,2.26,4.339
1034,04/30/16 07:50:00 PM,70.286,86.100,0.0205,1.2,0.000,272.4,0.00,3.94,4.339
1035,04/30/16 08:00:00 PM,70.158,86.100,0.0214,1.2,0.000,292.0,0.56,3.38,4.339
1036,04/30/16 08:10:00 PM,70.286,85.500,0.0214,1.2,0.000,28.1,0.56,3.94,4.333
1037,04/30/16 08:20:00 PM,69.600,87.600,0.0224,1.2,0.000,244.3,1.12,5.08,4.333
1038,04/30/16 08:30:00 PM,68.527,89.500,0.0310,1.2,0.000,308.9,0.00,2.26,4.339
1039,04/30/16 08:40:00 PM,70.072,75.600,0.0288,1.2,0.000,278.0,0.00,2.82,4.333
1040,04/30/16 08:50:00 PM,70.930,67.600,0.0283,1.2,0.000,271.0,1.12,6.20,4.339
1041,04/30/16 09:00:00 PM,69.728,74.600,0.0288,1.2,0.000,19.7,1.12,5.64,4.333
1042,04/30/16 09:10:00 PM,69.814,73.000,0.0274,1.2,0.000,14.0,2.26,6.76,4.333
1043,04/30/16 09:20:00 PM,68.913,86.700,0.0270,1.2,0.000,50.5,2.82,7.31,4.333
1044,04/30/16 09:30:00 PM,68.571,89.800,0.0261,1.2,0.000,19.7,0.56,6.20,4.333
1045,04/30/16 09:40:00 PM,68.527,91.300,0.0270,1.2,0.000,19.7,0.56,5.64,4.333
1046,04/30/16 09:50:00 PM,71.490,65.900,0.0261,1.2,0.008,230.2,4.50,19.15,4.333
1047,04/30/16 10:00:00 PM,69.685,59.900,0.0274,1.2,0.000,186.7,2.82,12.39,4.333
1048,04/30/16 10:10:00 PM,65.359,63.800,0.0297,1.2,0.008,352.4,0.56,7.31,4.333
1049,04/30/16 10:20:00 PM,62.533,74.400,0.0341,1.2,0.000,329.9,0.56,2.82,4.333
1050,04/30/16 10:30:00 PM,61.032,83.100,0.0462,1.2,0.016,320.1,0.56,3.94,4.333
1051,04/30/16 10:40:00 PM,61.761,78.900,0.0405,1.2,0.000,339.7,2.26,6.20,4.333
1052,04/30/16 10:50:00 PM,62.748,74.200,0.0371,1.2,0.000,336.9,2.26,10.13,4.333
1053,04/30/16 11:00:00 PM,61.891,76.800,0.0371,1.2,0.000,22.5,1.70,6.76,4.333
1054,04/30/16 11:10:00 PM,61.590,80.600,0.0341,1.2,0.000,44.9,3.38,9.01,4.333
1055,04/30/16 11:20:00 PM,61.162,82.300,0.0332,1.2,0.000,43.5,2.82,6.76,4.333
1056,04/30/16 11:30:00 PM,62.062,78.300,0.0319,1.2,0.000,50.5,3.38,9.01,4.333
1057,04/30/16 11:40:00 PM,62.062,78.700,0.0306,1.2,0.000,46.3,3.38,12.39,4.333
1058,04/30/16 11:50:00 PM,64.288,70.000,0.0297,1.2,0.000,47.7,7.31,14.65,4.333
1059,05/01/16 12:00:00 AM,64.974,67.000,0.0297,1.2,0.000,53.3,4.50,12.39,4.333
1060,05/01/16 12:10:00 AM,64.418,67.700,0.0288,1.2,0.000,43.5,3.94,9.01,4.333
1061,05/01/16 12:20:00 AM,64.974,65.600,0.0288,1.2,0.000,46.3,5.64,11.27,4.333
1062,05/01/16 12:30:00 AM,63.048,71.200,0.0288,1.2,0.000,46.3,0.00,3.38,4.333
1063,05/01/16 12:40:00 AM,61.677,77.500,0.0283,1.2,0.000,42.1,2.82,8.46,4.333
1064,05/01/16 12:50:00 AM,62.490,73.800,0.0283,1.2,0.000,353.8,0.56,5.64,4.333
1065,05/01/16 01:00:00 AM,64.546,68.000,0.0283,1.2,0.000,14.0,2.26,10.13,4.333
1066,05/01/16 01:10:00 AM,61.761,73.600,0.0283,1.2,0.000,74.4,1.12,5.64,4.333
1067,05/01/16 01:20:00 AM,63.689,69.900,0.0283,1.2,0.000,4.2,1.12,5.64,4.333
1068,05/01/16 01:30:00 AM,63.775,68.800,0.0274,1.2,0.000,12.6,1.70,7.31,4.333
1069,05/01/16 01:40:00 AM,62.019,73.600,0.0274,1.2,0.000,102.5,1.70,8.46,4.327
1070,05/01/16 01:50:00 AM,60.561,78.000,0.0274,1.2,0.000,290.6,1.70,9.01,4.333
1071,05/01/16 02:00:00 AM,60.733,78.100,0.0274,1.2,0.000,268.1,0.00,3.94,4.327
1072,05/01/16 02:10:00 AM,59.873,79.100,0.0270,1.2,0.000,317.3,0.00,1.70,4.327
1073,05/01/16 02:20:00 AM,60.433,77.900,0.0274,1.2,0.000,57.6,0.00,0.00,4.327
1074,05/01/16 02:30:00 AM,59.702,79.700,0.0270,1.2,0.000,290.6,0.00,2.82,4.327
1075,05/01/16 02:40:00 AM,60.303,77.700,0.0270,1.2,0.000,314.5,0.00,0.56,4.327
1076,05/01/16 02:50:00 AM,61.677,75.500,0.0270,1.2,0.000,42.1,1.70,6.20,4.333
1077,05/01/16 03:00:00 AM,61.720,74.800,0.0270,1.2,0.000,51.9,2.26,7.31,4.327
1078,05/01/16 03:10:00 AM,62.062,74.100,0.0261,1.2,0.000,40.7,2.26,5.64,4.327
1079,05/01/16 03:20:00 AM,61.162,75.100,0.0261,1.2,0.000,15.4,0.56,3.94,4.327
1080,05/01/16 03:30:00 AM,61.934,72.500,0.0261,1.2,0.000,54.8,1.12,9.01,4.327
1081,05/01/16 03:40:00 AM,60.561,76.000,0.0270,1.2,0.000,272.4,0.56,4.50,4.327
1082,05/01/16 03:50:00 AM,61.376,74.500,0.0261,1.2,0.000,341.2,0.56,4.50,4.327
1083,05/01/16 04:00:00 AM,61.977,72.700,0.0261,1.2,0.000,40.7,2.26,6.20,4.327
1084,05/01/16 04:10:00 AM,62.362,71.700,0.0261,1.2,0.000,36.5,2.82,8.46,4.327
1085,05/01/16 04:20:00 AM,61.891,71.900,0.0261,1.2,0.000,43.5,1.12,6.20,4.357
1086,05/01/16 04:30:00 AM,60.991,73.700,0.0261,1.2,0.000,23.9,0.00,2.26,4.327
1087,05/01/16 04:40:00 AM,60.690,74.400,0.0261,1.2,0.000,310.3,0.00,2.26,4.321
1088,05/01/16 04:50:00 AM,60.904,73.600,0.0261,1.2,0.000,321.5,0.00,1.70,4.321
1089,05/01/16 05:00:00 AM,60.647,73.200,0.0252,1.2,0.000,336.9,0.00,2.26,4.321
1090,05/01/16 05:10:00 AM,60.260,73.500,0.0252,1.2,0.000,308.9,0.00,1.70,4.321
1091,05/01/16 05:20:00 AM,60.089,75.000,0.0252,3.7,0.000,308.9,0.00,0.00,4.321
1092,05/01/16 05:30:00 AM,59.830,75.300,0.0252,11.2,0.000,321.5,0.00,1.12,4.321
1093,05/01/16 05:40:00 AM,59.873,74.900,0.0252,26.2,0.000,324.3,0.00,1.12,4.321
1094,05/01/16 05:50:00 AM,60.390,74.100,0.0252,46.2,0.000,324.3,0.00,0.56,4.321
1095,05/01/16 06:00:00 AM,60.517,74.000,0.0252,68.7,0.000,324.3,0.00,1.12,4.321
1096,05/01/16 06:10:00 AM,61.590,72.600,0.0252,98.7,0.000,324.3,0.00,0.56,4.321
1097,05/01/16 06:20:00 AM,62.062,72.400,0.0261,118.7,0.000,355.2,0.00,1.70,4.321
1098,05/01/16 06:30:00 AM,62.704,70.700,0.0261,158.7,0.000,0.0,0.00,0.56,4.327
1099,05/01/16 06:40:00 AM,63.005,72.000,0.0270,198.7,0.000,0.0,0.00,0.00,4.333
1100,05/01/16 06:50:00 AM,63.990,70.100,0.0274,256.2,0.000,353.8,0.00,1.70,4.339
1101,05/01/16 07:00:00 AM,64.375,71.700,0.0274,293.7,0.000,234.5,0.00,2.26,4.351
1102,05/01/16 07:10:00 AM,65.872,68.300,0.0274,346.2,0.000,265.3,0.00,0.00,4.363
1103,05/01/16 07:20:00 AM,67.885,67.100,0.0288,383.7,0.000,265.3,0.00,0.00,4.339
1104,05/01/16 07:30:00 AM,67.413,69.100,0.0288,436.2,0.000,247.1,0.00,1.70,4.357
1105,05/01/16 07:40:00 AM,67.671,65.900,0.0288,478.7,0.000,44.9,0.00,2.26,4.345
1106,05/01/16 07:50:00 AM,68.185,65.100,0.0288,553.7,0.000,122.1,0.00,2.26,4.351
1107,05/01/16 08:00:00 AM,69.300,66.700,0.0288,583.7,0.000,153.0,0.00,1.12,4.351
1108,05/01/16 08:10:00 AM,69.085,64.100,0.0297,641.2,0.000,140.4,0.00,0.56,4.357
1109,05/01/16 08:20:00 AM,69.427,64.500,0.0297,696.2,0.000,151.6,0.00,2.26,4.345
1110,05/01/16 08:30:00 AM,68.999,66.300,0.0297,756.2,0.000,148.8,0.00,2.26,4.339
1111,05/01/16 08:40:00 AM,68.785,64.800,0.0306,821.2,0.000,134.8,0.00,2.82,4.351
1112,05/01/16 08:50:00 AM,69.858,62.200,0.0310,868.7,0.000,200.8,0.56,3.38,4.387
1113,05/01/16 09:00:00 AM,72.394,58.600,0.0310,916.2,0.000,245.7,0.00,2.26,4.351
1114,05/01/16 09:10:00 AM,71.964,58.800,0.0319,946.2,0.000,199.4,0.00,1.70,4.375
1115,05/01/16 09:20:00 AM,73.472,60.800,0.0328,1046.2,0.000,150.2,0.00,2.26,4.351
1116,05/01/16 09:30:00 AM,73.126,58.700,0.0319,1123.7,0.000,120.7,0.56,4.50,4.339
1117,05/01/16 09:40:00 AM,71.447,57.900,0.0328,1121.2,0.000,154.4,1.12,3.94,4.363
1118,05/01/16 09:50:00 AM,72.567,57.000,0.0328,1026.2,0.000,202.2,1.12,4.50,4.339
1119,05/01/16 10:00:00 AM,74.467,56.500,0.0332,1226.2,0.000,237.3,0.56,4.50,4.351
1120,05/01/16 10:10:00 AM,76.375,53.900,0.0341,1266.2,0.000,110.9,0.56,3.38,4.345
1121,05/01/16 10:20:00 AM,76.114,52.700,0.0341,1298.7,0.000,171.3,1.12,6.20,4.351
1122,05/01/16 10:30:00 AM,76.593,51.900,0.0341,1316.2,0.000,162.9,0.56,4.50,4.345
1123,05/01/16 10:40:00 AM,77.464,50.500,0.0350,1316.2,0.000,161.5,0.56,4.50,4.339
1124,05/01/16 10:50:00 AM,75.117,51.900,0.0332,1361.2,0.000,226.0,2.82,6.76,4.345
1125,05/01/16 11:00:00 AM,75.637,49.600,0.0341,1391.2,0.000,195.1,1.12,5.64,4.339
1126,05/01/16 11:10:00 AM,76.507,50.000,0.0341,1373.7,0.000,132.0,1.70,9.57,4.345
1127,05/01/16 11:20:00 AM,75.074,54.600,0.0332,1308.7,0.000,198.0,2.82,9.57,4.339
1128,05/01/16 11:30:00 AM,77.509,52.900,0.0332,1428.7,0.000,206.4,2.82,7.90,4.369
1129,05/01/16 11:40:00 AM,76.114,53.500,0.0332,1431.2,0.000,230.2,2.82,8.46,4.339
1130,05/01/16 11:50:00 AM,79.041,51.500,0.0341,1438.7,0.000,161.5,1.70,6.20,4.387
1131,05/01/16 12:00:00 PM,75.767,55.300,0.0332,1443.7,0.000,155.8,3.94,8.46,4.381
1132,05/01/16 12:10:00 PM,77.464,53.700,0.0328,1428.7,0.000,258.3,2.26,7.90,4.339
1133,05/01/16 12:20:00 PM,77.945,53.900,0.0328,1413.7,0.000,238.7,5.08,14.09,4.400
1134,05/01/16 12:30:00 PM,78.296,51.500,0.0328,1431.2,0.000,50.5,3.38,10.69,4.339
1135,05/01/16 12:40:00 PM,77.160,52.200,0.0328,1441.2,0.000,247.1,3.94,11.83,4.339
1136,05/01/16 12:50:00 PM,76.593,53.600,0.0310,1401.2,0.000,22.5,3.38,11.83,4.339
1137,05/01/16 01:00:00 PM,79.524,52.500,0.0328,1346.2,0.000,190.9,3.38,12.39,4.339
1138,05/01/16 01:10:00 PM,76.942,55.300,0.0310,1371.2,0.000,230.2,3.94,9.57,4.363
1139,05/01/16 01:20:00 PM,79.480,52.100,0.0319,1393.7,0.000,80.0,3.38,10.69,4.339
1140,05/01/16 01:30:00 PM,76.681,55.900,0.0306,1261.2,0.000,15.4,3.94,9.01,4.351
1141,05/01/16 01:40:00 PM,77.990,55.400,0.0306,1268.7,0.000,91.3,3.38,13.51,4.339
1142,05/01/16 01:50:00 PM,76.986,56.700,0.0306,1226.2,0.000,202.2,4.50,9.01,4.351
1143,05/01/16 02:00:00 PM,75.204,59.000,0.0306,1278.7,0.000,203.6,4.50,10.69,4.357
1144,05/01/16 02:10:00 PM,76.203,59.700,0.0297,1153.7,0.000,244.3,3.94,11.83,4.339
1145,05/01/16 02:20:00 PM,75.463,60.300,0.0288,796.2,0.000,285.0,2.82,9.57,4.381
1146,05/01/16 02:30:00 PM,77.247,58.300,0.0288,723.7,0.000,56.2,1.70,6.20,4.345
1147,05/01/16 02:40:00 PM,79.041,57.800,0.0310,993.7,0.000,136.2,1.12,6.20,4.339
1148,05/01/16 02:50:00 PM,74.899,61.600,0.0283,466.2,0.000,193.7,1.12,6.20,4.345
1149,05/01/16 03:00:00 PM,74.943,63.100,0.0283,496.2,0.000,234.5,0.56,6.20,4.339
1150,05/01/16 03:10:00 PM,74.381,64.300,0.0270,411.2,0.000,53.3,2.26,8.46,4.345
1151,05/01/16 03:20:00 PM,74.467,65.100,0.0261,326.2,0.000,54.8,1.12,6.76,4.339
1152,05/01/16 03:30:00 PM,73.602,66.900,0.0252,303.7,0.000,7.0,1.70,8.46,4.363
1153,05/01/16 03:40:00 PM,74.077,66.900,0.0261,376.2,0.000,2.8,1.12,5.64,4.339
1154,05/01/16 03:50:00 PM,73.472,68.300,0.0252,271.2,0.000,349.6,1.12,8.46,4.363
1155,05/01/16 04:00:00 PM,72.912,69.700,0.0247,136.2,0.000,327.1,0.00,3.94,4.345
1156,05/01/16 04:10:00 PM,72.523,70.100,0.0238,108.7,0.000,16.8,0.00,2.82,4.345
1157,05/01/16 04:20:00 PM,72.307,70.600,0.0228,116.2,0.000,287.8,0.00,3.38,4.345
1158,05/01/16 04:30:00 PM,72.007,71.900,0.0238,126.2,0.000,19.7,0.00,3.94,4.345
1159,05/01/16 04:40:00 PM,72.307,71.500,0.0228,146.2,0.000,325.7,0.00,1.70,4.351
1160,05/01/16 04:50:00 PM,72.351,71.900,0.0228,168.7,0.000,353.8,0.00,1.70,4.351
1161,05/01/16 05:00:00 PM,71.964,71.700,0.0228,173.7,0.000,51.9,1.12,5.08,4.351
1162,05/01/16 05:10:00 PM,72.653,73.900,0.0238,196.2,0.000,68.8,0.00,2.82,4.345
1163,05/01/16 05:20:00 PM,72.696,75.300,0.0238,223.7,0.000,103.9,0.56,2.82,4.345
1164,05/01/16 05:30:00 PM,72.264,75.300,0.0238,183.7,0.000,91.3,0.00,1.70,4.345
1165,05/01/16 05:40:00 PM,71.533,78.300,0.0228,133.7,0.000,141.8,0.00,2.26,4.351
1166,05/01/16 05:50:00 PM,70.887,79.500,0.0228,83.7,0.000,238.7,0.00,2.26,4.345
1167,05/01/16 06:00:00 PM,70.846,77.200,0.0224,56.2,0.000,241.5,0.00,1.70,4.339
1168,05/01/16 06:10:00 PM,70.372,77.900,0.0214,31.2,0.000,346.8,0.00,2.26,4.339
1169,05/01/16 06:20:00 PM,69.814,79.300,0.0224,13.7,0.000,339.7,0.00,1.70,4.339
1170,05/01/16 06:30:00 PM,69.427,80.300,0.0224,3.7,0.000,344.0,0.00,1.70,4.339
1171,05/01/16 06:40:00 PM,69.557,80.300,0.0214,1.2,0.000,342.6,0.56,2.82,4.339
1172,05/01/16 06:50:00 PM,69.728,78.300,0.0214,1.2,0.000,351.0,0.56,5.64,4.339
1173,05/01/16 07:00:00 PM,69.901,78.300,0.0224,1.2,0.000,14.0,1.12,4.50,4.339
1174,05/01/16 07:10:00 PM,69.942,77.700,0.0214,1.2,0.000,317.3,0.00,2.26,4.339
1175,05/01/16 07:20:00 PM,69.814,77.400,0.0224,1.2,0.000,8.4,0.00,1.70,4.339
1176,05/01/16 07:30:00 PM,69.042,79.600,0.0224,1.2,0.000,53.3,0.00,1.12,4.339
1177,05/01/16 07:40:00 PM,67.971,82.300,0.0214,1.2,0.000,51.9,0.00,1.12,4.339
1178,05/01/16 07:50:00 PM,67.627,81.900,0.0214,1.2,0.000,35.1,0.00,1.70,4.339
1179,05/01/16 08:00:00 PM,67.671,82.300,0.0214,1.2,0.000,353.8,0.00,1.70,4.339
1180,05/01/16 08:10:00 PM,67.114,81.600,0.0205,1.2,0.000,334.1,0.00,1.12,4.339
