"Plot Title: 10365185"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Temperature)","RH, % (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10365185, SEN S/N: 10346473, LBL: Water Content)","PAR, uE (LGR S/N: 10365185, SEN S/N: 10349856, LBL: PhotosyntheticActive Radiation)","Rain, in (LGR S/N: 10365185, SEN S/N: 10364391, LBL: Rainfall)","Wind Direction, ø (LGR S/N: 10365185, SEN S/N: 10566448, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Gust Speed)","Batt, V (LGR S/N: 10365185)"
1,11/24/14 12:43:09 PM,62.105,75.200,0.0588,428.7,,196.5,1.70,4.50,4.176
2,11/24/14 12:53:09 PM,64.459,74.600,0.0684,486.2,0.000,161.5,0.56,2.26,4.170
3,11/24/14 01:03:09 PM,61.848,77.200,0.0544,911.2,0.000,196.5,2.26,5.08,4.200
4,11/24/14 01:13:09 PM,63.133,77.300,0.0434,373.7,0.000,181.1,0.56,3.94,4.152
5,11/24/14 01:23:09 PM,62.834,78.500,0.0562,626.2,0.000,158.6,0.56,3.38,4.158
6,11/24/14 01:33:09 PM,62.490,75.800,0.0555,611.2,0.000,141.8,0.56,3.38,4.158
7,11/24/14 01:43:09 PM,63.090,77.600,0.0562,653.7,0.000,144.6,1.70,6.20,4.164
8,11/24/14 01:53:09 PM,63.946,76.500,0.0570,578.7,0.000,98.3,0.56,3.38,4.170
9,11/24/14 02:03:09 PM,63.048,75.900,0.0570,483.7,0.000,126.4,0.56,3.94,4.170
10,11/24/14 02:13:09 PM,62.148,80.500,0.0570,456.2,0.000,120.7,0.56,4.50,4.170
11,11/24/14 02:23:09 PM,62.533,76.200,0.0574,453.7,0.000,151.6,1.12,6.76,4.170
12,11/24/14 02:33:09 PM,64.117,74.100,0.0574,586.2,0.000,46.3,0.56,3.38,4.188
13,11/24/14 02:43:09 PM,65.444,74.600,0.0574,576.2,0.000,95.5,0.00,2.82,4.188
14,11/24/14 02:53:09 PM,62.748,75.200,0.0581,536.2,0.000,151.6,2.26,7.90,4.188
15,11/24/14 03:03:09 PM,62.577,74.200,0.0581,421.2,0.000,61.8,1.12,6.20,4.188
16,11/24/14 03:13:09 PM,61.891,75.000,0.0581,393.7,0.000,355.2,1.12,4.50,4.188
17,11/24/14 03:23:09 PM,62.406,77.500,0.0588,368.7,0.000,233.1,0.00,2.26,4.188
18,11/24/14 03:33:09 PM,61.934,79.500,0.0574,278.7,0.000,244.3,0.56,2.82,4.182
19,11/24/14 03:43:09 PM,61.891,75.700,0.0574,291.2,0.000,308.9,0.00,3.38,4.182
20,11/24/14 03:53:09 PM,61.761,76.600,0.0581,246.2,0.000,44.9,0.56,5.64,4.176
21,11/24/14 04:03:09 PM,61.248,75.800,0.0574,193.7,0.000,168.5,0.00,3.38,4.176
22,11/24/14 04:13:09 PM,60.517,77.300,0.0574,133.7,0.000,227.4,0.56,3.94,4.176
23,11/24/14 04:23:09 PM,59.916,79.100,0.0574,98.7,0.000,205.0,0.00,3.38,4.170
24,11/24/14 04:33:09 PM,59.401,78.900,0.0574,71.2,0.000,207.8,0.00,2.82,4.170
25,11/24/14 04:43:09 PM,58.798,80.900,0.0570,43.7,0.000,220.4,0.00,0.56,4.170
26,11/24/14 04:53:09 PM,58.325,81.500,0.0570,23.7,0.000,244.3,0.00,0.56,4.170
27,11/24/14 05:03:09 PM,58.066,85.700,0.0570,8.7,0.000,247.1,0.00,1.12,4.170
28,11/24/14 05:13:09 PM,57.463,85.400,0.0570,1.2,0.000,248.5,0.00,2.26,4.170
29,11/24/14 05:23:09 PM,56.208,84.400,0.0562,1.2,0.000,248.5,0.00,1.70,4.170
30,11/24/14 05:33:09 PM,56.340,84.100,0.0562,1.2,0.000,248.5,0.00,1.12,4.170
31,11/24/14 05:43:09 PM,56.340,83.100,0.0570,1.2,0.000,248.5,0.00,1.70,4.170
32,11/24/14 05:53:09 PM,56.901,82.200,0.0570,1.2,0.000,256.9,0.56,2.26,4.170
33,11/24/14 06:03:09 PM,56.251,83.100,0.0570,1.2,0.000,283.6,0.56,2.82,4.170
34,11/24/14 06:13:09 PM,55.647,83.400,0.0570,1.2,0.000,286.4,0.00,1.70,4.170
35,11/24/14 06:23:09 PM,56.512,81.200,0.0570,1.2,0.000,301.8,0.56,3.38,4.164
36,11/24/14 06:33:09 PM,55.386,83.300,0.0574,1.2,0.000,321.5,1.70,2.82,4.170
37,11/24/14 06:43:09 PM,55.863,83.100,0.0570,1.2,0.000,318.7,1.12,2.82,4.164
38,11/24/14 06:53:09 PM,55.038,84.200,0.0570,1.2,0.000,318.7,1.70,2.82,4.164
39,11/24/14 07:03:09 PM,55.038,84.500,0.0574,1.2,0.000,318.7,1.70,2.82,4.164
40,11/24/14 07:13:09 PM,55.213,83.500,0.0574,1.2,0.000,318.7,1.12,2.26,4.164
41,11/24/14 07:23:09 PM,55.342,83.800,0.0574,1.2,0.000,317.3,1.12,2.82,4.164
42,11/24/14 07:33:09 PM,54.909,86.500,0.0574,1.2,0.000,317.3,0.56,2.26,4.164
43,11/24/14 07:43:09 PM,54.734,86.300,0.0574,1.2,0.000,315.9,0.56,2.26,4.164
44,11/24/14 07:53:09 PM,55.038,84.600,0.0581,1.2,0.000,315.9,1.12,2.26,4.164
45,11/24/14 08:03:09 PM,54.995,83.900,0.0574,1.2,0.000,315.9,1.12,2.82,4.164
46,11/24/14 08:13:09 PM,54.734,84.000,0.0574,1.2,0.000,315.9,1.70,3.38,4.164
47,11/24/14 08:23:09 PM,54.561,86.000,0.0581,1.2,0.000,315.9,1.12,2.26,4.164
48,11/24/14 08:33:09 PM,54.820,82.900,0.0581,1.2,0.000,315.9,1.12,2.82,4.158
49,11/24/14 08:43:09 PM,54.387,83.200,0.0574,1.2,0.000,315.9,0.56,2.26,4.164
50,11/24/14 08:53:09 PM,54.691,82.200,0.0581,1.2,0.000,314.5,1.12,2.82,4.158
51,11/24/14 09:03:09 PM,54.561,82.300,0.0581,1.2,0.000,314.5,1.12,2.26,4.158
52,11/24/14 09:13:09 PM,55.429,82.700,0.0588,1.2,0.000,314.5,0.00,1.70,4.158
53,11/24/14 09:23:09 PM,54.691,83.100,0.0581,1.2,0.000,314.5,0.00,2.26,4.158
54,11/24/14 09:33:09 PM,54.777,82.700,0.0588,1.2,0.000,314.5,0.56,1.70,4.158
55,11/24/14 09:43:09 PM,54.082,83.400,0.0588,1.2,0.000,314.5,0.56,2.26,4.158
56,11/24/14 09:53:09 PM,54.343,83.700,0.0588,1.2,0.000,314.5,1.12,2.26,4.158
57,11/24/14 10:03:09 PM,54.387,84.700,0.0588,1.2,0.000,314.5,0.56,2.26,4.158
58,11/24/14 10:13:09 PM,54.343,84.400,0.0588,1.2,0.000,314.5,0.56,2.26,4.158
59,11/24/14 10:23:09 PM,54.387,83.200,0.0588,1.2,0.000,314.5,0.56,2.26,4.158
60,11/24/14 10:33:09 PM,53.865,83.800,0.0596,1.2,0.000,314.5,0.56,1.70,4.158
61,11/24/14 10:43:09 PM,54.169,84.400,0.0588,1.2,0.000,314.5,0.56,2.26,4.158
62,11/24/14 10:53:09 PM,54.037,83.700,0.0596,1.2,0.000,314.5,0.56,2.26,4.158
63,11/24/14 11:03:09 PM,53.994,85.600,0.0596,1.2,0.000,314.5,0.56,2.26,4.158
64,11/24/14 11:13:09 PM,54.169,86.100,0.0596,1.2,0.000,314.5,0.00,2.26,4.158
65,11/24/14 11:23:09 PM,53.865,87.300,0.0596,1.2,0.000,314.5,0.56,2.26,4.158
66,11/24/14 11:33:09 PM,54.169,87.000,0.0596,1.2,0.000,314.5,0.00,1.70,4.158
67,11/24/14 11:43:09 PM,53.690,88.300,0.0596,1.2,0.000,314.5,0.56,1.70,4.158
68,11/24/14 11:53:09 PM,53.645,89.200,0.0599,1.2,0.000,314.5,0.00,1.12,4.158
69,11/25/14 12:03:09 AM,53.908,91.700,0.0596,1.2,0.000,314.5,0.00,1.12,4.158
70,11/25/14 12:13:09 AM,54.255,91.900,0.0607,1.2,0.000,314.5,0.00,1.12,4.158
71,11/25/14 12:23:09 AM,54.212,91.600,0.0599,1.2,0.000,314.5,0.00,0.00,4.158
72,11/25/14 12:33:09 AM,53.865,92.600,0.0607,1.2,0.000,314.5,0.00,0.56,4.158
73,11/25/14 12:43:09 AM,53.733,94.000,0.0607,1.2,0.000,314.5,0.00,0.56,4.158
74,11/25/14 12:53:09 AM,53.690,93.300,0.0607,1.2,0.000,314.5,0.00,1.12,4.158
75,11/25/14 01:03:09 AM,52.903,93.900,0.0607,1.2,0.000,314.5,0.00,1.12,4.158
76,11/25/14 01:13:09 AM,53.121,94.200,0.0614,1.2,0.000,314.5,0.00,1.70,4.158
77,11/25/14 01:23:09 AM,53.472,93.700,0.0614,1.2,0.000,314.5,0.00,1.12,4.158
78,11/25/14 01:33:09 AM,52.947,93.800,0.0621,1.2,0.000,314.5,0.00,0.56,4.158
79,11/25/14 01:43:09 AM,53.078,93.900,0.0621,1.2,0.000,314.5,0.00,1.70,4.158
80,11/25/14 01:53:09 AM,53.078,94.000,0.0614,1.2,0.000,314.5,0.56,2.26,4.158
81,11/25/14 02:03:09 AM,52.729,94.100,0.0614,1.2,0.000,314.5,0.56,1.70,4.158
82,11/25/14 02:13:09 AM,53.121,93.400,0.0621,1.2,0.000,314.5,0.56,2.26,4.158
83,11/25/14 02:23:09 AM,53.690,92.200,0.0621,1.2,0.000,314.5,0.00,1.12,4.158
84,11/25/14 02:33:09 AM,54.037,91.400,0.0621,1.2,0.000,314.5,0.00,1.70,4.158
85,11/25/14 02:43:09 AM,53.865,91.500,0.0621,1.2,0.000,314.5,0.00,1.70,4.158
86,11/25/14 02:53:09 AM,53.820,92.100,0.0621,1.2,0.000,314.5,0.00,0.56,4.158
87,11/25/14 03:03:09 AM,53.908,92.200,0.0621,1.2,0.000,314.5,0.00,1.12,4.158
88,11/25/14 03:13:09 AM,53.865,91.800,0.0628,1.2,0.000,314.5,0.00,1.12,4.158
89,11/25/14 03:23:09 AM,53.645,92.800,0.0628,1.2,0.000,314.5,0.00,0.00,4.158
90,11/25/14 03:33:09 AM,54.169,91.600,0.0632,1.2,0.000,314.5,0.00,0.00,4.158
91,11/25/14 03:43:09 AM,53.820,92.400,0.0628,1.2,0.000,314.5,0.00,0.00,4.158
92,11/25/14 03:53:09 AM,53.865,92.300,0.0632,1.2,0.000,314.5,0.00,0.56,4.158
93,11/25/14 04:03:09 AM,54.430,91.300,0.0628,1.2,0.000,314.5,0.00,0.00,4.152
94,11/25/14 04:13:09 AM,54.255,91.100,0.0632,1.2,0.000,314.5,0.00,0.00,4.158
95,11/25/14 04:23:09 AM,54.561,90.500,0.0632,1.2,0.000,314.5,0.00,0.00,4.152
96,11/25/14 04:33:09 AM,54.430,90.300,0.0639,1.2,0.000,314.5,0.00,0.00,4.152
97,11/25/14 04:43:09 AM,54.604,89.600,0.0632,1.2,0.000,314.5,0.00,0.00,4.152
98,11/25/14 04:53:09 AM,54.516,89.800,0.0632,1.2,0.000,314.5,0.00,0.56,4.152
99,11/25/14 05:03:09 AM,54.255,90.200,0.0632,1.2,0.000,314.5,0.00,0.56,4.152
100,11/25/14 05:13:09 AM,54.473,89.100,0.0639,1.2,0.000,314.5,0.00,0.00,4.152
101,11/25/14 05:23:09 AM,54.473,88.900,0.0632,1.2,0.000,314.5,0.00,1.70,4.152
102,11/25/14 05:33:09 AM,54.865,87.600,0.0639,1.2,0.000,314.5,0.00,0.56,4.152
103,11/25/14 05:43:09 AM,54.473,88.500,0.0639,1.2,0.000,314.5,0.00,0.56,4.152
104,11/25/14 05:53:09 AM,54.820,87.300,0.0639,1.2,0.000,314.5,0.00,0.56,4.152
105,11/25/14 06:03:09 AM,55.863,84.300,0.0639,1.2,0.000,324.3,0.56,3.94,4.152
106,11/25/14 06:13:09 AM,55.342,85.100,0.0639,1.2,0.000,1.4,0.56,4.50,4.152
107,11/25/14 06:23:09 AM,54.169,88.100,0.0639,3.7,0.000,1.4,0.00,1.12,4.152
108,11/25/14 06:33:09 AM,53.951,88.100,0.0646,13.7,0.000,1.4,0.00,1.12,4.152
109,11/25/14 06:43:09 AM,54.430,86.700,0.0646,31.2,0.000,1.4,0.00,1.12,4.152
110,11/25/14 06:53:09 AM,54.604,86.400,0.0639,58.7,0.000,1.4,0.00,1.12,4.152
111,11/25/14 07:03:09 AM,55.733,83.900,0.0639,81.2,0.000,1.4,0.56,3.94,4.152
112,11/25/14 07:13:09 AM,55.081,84.800,0.0646,98.7,0.000,2.8,0.00,2.26,4.152
113,11/25/14 07:23:09 AM,54.909,85.200,0.0639,116.2,0.000,2.8,0.00,1.12,4.152
114,11/25/14 07:33:09 AM,54.516,86.400,0.0646,133.7,0.000,2.8,0.00,1.70,4.152
115,11/25/14 07:43:09 AM,54.430,86.800,0.0646,153.7,0.000,2.8,0.00,0.56,4.152
116,11/25/14 07:53:09 AM,54.387,87.400,0.0646,171.2,0.000,2.8,0.00,1.12,4.158
117,11/25/14 08:03:09 AM,54.777,87.200,-0.2988,188.7,0.000,2.8,0.00,0.00,4.158
118,11/25/14 08:13:09 AM,55.515,85.300,-0.2972,211.2,0.000,1.4,0.00,0.00,4.158
119,11/25/14 08:23:09 AM,55.863,84.600,-0.2972,216.2,0.000,1.4,0.00,0.00,4.158
120,11/25/14 08:33:09 AM,55.992,85.000,-0.2972,231.2,0.000,1.4,0.00,0.56,4.164
121,11/25/14 08:43:09 AM,56.426,84.600,-0.2972,286.2,0.000,1.4,0.00,0.00,4.170
122,11/25/14 08:53:09 AM,56.988,83.100,-0.2890,263.7,0.000,1.4,0.00,1.12,4.170
123,11/25/14 09:03:09 AM,56.901,85.000,-0.2686,273.7,0.000,0.0,0.00,1.70,4.170
124,11/25/14 09:13:09 AM,57.936,81.500,-0.2670,278.7,0.000,0.0,0.00,0.00,4.170
125,11/25/14 09:23:09 AM,58.411,79.500,-0.2842,291.2,0.000,0.0,0.00,0.56,4.170
126,11/25/14 09:33:09 AM,58.152,81.800,-0.2826,308.7,0.000,1.4,0.00,1.70,4.170
127,11/25/14 09:43:09 AM,58.109,80.900,-0.2826,323.7,0.000,346.8,0.00,2.82,4.176
128,11/25/14 09:53:09 AM,58.842,80.000,-0.2826,761.2,0.000,258.3,0.56,2.26,4.188
129,11/25/14 10:03:09 AM,60.561,78.000,-0.2794,981.2,0.000,247.1,0.00,2.82,4.224
130,11/25/14 10:13:09 AM,62.191,74.900,-0.2779,1006.2,0.000,233.1,0.00,1.70,4.237
131,11/25/14 10:23:09 AM,63.648,72.800,-0.2794,1053.7,0.000,355.2,0.00,3.38,4.237
132,11/25/14 10:33:09 AM,64.632,71.300,-0.2779,1086.2,0.000,18.3,0.00,1.70,4.243
133,11/25/14 10:43:09 AM,62.447,72.700,-0.2794,1113.7,0.000,115.1,1.12,4.50,4.249
134,11/25/14 10:53:09 AM,63.090,71.600,-0.2794,1156.2,0.000,183.9,0.00,3.38,4.249
135,11/25/14 11:03:09 AM,67.158,67.700,-0.2794,1156.2,0.000,136.2,0.56,5.08,4.249
136,11/25/14 11:13:09 AM,63.518,72.700,-0.2810,1201.2,0.000,155.8,1.12,3.38,4.249
137,11/25/14 11:23:09 AM,65.487,68.100,-0.2810,1231.2,0.000,171.3,0.00,2.82,4.249
138,11/25/14 11:33:09 AM,68.484,65.200,-0.2794,1261.2,0.000,171.3,0.00,2.82,4.255
139,11/25/14 11:43:09 AM,64.418,70.500,-0.2810,1263.7,0.000,169.9,1.12,3.94,4.255
140,11/25/14 11:53:09 AM,64.375,71.100,-0.2810,1258.7,0.000,182.5,1.12,5.08,4.261
141,11/25/14 12:03:09 PM,64.888,70.300,-0.2810,1268.7,0.000,147.4,2.26,6.76,4.267
142,11/25/14 12:13:09 PM,66.000,68.600,-0.2794,1266.2,0.000,50.5,1.12,7.31,4.267
143,11/25/14 12:23:09 PM,64.717,70.200,-0.2810,1301.2,0.000,143.2,1.70,6.76,4.285
144,11/25/14 12:33:09 PM,64.546,70.500,-0.2810,1241.2,0.000,181.1,1.12,3.38,4.267
145,11/25/14 12:43:09 PM,65.145,72.100,-0.2794,1226.2,0.000,202.2,1.70,5.08,4.273
146,11/25/14 12:53:09 PM,65.916,72.600,-0.2906,1248.7,0.000,49.1,1.70,7.90,4.279
147,11/25/14 01:03:09 PM,66.900,70.400,-0.2890,1301.2,0.000,23.9,0.56,6.20,4.285
148,11/25/14 01:13:09 PM,66.173,70.200,-0.2890,1141.2,0.000,73.0,1.70,8.46,4.279
149,11/25/14 01:23:09 PM,65.487,72.300,-0.2906,1181.2,0.000,241.5,1.12,5.64,4.267
150,11/25/14 01:33:09 PM,64.674,73.700,-0.2906,388.7,0.000,324.3,1.12,5.64,4.249
151,11/25/14 01:43:09 PM,64.546,74.900,-0.2906,453.7,0.000,317.3,0.56,6.20,4.249
152,11/25/14 01:53:09 PM,64.288,74.900,-0.2906,468.7,0.000,22.5,0.56,5.08,4.249
153,11/25/14 02:03:09 PM,66.087,71.600,-0.2890,1071.2,0.000,63.2,1.70,5.64,4.285
154,11/25/14 02:13:09 PM,65.487,71.500,-0.2890,973.7,0.000,37.9,1.12,6.76,4.291
155,11/25/14 02:23:09 PM,64.288,72.300,-0.2890,901.2,0.000,214.8,1.12,5.64,4.285
156,11/25/14 02:33:09 PM,64.546,71.400,-0.2890,841.2,0.000,240.1,1.70,6.20,4.285
157,11/25/14 02:43:09 PM,65.487,71.000,-0.2890,786.2,0.000,21.1,1.70,6.76,4.285
158,11/25/14 02:53:09 PM,63.561,70.700,-0.2890,736.2,0.000,51.9,2.26,11.27,4.285
159,11/25/14 03:03:09 PM,63.990,71.600,-0.0685,668.7,0.000,8.4,1.70,7.90,4.285
160,11/25/14 03:13:09 PM,63.775,72.000,-0.0685,591.2,0.000,8.4,1.70,6.20,4.285
161,11/25/14 03:23:09 PM,63.304,71.400,-0.0693,538.7,0.000,9.8,2.26,7.90,4.285
162,11/25/14 03:33:09 PM,63.219,70.200,0.0421,463.7,0.000,14.0,1.70,7.90,4.279
163,11/25/14 03:43:09 PM,62.919,70.700,0.0442,386.2,0.000,342.6,1.12,6.20,4.273
164,11/25/14 03:53:09 PM,62.748,71.800,0.0434,321.2,0.000,5.6,0.56,4.50,4.267
165,11/25/14 04:03:09 PM,62.148,72.300,0.0442,248.7,0.000,14.0,0.56,3.38,4.255
166,11/25/14 04:13:09 PM,61.333,73.800,0.0434,141.2,0.000,7.0,1.12,6.76,4.249
167,11/25/14 04:23:09 PM,60.517,74.100,0.0413,108.7,0.000,9.8,0.56,4.50,4.249
168,11/25/14 04:33:09 PM,60.046,75.500,0.0332,78.7,0.000,7.0,0.56,4.50,4.237
169,11/25/14 04:43:09 PM,59.056,77.500,0.0341,51.2,0.000,353.8,0.00,0.00,4.237
170,11/25/14 04:53:09 PM,58.755,78.900,0.0354,28.7,0.000,355.2,0.00,2.26,4.237
171,11/25/14 05:03:09 PM,57.765,81.000,0.0350,11.2,0.000,351.0,0.56,4.50,4.237
172,11/25/14 05:13:09 PM,56.815,83.600,0.0350,1.2,0.000,9.8,1.12,2.26,4.231
173,11/25/14 05:23:09 PM,57.463,82.700,0.0350,1.2,0.000,9.8,0.00,2.26,4.231
174,11/25/14 05:33:09 PM,57.117,83.500,0.0354,1.2,0.000,9.8,0.00,1.70,4.231
175,11/25/14 05:43:09 PM,56.944,85.000,0.0354,1.2,0.000,9.8,0.00,1.70,4.224
176,11/25/14 05:53:09 PM,56.556,85.400,0.0363,1.2,0.000,9.8,0.56,2.26,4.224
177,11/25/14 06:03:09 PM,55.256,88.300,0.0363,1.2,0.000,11.2,1.70,3.38,4.224
178,11/25/14 06:13:09 PM,55.733,86.300,0.0354,1.2,0.000,9.8,0.00,2.26,4.224
179,11/25/14 06:23:09 PM,56.858,81.000,0.0363,1.2,0.000,9.8,0.00,2.26,4.224
180,11/25/14 06:33:09 PM,55.992,83.300,0.0363,1.2,0.000,9.8,0.56,2.26,4.224
181,11/25/14 06:43:09 PM,55.515,84.700,0.0363,1.2,0.000,9.8,0.56,2.26,4.224
182,11/25/14 06:53:09 PM,56.340,84.400,0.0371,1.2,0.000,9.8,0.00,2.26,4.224
183,11/25/14 07:03:09 PM,55.906,84.000,0.0371,1.2,0.000,9.8,0.00,1.70,4.224
184,11/25/14 07:13:09 PM,55.213,83.700,0.0363,1.2,0.000,9.8,0.56,2.82,4.224
185,11/25/14 07:23:09 PM,54.909,81.900,0.0363,1.2,0.000,9.8,0.56,2.82,4.224
186,11/25/14 07:33:09 PM,54.648,82.500,0.0371,1.2,0.000,9.8,1.12,2.82,4.224
187,11/25/14 07:43:09 PM,54.995,82.000,0.0371,1.2,0.000,9.8,1.12,2.82,4.224
188,11/25/14 07:53:09 PM,55.038,82.200,0.0375,1.2,0.000,9.8,0.56,2.26,4.224
189,11/25/14 08:03:09 PM,55.125,82.300,0.0371,1.2,0.000,9.8,1.12,2.82,4.224
190,11/25/14 08:13:09 PM,54.865,82.200,0.0371,1.2,0.000,9.8,1.70,2.82,4.224
191,11/25/14 08:23:09 PM,54.865,82.000,0.0371,1.2,0.000,9.8,1.12,2.82,4.224
192,11/25/14 08:33:09 PM,54.952,81.300,0.0375,1.2,0.000,9.8,0.56,2.26,4.224
193,11/25/14 08:43:09 PM,55.213,80.700,0.0375,1.2,0.000,9.8,1.12,2.26,4.224
194,11/25/14 08:53:09 PM,54.691,82.200,0.0375,1.2,0.000,9.8,0.56,2.82,4.224
195,11/25/14 09:03:09 PM,54.387,82.900,0.0375,1.2,0.000,9.8,0.56,1.70,4.224
196,11/25/14 09:13:09 PM,54.909,81.500,0.0384,1.2,0.000,9.8,1.12,2.26,4.224
197,11/25/14 09:23:09 PM,54.734,81.400,0.0375,1.2,0.000,9.8,1.12,2.82,4.224
198,11/25/14 09:33:09 PM,55.038,80.800,0.0384,1.2,0.000,315.9,1.12,2.82,4.224
199,11/25/14 09:43:09 PM,54.952,79.700,0.0384,1.2,0.000,308.9,0.00,1.70,4.218
200,11/25/14 09:53:09 PM,54.995,79.200,0.0384,1.2,0.000,308.9,0.00,2.26,4.218
201,11/25/14 10:03:09 PM,54.777,82.600,0.0384,1.2,0.000,308.9,0.00,1.70,4.218
202,11/25/14 10:13:09 PM,54.126,82.300,0.0384,1.2,0.000,308.9,0.56,2.26,4.218
203,11/25/14 10:23:09 PM,54.387,83.400,0.0392,1.2,0.000,308.9,0.56,1.70,4.218
204,11/25/14 10:33:09 PM,54.387,82.800,0.0392,1.2,0.000,308.9,0.56,1.70,4.218
205,11/25/14 10:43:09 PM,54.387,84.000,0.0384,1.2,0.000,308.9,0.00,1.12,4.218
206,11/25/14 10:53:09 PM,54.604,84.000,0.0384,1.2,0.000,308.9,0.00,1.12,4.218
207,11/25/14 11:03:09 PM,54.473,82.700,0.0384,1.2,0.000,308.9,0.00,1.12,4.218
208,11/25/14 11:13:09 PM,54.037,83.900,0.0392,1.2,0.000,308.9,0.00,1.70,4.218
209,11/25/14 11:23:09 PM,54.169,84.400,0.0401,1.2,0.000,308.9,0.00,1.70,4.224
210,11/25/14 11:33:09 PM,54.343,85.800,0.0401,1.2,0.000,308.9,0.56,1.70,4.218
211,11/25/14 11:43:09 PM,54.648,85.000,0.0392,1.2,0.000,308.9,0.00,1.70,4.218
212,11/25/14 11:53:09 PM,54.343,86.400,0.0392,1.2,0.000,308.9,0.00,1.70,4.218
213,11/26/14 12:03:09 AM,54.037,86.000,0.0401,1.2,0.000,308.9,0.00,2.26,4.212
214,11/26/14 12:13:09 AM,53.994,86.600,0.0401,1.2,0.000,308.9,0.00,1.70,4.218
215,11/26/14 12:23:09 AM,53.776,87.500,0.0401,1.2,0.000,308.9,0.00,1.12,4.218
216,11/26/14 12:33:09 AM,53.559,88.300,0.0401,1.2,0.000,308.9,0.56,1.70,4.218
217,11/26/14 12:43:09 AM,53.776,87.500,0.0401,1.2,0.000,308.9,0.00,1.12,4.218
218,11/26/14 12:53:09 AM,53.341,89.000,0.0401,1.2,0.000,308.9,0.00,1.12,4.218
219,11/26/14 01:03:09 AM,53.776,88.800,0.0401,1.2,0.000,308.9,0.00,1.12,4.218
220,11/26/14 01:13:09 AM,53.994,88.800,0.0401,1.2,0.000,308.9,0.00,1.70,4.212
221,11/26/14 01:23:09 AM,54.691,87.400,0.0405,1.2,0.000,308.9,0.00,1.12,4.212
222,11/26/14 01:33:09 AM,54.387,87.000,0.0401,1.2,0.000,308.9,0.00,0.00,4.212
223,11/26/14 01:43:09 AM,53.776,88.700,0.0405,1.2,0.000,308.9,0.00,0.00,4.212
224,11/26/14 01:53:09 AM,53.820,88.400,0.0405,1.2,0.000,308.9,0.00,0.56,4.212
225,11/26/14 02:03:09 AM,53.166,89.500,0.0405,1.2,0.000,308.9,0.00,0.56,4.212
226,11/26/14 02:13:09 AM,53.253,87.800,0.0405,1.2,0.000,308.9,0.00,1.70,4.212
227,11/26/14 02:23:09 AM,52.947,88.100,0.0413,1.2,0.000,308.9,0.00,1.12,4.212
228,11/26/14 02:33:09 AM,53.472,88.400,0.0413,1.2,0.000,308.9,0.00,0.56,4.212
229,11/26/14 02:43:09 AM,53.472,88.300,0.0413,1.2,0.000,308.9,0.00,0.00,4.212
230,11/26/14 02:53:09 AM,53.035,88.900,0.0413,1.2,0.000,308.9,0.00,1.12,4.212
231,11/26/14 03:03:09 AM,52.729,88.300,0.0405,1.2,0.000,308.9,0.00,1.12,4.212
232,11/26/14 03:13:09 AM,52.466,88.800,0.0413,1.2,0.000,308.9,0.00,1.12,4.212
233,11/26/14 03:23:09 AM,52.772,88.500,0.0413,1.2,0.000,308.9,0.00,1.70,4.212
234,11/26/14 03:33:09 AM,51.721,90.800,0.0405,1.2,0.000,308.9,0.00,1.12,4.212
235,11/26/14 03:43:09 AM,51.633,91.200,0.0405,1.2,0.000,308.9,0.00,1.12,4.212
236,11/26/14 03:53:09 AM,51.984,90.500,0.0413,1.2,0.000,308.9,0.00,1.70,4.212
237,11/26/14 04:03:09 AM,52.423,90.200,0.0413,1.2,0.000,308.9,0.56,2.26,4.212
238,11/26/14 04:13:09 AM,52.246,89.700,0.0421,1.2,0.000,308.9,0.00,1.70,4.212
239,11/26/14 04:23:09 AM,52.203,91.400,0.0421,1.2,0.000,308.9,0.56,1.70,4.206
240,11/26/14 04:33:09 AM,52.072,91.400,0.0413,1.2,0.000,308.9,0.56,2.26,4.212
241,11/26/14 04:43:09 AM,52.203,91.900,0.0421,1.2,0.000,308.9,0.00,1.12,4.206
242,11/26/14 04:53:09 AM,52.423,91.600,0.0421,1.2,0.000,308.9,0.00,1.70,4.206
243,11/26/14 05:03:09 AM,51.809,91.700,0.0421,1.2,0.000,308.9,0.00,1.12,4.206
244,11/26/14 05:13:09 AM,51.633,91.900,0.0421,1.2,0.000,308.9,0.00,1.12,4.212
245,11/26/14 05:23:09 AM,51.721,92.100,0.0421,1.2,0.000,308.9,0.00,1.12,4.206
246,11/26/14 05:33:09 AM,51.413,92.900,0.0421,1.2,0.000,308.9,0.00,1.70,4.212
247,11/26/14 05:43:09 AM,51.852,92.200,0.0421,1.2,0.000,308.9,0.56,2.26,4.206
248,11/26/14 05:53:09 AM,51.589,92.500,0.0421,1.2,0.000,308.9,0.56,2.26,4.206
249,11/26/14 06:03:09 AM,51.809,91.800,0.0421,1.2,0.000,308.9,0.00,1.12,4.206
250,11/26/14 06:13:09 AM,51.940,91.700,0.0425,1.2,0.000,308.9,0.00,1.70,4.218
