Plot Title: 10364437,,,,,,,,,
#,"Date Time, GMT+06:00","Temp, °C (LGR S/N: 10364437, SEN S/N: 10344946, LBL: Temperature)","RH, % (LGR S/N: 10364437, SEN S/N: 10344946, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10364437, SEN S/N: 10346459, LBL: Water Content)","PAR, uE (LGR S/N: 10364437, SEN S/N: 10349860, LBL: Photosynthetic Active Radiatio)","Rain, in (LGR S/N: 10364437, SEN S/N: 10364398, LBL: Rain)","Wind Direction, ø (LGR S/N: 10364437, SEN S/N: 10566447, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10364437, SEN S/N: 10587098, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364437, SEN S/N: 10587098, LBL: Wind Gust)"
1,9/12/2015 14:23,19.96,83,0.3872,466.2,,318.7,0,0
2,9/12/2015 14:33,20.388,83.3,0.3877,578.7,0,318.7,0,2.26
3,9/12/2015 14:43,19.984,83.1,0.3877,663.7,0,324.3,0,0.56
4,9/12/2015 14:53,20.079,83.8,0.3877,613.7,0,325.7,0,0
5,9/12/2015 15:03,20.507,83.4,0.3877,846.2,0,325.7,0,0
6,9/12/2015 15:13,20.484,84.3,0.3877,543.7,0,325.7,0,1.12
7,9/12/2015 15:23,20.126,85.4,0.3877,371.2,0,325.7,0,0.56
8,9/12/2015 15:33,19.841,85.3,0.3877,256.2,0,325.7,0,0
9,9/12/2015 15:43,19.175,86.6,0.3872,141.2,0,325.7,0,0
10,9/12/2015 15:53,18.985,86.9,0.3872,158.7,0,325.7,0,0
11,9/12/2015 16:03,18.985,88.8,0.3872,276.2,0,325.7,0,0
12,9/12/2015 16:13,18.961,88,0.3872,318.7,0,325.7,0,0
13,9/12/2015 16:23,19.294,88.5,0.3872,246.2,0,325.7,0,0
14,9/12/2015 16:33,19.27,86.8,0.3865,146.2,0,325.7,0,0
15,9/12/2015 16:43,18.985,88.7,0.3872,96.2,0,325.7,0,0
16,9/12/2015 16:53,18.723,91.4,0.3865,51.2,0,325.7,0,0
17,9/12/2015 17:03,18.224,94.4,0.3865,31.2,0,325.7,0,0
18,9/12/2015 17:13,17.867,93.5,0.3859,33.7,0,325.7,0,0
19,9/12/2015 17:23,17.819,95.1,0.3859,31.2,0,325.7,0,0
20,9/12/2015 17:33,17.796,95.6,0.3859,26.2,0,325.7,0,0
21,9/12/2015 17:43,17.629,96.5,0.3859,16.2,0,325.7,0,0
22,9/12/2015 17:53,17.32,97.2,0.3854,8.7,0,336.9,0,0
23,9/12/2015 18:03,17.13,98.3,0.3859,3.7,0,0,0,0
24,9/12/2015 18:13,16.939,98.4,0.3859,1.2,0,0,0,0
25,9/12/2015 18:23,16.82,98.4,0.3859,1.2,0.008,0,0,0
26,9/12/2015 18:33,16.796,98.9,0.3865,1.2,0.016,0,0,0
27,9/12/2015 18:43,16.677,99.3,0.3865,1.2,0.008,0,0,0
28,9/12/2015 18:53,16.582,99.5,0.3902,1.2,0.024,0,0,0
29,9/12/2015 19:03,16.534,99.7,0.3902,1.2,0.008,0,0,0
30,9/12/2015 19:13,16.296,99.9,0.3909,1.2,0,335.5,0,0
31,9/12/2015 19:23,16.296,99.7,0.3902,1.2,0,331.3,0,0
32,9/12/2015 19:33,16.177,100,0.3909,1.2,0.008,331.3,0,0
33,9/12/2015 19:43,16.177,100,0.3927,1.2,0,331.3,0,0
34,9/12/2015 19:53,16.106,100,0.3927,1.2,0,331.3,0,0
35,9/12/2015 20:03,16.106,100,0.3934,1.2,0,331.3,0,0
36,9/12/2015 20:13,16.034,100,0.3952,1.2,0,331.3,0,0
37,9/12/2015 20:23,15.963,100,0.3946,1.2,0,331.3,0,0
38,9/12/2015 20:33,15.891,100,0.3946,1.2,0,331.3,0,0
39,9/12/2015 20:43,15.843,99.6,0.3946,1.2,0,329.9,0,0
40,9/12/2015 20:53,15.843,99.6,0.3939,1.2,0,329.9,0,0
41,9/12/2015 21:03,15.772,99.8,0.3939,1.2,0,329.9,0,0
42,9/12/2015 21:13,15.748,100,0.3939,1.2,0,329.9,0,0.56
43,9/12/2015 21:23,15.652,99.8,0.3934,1.2,0,329.9,0,0
44,9/12/2015 21:33,15.605,99.9,0.3927,1.2,0,344,0,0.56
45,9/12/2015 21:43,15.366,100,0.3934,1.2,0,1.4,0,0.56
46,9/12/2015 21:53,15.294,100,0.3927,1.2,0,1.4,0,0
47,9/12/2015 22:03,15.39,100,0.3934,1.2,0,1.4,0,0
48,9/12/2015 22:13,15.461,100,0.3934,1.2,0,1.4,0,0.56
49,9/12/2015 22:23,15.414,100,0.3927,1.2,0,1.4,0,0
50,9/12/2015 22:33,15.438,100,0.3927,1.2,0,1.4,0,0
51,9/12/2015 22:43,15.438,100,0.392,1.2,0,1.4,0,0
52,9/12/2015 22:53,15.414,100,0.3927,1.2,0,1.4,0,0
53,9/12/2015 23:03,15.485,100,0.392,1.2,0,1.4,0,0
54,9/12/2015 23:13,15.509,100,0.392,1.2,0,320.1,0,1.12
55,9/12/2015 23:23,15.581,99.8,0.392,1.2,0,283.6,0,0
56,9/12/2015 23:33,15.605,100,0.392,1.2,0,283.6,0,0
57,9/12/2015 23:43,15.605,100,0.392,1.2,0,283.6,0,0
58,9/12/2015 23:53,15.461,99.9,0.3934,1.2,0.031,283.6,0,0
59,9/13/2015 0:03,15.414,100,0.3939,1.2,0,283.6,0,0
60,9/13/2015 0:13,15.461,100,0.3946,1.2,0.024,283.6,0,0
61,9/13/2015 0:23,15.414,100,0.3959,1.2,0,283.6,0,0
62,9/13/2015 0:33,15.414,100,0.3959,1.2,0,283.6,0,0
63,9/13/2015 0:43,15.39,100,0.3959,1.2,0,283.6,0,0
64,9/13/2015 0:53,15.39,99.8,0.3959,1.2,0,283.6,0,0
65,9/13/2015 1:03,15.485,100,0.3952,1.2,0,283.6,0,0
66,9/13/2015 1:13,15.438,100,0.3952,1.2,0,283.6,0,0
67,9/13/2015 1:23,15.414,100,0.3946,1.2,0,283.6,0,0
68,9/13/2015 1:33,15.366,100,0.3946,1.2,0,285,0,0
69,9/13/2015 1:43,15.366,100,0.3946,1.2,0,289.2,0,0
70,9/13/2015 1:53,15.247,100,0.3939,1.2,0,289.2,0,0
71,9/13/2015 2:03,15.247,100,0.3946,1.2,0.008,289.2,0,0
72,9/13/2015 2:13,15.247,100,0.3946,1.2,0,289.2,0,0
73,9/13/2015 2:23,15.27,100,0.3939,1.2,0,289.2,0,0
74,9/13/2015 2:33,15.223,100,0.3934,1.2,0,290.6,0,0.56
75,9/13/2015 2:43,15.008,100,0.3934,1.2,0,290.6,0,0
76,9/13/2015 2:53,15.031,100,0.3939,1.2,0,290.6,0,0
77,9/13/2015 3:03,15.055,100,0.3939,1.2,0,290.6,0,0
78,9/13/2015 3:13,15.103,100,0.3939,1.2,0,290.6,0,0
79,9/13/2015 3:23,15.175,100,0.3934,1.2,0,290.6,0,0.56
80,9/13/2015 3:33,15.079,100,0.3927,1.2,0.008,245.7,0,1.12
81,9/13/2015 3:43,15.079,100,0.3927,1.2,0.008,233.1,0,0
82,9/13/2015 3:53,15.031,100,0.401,1.2,0.047,233.1,0,0
83,9/13/2015 4:03,14.96,100,0.4081,1.2,0.031,233.1,0,0
84,9/13/2015 4:13,14.936,100,0.425,1.2,0.039,233.1,0,0
85,9/13/2015 4:23,14.912,100,0.4255,1.2,0.031,233.1,0,0
86,9/13/2015 4:33,14.577,100,0.4276,1.2,0.142,234.5,0,2.82
87,9/13/2015 4:43,14.481,100,0.4305,1.2,0.118,230.2,0,2.82
88,9/13/2015 4:53,14.553,100,0.4298,1.2,0.008,231.6,0,1.12
89,9/13/2015 5:03,14.409,100,0.4291,1.2,0,231.6,0,0.56
90,9/13/2015 5:13,14.481,100,0.425,1.2,0,188.1,0,1.12
91,9/13/2015 5:23,14.337,100,0.4243,1.2,0.063,113.7,0,0
92,9/13/2015 5:33,14.361,100,0.4255,1.2,0.024,113.7,0,0
93,9/13/2015 5:43,14.337,100,0.4255,1.2,0.008,113.7,0,0
94,9/13/2015 5:53,14.361,100,0.4222,3.7,0.008,113.7,0,0
95,9/13/2015 6:03,14.385,100,0.4214,8.7,0.008,113.7,0,0
96,9/13/2015 6:13,14.409,100,0.4209,16.2,0,237.3,0,2.26
97,9/13/2015 6:23,14.29,100,0.4202,26.2,0,221.8,0,1.12
98,9/13/2015 6:33,14.29,100,0.4195,53.7,0,221.8,0,0
99,9/13/2015 6:43,14.505,100,0.4107,118.7,0,221.8,0,0
100,9/13/2015 6:53,14.697,100,0.4095,103.7,0,221.8,0,0
101,9/13/2015 7:03,14.745,100,0.4074,98.7,0,221.8,0,0
102,9/13/2015 7:13,15.342,100,0.4074,433.7,0,186.7,0,0.56
103,9/13/2015 7:23,16.272,98.2,0.4069,688.7,0,103.9,0,0
104,9/13/2015 7:33,17.344,95.9,0.4062,828.7,0,103.9,0,0
105,9/13/2015 7:43,18.913,93.9,0.4069,886.2,0,7,0,1.7
106,9/13/2015 7:53,18.675,92.2,0.4055,433.7,0,1.4,0,1.12
107,9/13/2015 8:03,19.103,91.5,0.4055,398.7,0,351,0,1.7
108,9/13/2015 8:13,19.555,89.7,0.4048,1168.7,0,293.4,0.56,3.94
109,9/13/2015 8:23,20.484,83.5,0.4041,1251.2,0,314.5,0,2.82
110,9/13/2015 8:33,19.674,86.9,0.4036,1336.2,0,355.2,0.56,2.26
111,9/13/2015 8:43,20.317,88.7,0.4036,1463.7,0,37.9,0.56,3.38
112,9/13/2015 8:53,20.674,84.7,0.4036,1756.2,0,16.8,0,2.82
113,9/13/2015 9:03,19.294,87.2,0.4036,1908.7,0,332.7,1.12,3.94
114,9/13/2015 9:13,21.008,85.3,0.4036,2048.7,0,334.1,1.7,6.76
115,9/13/2015 9:23,21.963,79.6,0.4036,1896.2,0,329.9,0.56,4.5
116,9/13/2015 9:33,22.321,76.3,0.4036,1968.7,0,334.1,1.12,5.08
117,9/13/2015 9:43,22.8,76.5,0.4041,2236.2,0,335.5,0.56,3.94
118,9/13/2015 9:53,21.461,82.5,0.4036,1438.7,0,352.4,1.12,6.2
119,9/13/2015 10:03,20.674,80,0.4022,843.7,0,345.4,0.56,3.94
120,9/13/2015 10:13,20.341,82.9,0.4016,818.7,0,320.1,0.56,3.38
121,9/13/2015 10:23,20.15,84.6,0.401,741.2,0,315.9,0,2.82
122,9/13/2015 10:33,19.865,86,0.4004,853.7,0,342.6,0,2.82
123,9/13/2015 10:43,20.293,82.7,0.4004,961.2,0,310.3,0,3.38
124,9/13/2015 10:53,21.366,80.3,0.4004,1828.7,0,338.3,0.56,3.38
125,9/13/2015 11:03,22.345,76.9,0.4004,2061.2,0,315.9,0,3.38
126,9/13/2015 11:13,22.25,79.4,0.4004,1176.2,0,311.7,1.7,6.2
127,9/13/2015 11:23,22.226,78.9,0.4004,1278.7,0,332.7,0.56,4.5
128,9/13/2015 11:33,23.4,78.2,0.4004,2523.7,0,328.5,1.12,5.08
129,9/13/2015 11:43,23.28,76.6,0.4004,1516.2,0,328.5,1.12,5.08
130,9/13/2015 11:53,23.376,75.4,0.4004,1876.2,0,321.5,0.56,4.5
131,9/13/2015 12:03,22.753,75,0.399,1443.7,0,322.9,0.56,4.5
132,9/13/2015 12:13,23.088,73.8,0.399,1136.2,0,315.9,0.56,6.2
133,9/13/2015 12:23,22.537,75.4,0.3985,1118.7,0,331.3,0.56,3.94
134,9/13/2015 12:33,23.521,75.8,0.3985,2278.7,0,303.2,0.56,3.94
135,9/13/2015 12:43,24.219,73.3,0.399,1671.2,0,320.1,0.56,5.08
136,9/13/2015 12:53,22.848,77.7,0.3985,1498.7,0,344,1.12,5.64
137,9/13/2015 13:03,24.581,74,0.3985,2266.2,0,332.7,1.12,5.64
138,9/13/2015 13:13,23.472,69.8,0.3985,981.2,0,322.9,2.26,7.31
139,9/13/2015 13:23,23.136,75.1,0.3978,1851.2,0,171.3,1.12,6.2
140,9/13/2015 13:33,23.256,76.5,0.3971,786.2,0,355.2,1.7,5.64
141,9/13/2015 13:43,22.417,75.2,0.3959,688.7,0,217.6,0,2.82
142,9/13/2015 13:53,21.437,78,0.3952,688.7,0,280.8,0,3.94
143,9/13/2015 14:03,21.151,80,0.3946,693.7,0,334.1,0.56,5.08
144,9/13/2015 14:13,21.533,81,0.3952,666.2,0,331.3,0,3.38
145,9/13/2015 14:23,20.913,77.5,0.3946,493.7,0,292,1.12,7.9
146,9/13/2015 14:33,21.103,76.6,0.3946,573.7,0,224.6,0,3.94
147,9/13/2015 14:43,20.77,75.9,0.3939,431.2,0,346.8,0.56,4.5
148,9/13/2015 14:53,20.817,78.3,0.3946,391.2,0,355.2,0,2.26
149,9/13/2015 15:03,20.317,78.7,0.3939,333.7,0,355.2,0,6.2
150,9/13/2015 15:13,20.126,80.6,0.3939,306.2,0,355.2,0,3.38
151,9/13/2015 15:23,20.222,82.3,0.3939,336.2,0,331.3,0,2.82
152,9/13/2015 15:33,20.103,84.8,0.3939,376.2,0,172.7,0,1.7
153,9/13/2015 15:43,19.651,85.8,0.3934,306.2,0,123.5,0,0
154,9/13/2015 15:53,19.555,83.1,0.3934,318.7,0,113.7,0,1.12
155,9/13/2015 16:03,19.46,87.5,0.3939,293.7,0,23.9,0,1.12
156,9/13/2015 16:13,18.842,90.3,0.3939,178.7,0.008,254.1,0,2.82
157,9/13/2015 16:23,18.152,92.2,0.3934,113.7,0,248.5,0,0
158,9/13/2015 16:33,17.819,93,0.3927,146.2,0,223.2,0,1.7
159,9/13/2015 16:43,17.986,94.1,0.3934,186.2,0,165.7,0,1.7
160,9/13/2015 16:53,18.271,90.8,0.3934,193.7,0,165.7,0,0
161,9/13/2015 17:03,18.461,92.5,0.3934,173.7,0,165.7,0,0
162,9/13/2015 17:13,18.675,92.7,0.3934,148.7,0,165.7,0,0
163,9/13/2015 17:23,18.557,91.5,0.3927,108.7,0,165.7,0,0
164,9/13/2015 17:33,18.152,93.9,0.3934,61.2,0,164.3,0,0
165,9/13/2015 17:43,17.677,94.7,0.3934,31.2,0,164.3,0,0
166,9/13/2015 17:53,17.13,95.3,0.3927,18.7,0,164.3,0,0
167,9/13/2015 18:03,16.701,95.5,0.3927,8.7,0,164.3,0,0
168,9/13/2015 18:13,16.582,95.8,0.3927,1.2,0,164.3,0,1.12
169,9/13/2015 18:23,16.487,96.9,0.3927,1.2,0,164.3,0,0.56
170,9/13/2015 18:33,16.463,96.9,0.3927,1.2,0,164.3,0,0
171,9/13/2015 18:43,16.439,97,0.3927,1.2,0,164.3,0,0
172,9/13/2015 18:53,16.558,97.6,0.3927,1.2,0,164.3,0,0
173,9/13/2015 19:03,16.677,96.9,0.3927,1.2,0,164.3,0,0
174,9/13/2015 19:13,16.582,97,0.3927,1.2,0,164.3,0,0
175,9/13/2015 19:23,16.463,97.8,0.392,1.2,0,164.3,0,0
176,9/13/2015 19:33,16.534,97.3,0.392,1.2,0,164.3,0,0
177,9/13/2015 19:43,16.511,98.4,0.3927,1.2,0.008,164.3,0,0
178,9/13/2015 19:53,16.201,98.8,0.3934,1.2,0,164.3,0,0
179,9/13/2015 20:03,16.082,99.1,0.3934,1.2,0,164.3,0,0
180,9/13/2015 20:13,15.986,99.8,0.4029,1.2,0.094,164.3,0,0
181,9/13/2015 20:23,15.796,100,0.4195,1.2,0.055,164.3,0,0
182,9/13/2015 20:33,15.843,100,0.4269,1.2,0.071,164.3,0,0
183,9/13/2015 20:43,15.819,100,0.4262,1.2,0.039,165.7,0,0
184,9/13/2015 20:53,15.652,100,0.4255,1.2,0.039,202.2,0,2.26
185,9/13/2015 21:03,15.843,100,0.4243,1.2,0.008,258.3,0,0.56
186,9/13/2015 21:13,15.676,100,0.4229,1.2,0,269.6,0,1.7
187,9/13/2015 21:23,15.748,100,0.4222,1.2,0,292,0,0
188,9/13/2015 21:33,15.843,100,0.4222,1.2,0.016,292,0,0
189,9/13/2015 21:43,15.772,100,0.4262,1.2,0.063,292,0,0
190,9/13/2015 21:53,15.7,100,0.4243,1.2,0,292,0,0
191,9/13/2015 22:03,15.676,100,0.4255,1.2,0.039,292,0,0
192,9/13/2015 22:13,15.7,100,0.4243,1.2,0,292,0,0
193,9/13/2015 22:23,15.772,100,0.4236,1.2,0.008,292,0,0
194,9/13/2015 22:33,15.676,100,0.4222,1.2,0.008,292,0,0
195,9/13/2015 22:43,15.629,100,0.4222,1.2,0.016,292,0,0
196,9/13/2015 22:53,15.557,100,0.4262,1.2,0.047,283.6,0,0
197,9/13/2015 23:03,15.605,100,0.4276,1.2,0.039,146,0,0
198,9/13/2015 23:13,15.533,100,0.4255,1.2,0.087,146,0,0
199,9/13/2015 23:23,15.366,100,0.4305,1.2,0.15,205,0,1.7
200,9/13/2015 23:33,15.366,100,0.4305,1.2,0.055,164.3,0,0
201,9/13/2015 23:43,15.27,100,0.4284,1.2,0.11,164.3,0,0
202,9/13/2015 23:53,15.247,100,0.4305,1.2,0.087,164.3,0,0
203,9/14/2015 0:03,15.223,100,0.4305,1.2,0.11,164.3,0,0
204,9/14/2015 0:13,15.199,100,0.4305,1.2,0.055,164.3,0,0
205,9/14/2015 0:23,15.247,100,0.4284,1.2,0.024,164.3,0,0
206,9/14/2015 0:33,15.223,100,0.4276,1.2,0.016,164.3,0,0
207,9/14/2015 0:43,15.27,100,0.4269,1.2,0.047,164.3,0,0
208,9/14/2015 0:53,15.175,100,0.4269,1.2,0.016,164.3,0,0
209,9/14/2015 1:03,15.27,100,0.4262,1.2,0.016,164.3,0,0
210,9/14/2015 1:13,15.27,100,0.425,1.2,0.024,164.3,0,0
211,9/14/2015 1:23,15.223,100,0.4262,1.2,0.031,164.3,0,0
212,9/14/2015 1:33,15.247,100,0.4255,1.2,0.024,164.3,0,0
213,9/14/2015 1:43,15.151,100,0.4255,1.2,0.031,164.3,0,0
214,9/14/2015 1:53,15.223,100,0.4262,1.2,0.008,164.3,0,0
215,9/14/2015 2:03,15.175,100,0.4269,1.2,0.008,164.3,0,0
216,9/14/2015 2:13,15.175,100,0.4236,1.2,0.008,164.3,0,0
217,9/14/2015 2:23,15.127,100,0.4236,1.2,0,164.3,0,0
218,9/14/2015 2:33,15.223,100,0.4236,1.2,0,164.3,0,0
219,9/14/2015 2:43,15.294,100,0.4229,1.2,0,164.3,0,0
220,9/14/2015 2:53,15.175,100,0.4162,1.2,0,164.3,0,0
221,9/14/2015 3:03,15.223,100,0.4155,1.2,0.008,164.3,0,0
222,9/14/2015 3:13,15.223,100,0.4135,1.2,0,164.3,0,0
223,9/14/2015 3:23,15.103,100,0.4114,1.2,0,116.5,0,0
224,9/14/2015 3:33,15.079,100,0.4095,1.2,0,256.9,0,0.56
225,9/14/2015 3:43,15.151,100,0.4081,1.2,0,251.3,0,0
226,9/14/2015 3:53,15.175,100,0.4074,1.2,0,251.3,0,0
227,9/14/2015 4:03,15.175,100,0.4048,1.2,0,251.3,0,0
228,9/14/2015 4:13,15.127,100,0.4041,1.2,0,251.3,0,0
229,9/14/2015 4:23,15.127,100,0.4036,1.2,0,251.3,0,0
230,9/14/2015 4:33,15.031,100,0.4036,1.2,0,251.3,0,0
231,9/14/2015 4:43,15.055,100,0.4029,1.2,0,251.3,0,0
232,9/14/2015 4:53,15.031,100,0.4022,1.2,0,251.3,0,0
233,9/14/2015 5:03,15.008,100,0.4016,1.2,0,251.3,0,0
234,9/14/2015 5:13,15.008,100,0.4016,1.2,0,251.3,0,0
235,9/14/2015 5:23,15.055,100,0.4004,1.2,0,251.3,0,0
236,9/14/2015 5:33,15.008,100,0.4004,1.2,0,251.3,0,0
237,9/14/2015 5:43,14.912,100,0.4004,3.7,0,251.3,0,0
238,9/14/2015 5:53,15.008,100,0.3997,6.2,0,251.3,0,0
239,9/14/2015 6:03,14.984,100,0.399,11.2,0,251.3,0,0
240,9/14/2015 6:13,15.008,100,0.399,8.7,0,251.3,0,0
241,9/14/2015 6:23,14.984,100,0.3985,3.7,0.008,251.3,0,0
242,9/14/2015 6:33,14.912,100,0.4004,11.2,0.031,74.4,0,1.12
243,9/14/2015 6:43,14.864,100,0.4029,21.2,0.024,54.8,0,0
244,9/14/2015 6:53,14.96,100,0.4055,21.2,0.016,54.8,0,0
245,9/14/2015 7:03,14.84,100,0.4069,53.7,0.008,54.8,0,0
246,9/14/2015 7:13,14.912,100,0.4081,68.7,0.008,54.8,0,0
247,9/14/2015 7:23,14.84,100,0.4088,51.2,0.008,54.8,0,0
248,9/14/2015 7:33,15.008,100,0.4081,68.7,0,54.8,0,0
249,9/14/2015 7:43,15.079,100,0.4074,66.2,0,300.4,0,0
250,9/14/2015 7:53,14.984,100,0.4069,108.7,0,251.3,0,1.12
251,9/14/2015 8:03,15.151,100,0.4055,198.7,0,280.8,0,1.7
252,9/14/2015 8:13,15.557,100,0.4055,246.2,0,283.6,0,1.12
253,9/14/2015 8:23,15.891,100,0.4055,311.2,0,285,0,0.56
254,9/14/2015 8:33,15.915,100,0.4048,376.2,0,287.8,0,1.7
255,9/14/2015 8:43,16.344,100,0.4055,486.2,0,275.2,0,2.26
256,9/14/2015 8:53,16.868,99.3,0.4055,678.7,0,314.5,0,0
257,9/14/2015 9:03,18.414,97.2,0.4062,1821.2,0,327.1,0,2.82
258,9/14/2015 9:13,18.58,96.6,0.4055,1171.2,0,335.5,0.56,3.94
259,9/14/2015 9:23,18.01,94.4,0.4055,838.7,0,353.8,0,3.94
260,9/14/2015 9:33,18.39,95.9,0.4048,1846.2,0,12.6,0,3.38
261,9/14/2015 9:43,20.174,92.5,0.4055,1448.7,0,314.5,0.56,3.94
262,9/14/2015 9:53,19.984,92,0.4048,1373.7,0,339.7,1.7,7.9
263,9/14/2015 10:03,17.962,95.6,0.4036,368.7,0,352.4,0.56,5.64
264,9/14/2015 10:13,17.32,96.8,0.4029,536.2,0,11.2,0.56,4.5
265,9/14/2015 10:23,17.034,98.4,0.4022,401.2,0,345.4,0.56,2.82
266,9/14/2015 10:33,17.51,96.9,0.4022,711.2,0,342.6,0,2.26
267,9/14/2015 10:43,17.891,94.3,0.4016,628.7,0,355.2,0,1.7
268,9/14/2015 10:53,18.271,94,0.401,891.2,0,348.2,0,2.26
269,9/14/2015 11:03,18.866,91.2,0.401,948.7,0,336.9,0,2.26
270,9/14/2015 11:13,20.246,88.9,0.401,1091.2,0,342.6,0,3.94
271,9/14/2015 11:23,21.294,86,0.4016,2446.2,0,321.5,1.7,7.31
272,9/14/2015 11:33,21.199,84.6,0.4016,1013.7,0,1.4,1.12,5.64
273,9/14/2015 11:43,19.936,86.4,0.401,1123.7,0,43.5,0,3.38
274,9/14/2015 11:53,19.865,84.6,0.4004,898.7,0,12.6,0,2.26
275,9/14/2015 12:03,20.007,86.8,0.4004,896.2,0,351,0,1.7
276,9/14/2015 12:13,19.912,86.4,0.3997,1006.2,0,331.3,0,2.26
277,9/14/2015 12:23,21.032,83.5,0.4004,2003.7,0,352.4,0,2.82
278,9/14/2015 12:33,22.417,80.3,0.401,1236.2,0,339.7,0.56,4.5
279,9/14/2015 12:43,22.154,79.4,0.4004,1281.2,0,331.3,0.56,3.38
280,9/14/2015 12:53,20.746,80.8,0.3997,521.2,0,315.9,0,5.08
281,9/14/2015 13:03,19.77,84.6,0.399,466.2,0,327.1,0,3.38
282,9/14/2015 13:13,19.722,85.8,0.3985,581.2,0,1.4,0,1.12
283,9/14/2015 13:23,19.793,85.8,0.3985,691.2,0,1.4,0,1.7
284,9/14/2015 13:33,19.532,86.1,0.3978,723.7,0,322.9,0,2.82
285,9/14/2015 13:43,20.365,82.4,0.3985,1071.2,0,331.3,1.12,7.9
286,9/14/2015 13:53,20.507,82.8,0.3978,538.7,0,327.1,0,2.82
287,9/14/2015 14:03,19.579,82.7,0.3971,431.2,0,256.9,0,2.82
288,9/14/2015 14:13,19.651,85.1,0.3971,498.7,0,313.1,0,1.7
289,9/14/2015 14:23,18.913,86.8,0.3971,548.7,0,279.4,0,2.82
290,9/14/2015 14:33,19.056,88.4,0.3971,553.7,0,345.4,0,2.26
291,9/14/2015 14:43,19.08,89.4,0.3964,518.7,0,352.4,0,1.12
292,9/14/2015 14:53,18.961,90.4,0.3964,406.2,0,342.6,0,0.56
293,9/14/2015 15:03,18.129,93.2,0.3964,281.2,0,19.7,0,3.38
294,9/14/2015 15:13,17.701,94.3,0.3959,236.2,0,345.4,0,0
295,9/14/2015 15:23,17.486,94.2,0.3964,206.2,0.008,341.2,0,0
296,9/14/2015 15:33,17.201,95.2,0.3964,188.7,0,341.2,0,0
297,9/14/2015 15:43,17.13,95.4,0.3964,201.2,0.008,341.2,0,0
298,9/14/2015 15:53,16.963,95.4,0.3971,218.7,0.008,341.2,0,0
299,9/14/2015 16:03,16.987,95.9,0.3971,196.2,0,341.2,0,0
300,9/14/2015 16:13,16.868,96.2,0.3971,201.2,0,268.1,0,1.7
301,9/14/2015 16:23,16.915,94.5,0.3971,163.7,0,275.2,0,0
302,9/14/2015 16:33,17.011,94.6,0.3971,168.7,0,254.1,0,1.12
303,9/14/2015 16:43,16.915,96.3,0.3964,138.7,0,262.5,0,0
304,9/14/2015 16:53,16.892,94.8,0.3964,153.7,0,262.5,0,0
305,9/14/2015 17:03,17.058,95.9,0.3964,148.7,0,262.5,0,0.56
306,9/14/2015 17:13,16.677,97,0.3959,126.2,0,282.2,0,1.12
307,9/14/2015 17:23,16.63,95.3,0.3959,91.2,0,283.6,0,0
308,9/14/2015 17:33,16.725,96.1,0.3959,68.7,0,283.6,0,0
309,9/14/2015 17:43,16.392,97,0.3952,33.7,0,283.6,0,0
310,9/14/2015 17:53,16.034,97.4,0.3952,8.7,0,283.6,0,0
311,9/14/2015 18:03,15.819,97.8,0.3952,1.2,0,283.6,0,0
312,9/14/2015 18:13,15.629,98.3,0.3959,1.2,0,283.6,0,0
313,9/14/2015 18:23,15.581,98.5,0.3952,1.2,0,282.2,0,0
314,9/14/2015 18:33,15.557,98.8,0.3946,1.2,0,234.5,0,0
315,9/14/2015 18:43,15.557,98.8,0.3946,1.2,0,210.6,0,0
316,9/14/2015 18:53,15.485,98.8,0.3952,1.2,0,210.6,0,0
317,9/14/2015 19:03,15.414,98.9,0.3952,1.2,0,210.6,0,0
318,9/14/2015 19:13,15.342,98.6,0.3946,1.2,0,210.6,0,0
319,9/14/2015 19:23,15.318,98.7,0.3946,1.2,0,210.6,0,0
320,9/14/2015 19:33,15.342,98.8,0.3946,1.2,0,186.7,0,0
321,9/14/2015 19:43,15.318,98.9,0.3946,1.2,0,179.7,0,0
322,9/14/2015 19:53,15.414,98.3,0.3946,1.2,0,179.7,0,0
323,9/14/2015 20:03,15.342,98.9,0.3946,1.2,0,179.7,0,0
324,9/14/2015 20:13,15.318,99.2,0.3946,1.2,0,179.7,0,0
325,9/14/2015 20:23,15.342,99,0.3939,1.2,0,179.7,0,0
326,9/14/2015 20:33,15.27,99.2,0.3946,1.2,0,179.7,0,0
327,9/14/2015 20:43,15.247,99.4,0.3946,1.2,0,179.7,0,0
328,9/14/2015 20:53,15.27,99.8,0.3946,1.2,0,179.7,0,0
329,9/14/2015 21:03,15.247,99.6,0.3946,1.2,0.008,179.7,0,0
330,9/14/2015 21:13,15.175,99.6,0.3939,1.2,0.008,179.7,0,0
331,9/14/2015 21:23,15.079,100,0.3952,1.2,0.024,179.7,0,0
332,9/14/2015 21:33,15.223,100,0.3964,1.2,0.016,179.7,0,0
333,9/14/2015 21:43,15.055,100,0.3985,1.2,0.016,179.7,0,0
334,9/14/2015 21:53,15.079,100,0.401,1.2,0.024,179.7,0,0
335,9/14/2015 22:03,15.031,100,0.4055,1.2,0.039,179.7,0,0
336,9/14/2015 22:13,14.96,100,0.4214,1.2,0.039,179.7,0,0
