Plot Title: 10364448										
#	"Date Time, GMT+06:00"	"Temp, °F (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Temperature)"	"RH, % (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Relative Humidity)"	"Water Content, m³/m³ (LGR S/N: 10364448, SEN S/N: 10346468, LBL: Water Content)"	"PAR, uE (LGR S/N: 10364448, SEN S/N: 10349864, LBL: Photosynthetic Active Radiatio)"	"Rain, in (LGR S/N: 10364448, SEN S/N: 10364397, LBL: Rainfall)"	"Wind Direction, ø (LGR S/N: 10364448, SEN S/N: 10566440, LBL: Wind Direction)"	"Wind Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Wind Speed)"	"Gust Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Gust Speed)"	"Batt, V (LGR S/N: 10364448)"
1025	3/20/2016 12:20	66.429	58.4	0.2012	553.7	0	39.3	1.12	4.5	4.339
1026	3/20/2016 12:30	65.916	58.9	0.2017	586.2	0	23.9	1.12	5.08	4.357
1027	3/20/2016 12:40	65.959	58.9	0.2017	481.2	0	352.4	1.12	3.94	4.345
1028	3/20/2016 12:50	66.558	58.5	0.2017	503.7	0	25.3	0.56	4.5	4.339
1029	3/20/2016 13:00	67.285	57	0.2008	688.7	0	341.2	1.12	4.5	4.351
1030	3/20/2016 13:10	66.985	56	0.2012	821.2	0	334.1	0.56	3.38	4.339
1031	3/20/2016 13:20	67.627	54.2	0.2008	556.2	0	355.2	0	2.26	4.351
1032	3/20/2016 13:30	67.456	54.5	0.2003	793.7	0	14	0.56	4.5	4.351
1033	3/20/2016 13:40	66.772	56	0.2017	333.7	0	349.6	0.56	4.5	4.345
1034	3/20/2016 13:50	67.329	56.9	0.2012	496.2	0	355.2	0	2.26	4.339
1035	3/20/2016 14:00	67.242	57.5	0.2012	381.2	0	18.3	0.56	5.08	4.351
1036	3/20/2016 14:10	67.158	57.1	0.2012	386.2	0	355.2	0.56	3.94	4.339
1037	3/20/2016 14:20	67.329	57.8	0.2012	293.7	0	2.8	0.56	2.82	4.339
1038	3/20/2016 14:30	67.5	58.3	0.2012	208.7	0	32.3	0.56	4.5	4.345
1039	3/20/2016 14:40	67.071	58.7	0.2017	261.2	0	67.4	1.12	5.64	4.339
1040	3/20/2016 14:50	66.985	59.6	0.2017	258.7	0	30.9	1.12	8.46	4.351
1041	3/20/2016 15:00	67.798	58.8	0.2012	361.2	0	22.5	0	2.26	4.345
1042	3/20/2016 15:10	67.971	58.5	0.2003	353.7	0	349.6	1.7	6.76	4.339
1043	3/20/2016 15:20	68.013	59	0.2008	308.7	0	19.7	1.7	7.31	4.351
1044	3/20/2016 15:30	67.413	60	0.2008	356.2	0	33.7	2.26	8.46	4.339
1045	3/20/2016 15:40	67.158	61	0.2012	186.2	0	46.3	1.12	3.94	4.339
1046	3/20/2016 15:50	66.643	61.6	0.202	86.2	0	70.2	1.7	6.76	4.351
1047	3/20/2016 16:00	66.429	61.6	0.202	231.2	0	39.3	1.12	5.08	4.339
1048	3/20/2016 16:10	66.943	61.4	0.2017	233.7	0	60.4	1.12	4.5	4.351
1049	3/20/2016 16:20	66.9	60.2	0.2017	143.7	0	54.8	0	3.38	4.345
1050	3/20/2016 16:30	66.729	61.1	0.2017	96.2	0	29.5	0	4.5	4.339
1051	3/20/2016 16:40	66.472	62.6	0.202	78.7	0	113.7	0.56	5.08	4.339
1052	3/20/2016 16:50	66.301	61.1	0.202	123.7	0	108.1	0.56	3.94	4.339
1053	3/20/2016 17:00	66.13	60.2	0.2026	93.7	0	110.9	1.12	5.08	4.345
1054	3/20/2016 17:10	65.872	60.3	0.2026	101.2	0	120.7	1.7	6.2	4.339
1055	3/20/2016 17:20	65.658	62	0.2026	63.7	0	108.1	0	0.56	4.339
1056	3/20/2016 17:30	65.188	61.8	0.2029	33.7	0	266.7	1.7	7.31	4.333
1057	3/20/2016 17:40	64.803	62.8	0.2029	13.7	0	248.5	1.7	6.2	4.333
1058	3/20/2016 17:50	64.931	62.7	0.2026	6.2	0	193.7	0.56	3.38	4.327
1059	3/20/2016 18:00	64.546	63.4	0.2029	3.7	0	279.4	1.12	4.5	4.321
1060	3/20/2016 18:10	63.732	64.7	0.2029	1.2	0	241.5	0.56	3.38	4.321
1061	3/20/2016 18:20	63.689	65.3	0.2029	1.2	0	84.2	0.56	5.08	4.351
1062	3/20/2016 18:30	62.875	68.7	0.2029	1.2	0	202.2	0.56	3.94	4.339
1063	3/20/2016 18:40	63.433	66.8	0.2029	1.2	0	164.3	1.7	7.31	4.339
1064	3/20/2016 18:50	63.005	67.6	0.2035	1.2	0	199.4	0.56	2.82	4.327
1065	3/20/2016 19:00	61.977	69.9	0.2035	1.2	0	102.5	0	2.26	4.315
1066	3/20/2016 19:10	61.333	71.8	0.2035	1.2	0	103.9	0	1.7	4.309
1067	3/20/2016 19:20	61.72	70.9	0.2035	1.2	0	199.4	0.56	2.82	4.309
1068	3/20/2016 19:30	60.991	72.5	0.2035	1.2	0	217.6	0	1.7	4.303
1069	3/20/2016 19:40	62.105	70.2	0.2035	1.2	0	213.4	0	2.26	4.321
1070	3/20/2016 19:50	62.019	71.5	0.2029	1.2	0	198	0	3.38	4.303
1071	3/20/2016 20:00	63.775	66.3	0.2029	1.2	0	216.2	1.7	7.31	4.303
1072	3/20/2016 20:10	63.819	66	0.2029	1.2	0	252.7	1.7	9.01	4.297
1073	3/20/2016 20:20	63.689	66.3	0.2029	1.2	0	258.3	1.12	5.64	4.297
1074	3/20/2016 20:30	62.49	69.9	0.2029	1.2	0	313.1	0	1.7	4.297
1075	3/20/2016 20:40	62.834	68.3	0.2029	1.2	0	4.2	0.56	4.5	4.297
1076	3/20/2016 20:50	61.977	72	0.2035	1.2	0	78.6	0	1.12	4.297
1077	3/20/2016 21:00	60.861	74.6	0.2029	1.2	0	98.3	0	1.12	4.297
1078	3/20/2016 21:10	60.69	74.6	0.2035	1.2	0	146	0	2.82	4.291
1079	3/20/2016 21:20	60.861	74.5	0.2035	1.2	0	200.8	0	1.12	4.291
1080	3/20/2016 21:30	61.547	72.2	0.2035	1.2	0	202.2	0	1.7	4.291
1081	3/20/2016 21:40	62.704	69.4	0.2035	1.2	0	182.5	0.56	3.38	4.291
1082	3/20/2016 21:50	62.533	69.9	0.2029	1.2	0	207.8	0	2.82	4.291
1083	3/20/2016 22:00	62.062	70.8	0.2029	1.2	0	207.8	0	1.12	4.291
1084	3/20/2016 22:10	62.406	69.5	0.2029	1.2	0	207.8	0	2.82	4.291
1085	3/20/2016 22:20	62.748	69	0.2035	1.2	0	341.2	0.56	5.08	4.291
1086	3/20/2016 22:30	62.406	70.4	0.2035	1.2	0	216.2	1.7	7.31	4.291
1087	3/20/2016 22:40	62.062	70.6	0.2035	1.2	0	186.7	0.56	5.08	4.291
1088	3/20/2016 22:50	62.105	70.7	0.2035	1.2	0	219	0.56	4.5	4.291
1089	3/20/2016 23:00	60.733	74.4	0.2035	1.2	0	133.4	0	3.38	4.291
1090	3/20/2016 23:10	59.572	78	0.2038	1.2	0	221.8	0	1.7	4.291
1091	3/20/2016 23:20	59.486	77.3	0.2038	1.2	0	220.4	0	2.82	4.291
1092	3/20/2016 23:30	58.971	79.3	0.2038	1.2	0	207.8	0	1.7	4.291
1093	3/20/2016 23:40	58.971	80.2	0.2038	1.2	0	183.9	0	1.12	4.285
1094	3/20/2016 23:50	60.132	77.7	0.2038	1.2	0	178.3	0.56	3.38	4.285
1095	3/21/2016 0:00	59.099	80	0.2038	1.2	0	151.6	0	2.26	4.285
1096	3/21/2016 0:10	58.541	82	0.2038	1.2	0	153	0	1.12	4.285
1097	3/21/2016 0:20	58.928	81.2	0.2038	1.2	0	151.6	0	2.82	4.285
1098	3/21/2016 0:30	58.239	82.5	0.2043	1.2	0	151.6	0	2.26	4.285
1099	3/21/2016 0:40	57.549	84.1	0.2043	1.2	0	181.1	0	3.38	4.285
1100	3/21/2016 0:50	56.815	86	0.2043	1.2	0	228.8	0	1.7	4.285
1101	3/21/2016 1:00	57.031	85.9	0.2043	1.2	0	228.8	0	1.7	4.285
1102	3/21/2016 1:10	56.858	86.4	0.2043	1.2	0	228.8	0	2.26	4.285
1103	3/21/2016 1:20	56.685	87	0.2043	1.2	0	228.8	0	1.12	4.285
1104	3/21/2016 1:30	56.295	88	0.2043	1.2	0	228.8	0	1.12	4.285
1105	3/21/2016 1:40	56.426	88.3	0.2043	1.2	0	228.8	0	1.12	4.285
1106	3/21/2016 1:50	56.383	88.7	0.2043	1.2	0	228.8	0	0.56	4.285
1107	3/21/2016 2:00	56.988	87.7	0.2043	1.2	0	226	0.56	2.82	4.285
1108	3/21/2016 2:10	56.599	88.9	0.2043	1.2	0	220.4	0	1.12	4.279
1109	3/21/2016 2:20	56.944	88.2	0.2043	1.2	0	220.4	0	0.56	4.279
1110	3/21/2016 2:30	57.117	88.1	0.2043	1.2	0	220.4	0	1.7	4.279
1111	3/21/2016 2:40	57.376	87.8	0.2043	1.2	0	223.2	0	1.7	4.279
1112	3/21/2016 2:50	57.463	87.6	0.2043	1.2	0	220.4	0	1.7	4.279
1113	3/21/2016 3:00	57.549	87.8	0.2038	1.2	0	219	0	1.7	4.279
1114	3/21/2016 3:10	57.204	88.5	0.2043	1.2	0	219	0	0	4.273
1115	3/21/2016 3:20	57.679	86.9	0.2043	1.2	0	219	0	1.12	4.273
1116	3/21/2016 3:30	57.376	87.3	0.2043	1.2	0	219	0	0	4.273
1117	3/21/2016 3:40	57.031	87.8	0.2043	1.2	0	219	0	1.12	4.273
1118	3/21/2016 3:50	56.383	89	0.2043	1.2	0	219	0	1.12	4.273
1119	3/21/2016 4:00	55.863	89.8	0.2047	1.2	0	219	0	1.7	4.273
1120	3/21/2016 4:10	55.472	90.1	0.2047	1.2	0	219	0	2.26	4.273
1121	3/21/2016 4:20	55.429	90.1	0.2047	1.2	0	219	0	2.26	4.273
1122	3/21/2016 4:30	55.949	89.3	0.2047	1.2	0	228.8	1.12	5.08	4.273
1123	3/21/2016 4:40	55.647	89.3	0.2052	1.2	0	238.7	0	1.12	4.273
1124	3/21/2016 4:50	55.038	90.2	0.2052	1.2	0	238.7	0	1.12	4.273
1125	3/21/2016 5:00	54.387	91.5	0.2052	1.2	0	238.7	0	1.12	4.273
1126	3/21/2016 5:10	54.43	91.4	0.2052	1.2	0	238.7	0	1.7	4.273
1127	3/21/2016 5:20	54.169	91.6	0.2052	1.2	0	238.7	0	1.7	4.273
1128	3/21/2016 5:30	55.081	90.3	0.2052	1.2	0	230.2	1.12	5.08	4.273
1129	3/21/2016 5:40	53.951	91.8	0.2052	1.2	0	219	0.56	4.5	4.273
1130	3/21/2016 5:50	53.865	92.2	0.2052	1.2	0	223.2	0.56	2.82	4.273
1131	3/21/2016 6:00	53.776	92.4	0.2052	3.7	0	233.1	0.56	2.26	4.273
1132	3/21/2016 6:10	54.255	91.3	0.2052	13.7	0	228.8	0	2.82	4.273
1133	3/21/2016 6:20	53.994	92.1	0.2052	26.2	0	224.6	0	0.56	4.273
1134	3/21/2016 6:30	54.343	91.9	0.2052	38.7	0	224.6	0	1.12	4.273
1135	3/21/2016 6:40	54.691	92.5	0.2052	26.2	0	224.6	0	0.56	4.273
1136	3/21/2016 6:50	55.776	91.3	0.2047	28.7	0	224.6	0	2.82	4.267
1137	3/21/2016 7:00	56.556	90.4	0.2047	31.2	0	224.6	0	0.56	4.267
1138	3/21/2016 7:10	57.204	89.5	0.2047	36.2	0	224.6	0	1.12	4.267
1139	3/21/2016 7:20	57.549	89	0.2047	53.7	0	224.6	0	0	4.267
1140	3/21/2016 7:30	58.109	88.5	0.2047	46.2	0	224.6	0	0	4.267
1141	3/21/2016 7:40	58.368	88.4	0.2047	58.7	0	224.6	0	0	4.267
1142	3/21/2016 7:50	58.669	88.9	0.2047	68.7	0	224.6	0	0	4.267
1143	3/21/2016 8:00	58.798	86.9	0.2043	78.7	0	224.6	0	0	4.267
1144	3/21/2016 8:10	59.572	86.5	0.2043	118.7	0	224.6	0	0	4.273
1145	3/21/2016 8:20	60.561	85.4	0.2043	166.2	0	224.6	0	0	4.291
1146	3/21/2016 8:30	61.506	81.7	0.2038	228.7	0	224.6	0	0	4.321
1147	3/21/2016 8:40	61.376	82.3	0.2035	376.2	0	231.6	0	0.56	4.369
1148	3/21/2016 8:50	62.875	78.1	0.2029	498.7	0	234.5	0	0.56	4.393
1149	3/21/2016 9:00	63.475	75.5	0.202	676.2	0	249.9	0	2.26	4.375
1150	3/21/2016 9:10	64.888	72.9	0.2017	718.7	0	320.1	0	2.82	4.363
1151	3/21/2016 9:20	64.375	71.7	0.2017	678.7	0	11.2	0	2.82	4.351
1152	3/21/2016 9:30	65.444	71.4	0.2012	736.2	0	329.9	0	2.82	4.345
1153	3/21/2016 9:40	66.173	69.5	0.2008	808.7	0	95.5	0.56	2.82	4.339
1154	3/21/2016 9:50	66.6	68.2	0.2008	873.7	0	47.7	0.56	3.38	4.363
1155	3/21/2016 10:00	66.214	68.8	0.2003	631.2	0	348.2	1.7	5.08	4.351
1156	3/21/2016 10:10	65.403	70.4	0.2012	543.7	0	300.4	1.7	5.08	4.339
1157	3/21/2016 10:20	67.158	67.3	0.2003	1003.7	0	331.3	0.56	2.82	4.339
1158	3/21/2016 10:30	66.385	67.2	0.2003	628.7	0	341.2	1.7	4.5	4.363
1159	3/21/2016 10:40	68.185	66.3	0.2008	1183.7	0	46.3	0.56	3.38	4.351
1160	3/21/2016 10:50	67.543	65.3	0.2003	938.7	0	321.5	2.26	6.2	4.345
1161	3/21/2016 11:00	67.372	64.9	0.2003	791.2	0	269.6	1.7	6.76	4.339
1162	3/21/2016 11:10	67.199	65.3	0.2003	683.7	0	271	2.82	8.46	4.351
1163	3/21/2016 11:20	67.627	65.7	0.1999	1211.2	0	289.2	3.94	8.46	4.339
1164	3/21/2016 11:30	68.443	63.9	0.1999	786.2	0	313.1	2.82	7.9	4.351
1165	3/21/2016 11:40	66.729	67	0.2008	526.2	0	322.9	2.26	6.76	4.339
1166	3/21/2016 11:50	67.798	63.9	0.2003	423.7	0	265.3	2.26	6.2	4.339
1167	3/21/2016 12:00	66.729	66.2	0.2012	633.7	0	35.1	1.12	5.64	4.339
1168	3/21/2016 12:10	66.985	65.9	0.2012	286.2	0	66	1.12	5.08	4.339
1169	3/21/2016 12:20	65.959	67.2	0.2017	461.2	0	32.3	2.26	10.69	4.351
1170	3/21/2016 12:30	66.344	66.4	0.2012	201.2	0	94.1	1.7	7.31	4.339
1171	3/21/2016 12:40	65.916	67.6	0.2012	523.7	0	49.1	2.26	8.46	4.339
1172	3/21/2016 12:50	67.543	65.4	0.2003	461.2	0	32.3	1.12	5.08	4.339
1173	3/21/2016 13:00	67.5	66.6	0.1999	701.2	0	18.3	2.82	7.9	4.339
1174	3/21/2016 13:10	70.63	62.5	0.199	501.2	0	23.9	1.12	6.2	4.351
1175	3/21/2016 13:20	67.413	65.7	0.2003	751.2	0	355.2	1.12	6.2	4.339
1176	3/21/2016 13:30	66.772	66.6	0.2008	273.7	0	91.3	1.7	5.64	4.339
1177	3/21/2016 13:40	66.344	67.9	0.2008	323.7	0	26.7	0.56	4.5	4.345
1178	3/21/2016 13:50	66.985	67.7	0.2008	461.2	0	33.7	0	2.82	4.339
1179	3/21/2016 14:00	65.615	68.6	0.2012	296.2	0	50.5	2.26	5.64	4.345
1180	3/21/2016 14:10	65.444	68.8	0.2012	293.7	0	7	1.12	6.76	4.339
1181	3/21/2016 14:20	66.729	66.9	0.2003	398.7	0	345.4	2.82	9.01	4.357
1182	3/21/2016 14:30	66.258	67.6	0.2008	228.7	0	115.1	1.12	5.08	4.393
1183	3/21/2016 14:40	66.214	68	0.2003	318.7	0	304.7	1.7	5.64	4.375
1184	3/21/2016 14:50	65.273	69.5	0.2012	171.2	0	342.6	1.7	6.76	4.351
1185	3/21/2016 15:00	65.145	69.8	0.2012	173.7	0	12.6	1.7	5.64	4.339
1186	3/21/2016 15:10	64.888	70.4	0.2017	201.2	0	329.9	2.26	6.76	4.345
1187	3/21/2016 15:20	65.102	71	0.2012	198.7	0	325.7	1.12	3.94	4.351
1188	3/21/2016 15:30	64.974	70.8	0.2012	181.2	0	269.6	1.12	7.9	4.339
1189	3/21/2016 15:40	64.589	71.9	0.2012	198.7	0	314.5	1.7	8.46	4.345
1190	3/21/2016 15:50	65.615	70.3	0.2012	193.7	0	95.5	1.12	5.08	4.351
1191	3/21/2016 16:00	65.059	71.1	0.2012	138.7	0	102.5	1.7	7.31	4.339
1192	3/21/2016 16:10	64.288	72.1	0.202	61.2	0	32.3	2.26	7.31	4.339
1193	3/21/2016 16:20	64.074	72.8	0.202	48.7	0	42.1	1.12	5.08	4.333
1194	3/21/2016 16:30	63.946	72.3	0.202	26.2	0	181.1	1.12	4.5	4.333
1195	3/21/2016 16:40	63.604	73.1	0.202	28.7	0	317.3	0.56	3.38	4.333
1196	3/21/2016 16:50	63.775	72.2	0.202	28.7	0	287.8	2.26	7.9	4.321
1197	3/21/2016 17:00	63.604	72.7	0.202	36.2	0	22.5	0.56	3.38	4.321
1198	3/21/2016 17:10	63.518	72.6	0.202	23.7	0	266.7	1.12	4.5	4.321
1199	3/21/2016 17:20	63.518	72.5	0.202	31.2	0	235.9	0.56	4.5	4.321
1200	3/21/2016 17:30	63.39	72.4	0.202	18.7	0	241.5	1.12	4.5	4.321
1201	3/21/2016 17:40	63.304	72.5	0.202	16.2	0	271	1.12	5.64	4.315
1202	3/21/2016 17:50	63.005	72.8	0.2026	8.7	0	271	0.56	5.08	4.315
1203	3/21/2016 18:00	62.661	73.9	0.202	6.2	0	266.7	1.12	5.08	4.309
1204	3/21/2016 18:10	62.577	74.5	0.2026	1.2	0	283.6	0.56	3.38	4.303
1205	3/21/2016 18:20	62.661	74.1	0.2026	1.2	0	322.9	2.26	6.2	4.303
1206	3/21/2016 18:30	61.419	77.2	0.2026	1.2	0	47.7	0	2.82	4.303
1207	3/21/2016 18:40	61.677	77	0.2026	1.2	0	70.2	0.56	3.94	4.303
1208	3/21/2016 18:50	62.362	75.5	0.2026	1.2	0	349.6	0.56	3.94	4.303
1209	3/21/2016 19:00	62.704	74.9	0.2026	1.2	0	310.3	1.12	5.08	4.303
1210	3/21/2016 19:10	61.977	77.1	0.2026	1.2	0	175.5	0.56	5.64	4.297
1211	3/21/2016 19:20	61.075	79.2	0.2026	1.2	0	186.7	0	1.12	4.297
1212	3/21/2016 19:30	61.075	80	0.2026	1.2	0	185.3	0	1.7	4.297
1213	3/21/2016 19:40	60.991	80.2	0.2026	1.2	0	185.3	0	1.12	4.297
1214	3/21/2016 19:50	60.69	81.8	0.2026	1.2	0	185.3	0	0.56	4.291
1215	3/21/2016 20:00	60.647	82.7	0.2026	1.2	0	185.3	0	1.7	4.291
1216	3/21/2016 20:10	60.433	83.7	0.2026	1.2	0	185.3	0	0	4.291
1217	3/21/2016 20:20	60.046	85.6	0.2017	1.2	0	185.3	0	1.7	4.291
1218	3/21/2016 20:30	58.798	91	0.1642	1.2	0.008	185.3	0	1.12	4.291
1219	3/21/2016 20:40	58.411	92.7	0.1642	1.2	0	185.3	0	1.12	4.291
1220	3/21/2016 20:50	58.541	92.5	0.1695	1.2	0	185.3	0	1.12	4.291
1221	3/21/2016 21:00	58.455	93	0.1738	1.2	0	189.5	0	1.7	4.291
1222	3/21/2016 21:10	58.152	94.1	0.147	1.2	0	196.5	0	2.82	4.291
1223	3/21/2016 21:20	57.936	94.6	0.1441	1.2	0.008	198	0	0.56	4.291
1224	3/21/2016 21:30	58.023	94.5	0.1459	1.2	0	198	0	1.7	4.291
1225	3/21/2016 21:40	58.023	94.4	0.1405	1.2	0	198	0	3.38	4.291
1226	3/21/2016 21:50	58.023	94.7	0.1375	1.2	0.008	209.2	0	2.82	4.291
1227	3/21/2016 22:00	57.936	94.8	0.1416	1.2	0	235.9	0	2.26	4.291
1228	3/21/2016 22:10	58.023	94.7	0.1434	1.2	0	235.9	0	1.12	4.285
1229	3/21/2016 22:20	58.195	94.1	0.1475	1.2	0	235.9	0	2.26	4.285
1230	3/21/2016 22:30	58.626	92.8	0.1508	1.2	0	228.8	0.56	3.94	4.285
1231	3/21/2016 22:40	58.669	92.5	0.1585	1.2	0	233.1	0	2.26	4.285
1232	3/21/2016 22:50	58.541	92.7	0.1648	1.2	0	219	0	1.7	4.285
1233	3/21/2016 23:00	59.229	90.6	0.1728	1.2	0	263.9	1.12	4.5	4.285
1234	3/21/2016 23:10	59.142	90.8	0.1803	1.2	0	269.6	1.12	5.08	4.285
1235	3/21/2016 23:20	58.842	91.7	0.183	1.2	0	245.7	0	2.82	4.285
1236	3/21/2016 23:30	58.582	93.2	0.1689	1.2	0	244.3	0	1.12	4.285
1237	3/21/2016 23:40	58.455	93.8	0.1523	1.2	0.008	217.6	0	1.7	4.285
1238	3/21/2016 23:50	58.712	93.3	0.137	1.2	0.008	242.9	0.56	5.08	4.285
1239	3/22/2016 0:00	59.014	92.5	0.1391	1.2	0.008	228.8	0.56	6.76	4.285
1240	3/22/2016 0:10	59.142	91.7	0.1361	1.2	0.008	299	1.7	8.46	4.279
1241	3/22/2016 0:20	57.85	95.6	0.1391	1.2	0	53.3	0	1.7	4.279
1242	3/22/2016 0:30	57.506	96.7	0.1361	1.2	0	46.3	0	1.12	4.279
1243	3/22/2016 0:40	57.29	97.4	0.1551	1.2	0.016	108.1	0	1.12	4.279
1244	3/22/2016 0:50	57.16	97.8	0.1634	1.2	0.016	109.5	0	0	4.279
1245	3/22/2016 1:00	57.16	98	0.1514	1.2	0	132	0	2.26	4.279
1246	3/22/2016 1:10	56.944	97.9	0.1475	1.2	0	242.9	0	0	4.279
1247	3/22/2016 1:20	57.42	97	0.1441	1.2	0	261.1	0.56	5.64	4.273
1248	3/22/2016 1:30	57.074	98.2	0.1421	1.2	0	132	0.56	3.38	4.279
1249	3/22/2016 1:40	56.728	98.7	0.1425	1.2	0	242.9	0.56	3.38	4.273
1250	3/22/2016 1:50	56.512	98.8	0.143	1.2	0	230.2	0	1.12	4.273
1251	3/22/2016 2:00	56.208	98.2	0.1446	1.2	0	230.2	0	0	4.273
1252	3/22/2016 2:10	56.165	97.5	0.147	1.2	0	228.8	0	2.82	4.273
1253	3/22/2016 2:20	56.295	97.7	0.1495	1.2	0	214.8	0	0	4.273
1254	3/22/2016 2:30	56.685	97.9	0.1523	1.2	0	207.8	0	1.12	4.273
1255	3/22/2016 2:40	57.16	97.1	0.1446	1.2	0	217.6	0	2.82	4.273
1256	3/22/2016 2:50	56.901	97.4	0.1459	1.2	0	63.2	0	4.5	4.273
1257	3/22/2016 3:00	56.599	98	0.1479	1.2	0	240.1	0	2.26	4.303
1258	3/22/2016 3:10	56.426	97.9	0.1503	1.2	0	240.1	0	3.38	4.285
1259	3/22/2016 3:20	56.901	96.6	0.1542	1.2	0	249.9	0	2.82	4.285
1260	3/22/2016 3:30	56.599	96.9	0.1566	1.2	0	209.2	0	0	4.273
1261	3/22/2016 3:40	56.556	97	0.1604	1.2	0	205	0	3.38	4.273
1262	3/22/2016 3:50	56.728	97.3	0.1581	1.2	0.008	193.7	0	0	4.273
1263	3/22/2016 4:00	56.642	97.1	0.1596	1.2	0	193.7	0	0	4.273
1264	3/22/2016 4:10	56.251	97	0.1619	1.2	0	193.7	0	1.12	4.273
1265	3/22/2016 4:20	55.949	97.4	0.1642	1.2	0	195.1	0	0	4.273
1266	3/22/2016 4:30	55.863	97.7	0.1671	1.2	0	195.1	0	0	4.267
1267	3/22/2016 4:40	55.69	98.1	0.1663	1.2	0	195.1	0	0	4.267
1268	3/22/2016 4:50	55.819	98.3	0.1681	1.2	0	196.5	0	1.12	4.267
1269	3/22/2016 5:00	55.602	98.4	0.1703	1.2	0	200.8	0	0	4.267
1270	3/22/2016 5:10	55.776	98.5	0.1728	1.2	0	200.8	0	0	4.267
1271	3/22/2016 5:20	55.733	98.3	0.1756	1.2	0	202.2	0	0	4.267
1272	3/22/2016 5:30	55.647	98.3	0.1775	1.2	0	205	0	0	4.267
1273	3/22/2016 5:40	56.035	98.5	0.1807	1.2	0	209.2	0	1.7	4.267
1274	3/22/2016 5:50	56.642	98	0.1826	1.2	0	231.6	0	0	4.267
1275	3/22/2016 6:00	56.772	97.8	0.1853	1.2	0	231.6	0	0	4.267
1276	3/22/2016 6:10	56.772	98.1	0.1872	1.2	0	231.6	0	0	4.267
1277	3/22/2016 6:20	56.512	98.4	0.1891	3.7	0	230.2	0	0	4.267
1278	3/22/2016 6:30	56.599	98.7	0.1898	13.7	0	230.2	0	0	4.267
1279	3/22/2016 6:40	56.815	98.8	0.1917	28.7	0	230.2	0	0	4.267
1280	3/22/2016 6:50	57.074	98.5	0.1932	33.7	0	230.2	0	0	4.267
1281	3/22/2016 7:00	57.376	98.2	0.1948	63.7	0	230.2	0	0	4.267
1282	3/22/2016 7:10	57.29	98.3	0.1967	93.7	0	230.2	0	0	4.273
1283	3/22/2016 7:20	57.592	98.5	0.1985	113.7	0	230.2	0	0	4.285
1284	3/22/2016 7:30	57.807	98.3	0.2008	208.7	0	230.2	0	0	4.309
1285	3/22/2016 7:40	58.109	97.3	0.2035	253.7	0	113.7	0	3.38	4.357
1286	3/22/2016 7:50	58.669	96.8	0.2056	253.7	0	74.4	0	1.12	4.393
1287	3/22/2016 8:00	58.541	97.1	0.2078	353.7	0	74.4	0	1.7	4.381
1288	3/22/2016 8:10	59.142	96.2	0.2104	383.7	0	272.4	0	2.82	4.369
1289	3/22/2016 8:20	58.755	96.4	0.2122	156.2	0	325.7	0	2.82	4.363
1290	3/22/2016 8:30	59.315	96.1	0.2131	461.2	0	26.7	0	0	4.357
1291	3/22/2016 8:40	60.217	93.7	0.2139	603.7	0	289.2	0	1.7	4.345
1292	3/22/2016 8:50	61.376	93.2	0.2153	608.7	0	261.1	0	2.26	4.339
1293	3/22/2016 9:00	60.948	94.1	0.2156	648.7	0	345.4	0	2.82	4.351
1294	3/22/2016 9:10	60.561	94.5	0.2164	621.2	0	355.2	0	1.7	4.339
1295	3/22/2016 9:20	62.105	90.4	0.2156	731.2	0	9.8	0	2.26	4.363
1296	3/22/2016 9:30	61.462	93.7	0.2161	566.2	0	21.1	0.56	4.5	4.357
1297	3/22/2016 9:40	60.861	94.3	0.2164	466.2	0	355.2	0.56	4.5	4.351
1298	3/22/2016 9:50	62.704	93.6	0.2161	491.2	0	21.1	0	2.26	4.345
1299	3/22/2016 10:00	61.205	96	0.2164	376.2	0	348.2	0.56	3.94	4.345
1300	3/22/2016 10:10	61.462	95.4	0.2164	323.7	0	349.6	0	2.82	4.345
1301	3/22/2016 10:20	60.904	95.9	0.2164	306.2	0	353.8	0	2.82	4.339
1302	3/22/2016 10:30	61.59	94.7	0.2164	488.7	0	352.4	0	3.38	4.345
1303	3/22/2016 10:40	62.148	95.2	0.2164	436.2	0	26.7	0	3.38	4.339
1304	3/22/2016 10:50	63.09	95	0.2156	811.2	0	2.8	0	2.82	4.357
1305	3/22/2016 11:00	62.49	94.4	0.2161	533.7	0	12.6	0.56	3.94	4.345
1306	3/22/2016 11:10	64.204	91.1	0.2148	503.7	0	12.6	0.56	3.94	4.339
1307	3/22/2016 11:20	63.09	95.1	0.2153	858.7	0	352.4	1.12	4.5	4.363
1308	3/22/2016 11:30	66.515	88.4	0.2143	471.2	0	11.2	0.56	3.94	4.345
1309	3/22/2016 11:40	64.632	93.6	0.2143	698.7	0	35.1	1.12	4.5	4.339
1310	3/22/2016 11:50	64.632	91.7	0.2139	1566.2	0	19.7	1.12	5.64	4.393
1311	3/22/2016 12:00	64.589	94.4	0.2148	1091.2	0	40.7	1.12	6.2	4.369
