Plot Title: 10364448										
#	"Date Time, GMT+06:00"	"Temp, °F (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Temperature)"	"RH, % (LGR S/N: 10364448, SEN S/N: 10344949, LBL: Relative Humidity)"	"Water Content, m³/m³ (LGR S/N: 10364448, SEN S/N: 10346468, LBL: Water Content)"	"PAR, uE (LGR S/N: 10364448, SEN S/N: 10349864, LBL: Photosynthetic Active Radiatio)"	"Rain, in (LGR S/N: 10364448, SEN S/N: 10364397, LBL: Rainfall)"	"Wind Direction, ø (LGR S/N: 10364448, SEN S/N: 10566440, LBL: Wind Direction)"	"Wind Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Wind Speed)"	"Gust Speed, mph (LGR S/N: 10364448, SEN S/N: 10587097, LBL: Gust Speed)"	"Batt, V (LGR S/N: 10364448)"
1	3/13/2016 9:40	59.702	92.7	0.207	111.2		335.5	0	1.12	4.285
2	3/13/2016 9:50	60.39	91.1	0.2008	161.2	0	81.4	0	2.82	4.249
3	3/13/2016 10:00	60.346	91	0.2219	113.7	0	71.6	0	2.26	4.261
4	3/13/2016 10:10	59.659	91.6	0.2224	61.2	0	346.8	0.56	2.82	4.267
5	3/13/2016 10:20	59.659	91.8	0.2224	68.7	0	345.4	0	2.26	4.267
6	3/13/2016 10:30	59.745	91.5	0.2224	83.7	0	345.4	0	1.12	4.267
7	3/13/2016 10:40	59.916	91.8	0.2224	113.7	0	345.4	0	0	4.267
8	3/13/2016 10:50	60.39	91.2	0.2224	156.2	0	345.4	0	0	4.279
9	3/13/2016 11:00	60.861	90.6	0.2219	236.2	0	345.4	0	1.12	4.303
10	3/13/2016 11:10	60.561	91.2	0.2216	158.7	0	345.4	0	2.82	4.321
11	3/13/2016 11:20	60.775	91.3	0.2211	208.7	0	345.4	0	2.82	4.333
12	3/13/2016 11:30	60.733	90.9	0.2211	223.7	0	345.4	0	2.26	4.357
13	3/13/2016 11:40	61.333	89.7	0.2208	283.7	0	345.4	0	1.12	4.363
14	3/13/2016 11:50	61.462	89.5	0.2211	326.2	0	345.4	0	2.82	4.351
15	3/13/2016 12:00	62.447	87.9	0.2208	391.2	0	345.4	0	1.7	4.345
16	3/13/2016 12:10	62.319	86.8	0.2203	338.7	0	11.2	0.56	2.82	4.345
17	3/13/2016 12:20	61.934	87.4	0.2203	303.7	0	19.7	0.56	4.5	4.345
18	3/13/2016 12:30	62.447	86.1	0.2203	196.2	0	342.6	0	2.26	4.339
19	3/13/2016 12:40	62.62	85.4	0.2208	191.2	0	342.6	0	1.12	4.351
20	3/13/2016 12:50	62.661	85.8	0.2208	96.2	0	342.6	0	1.12	4.345
21	3/13/2016 13:00	62.447	85.3	0.2208	96.2	0	348.2	0	1.7	4.339
22	3/13/2016 13:10	62.447	84.9	0.2208	156.2	0	56.2	0	2.82	4.345
23	3/13/2016 13:20	62.233	85	0.2211	133.7	0	110.9	0	3.94	4.345
24	3/13/2016 13:30	62.233	86	0.2211	121.2	0	74.4	0.56	4.5	4.339
25	3/13/2016 13:40	61.934	85.7	0.2211	151.2	0	29.5	0.56	4.5	4.345
26	3/13/2016 13:50	61.848	86.3	0.2208	161.2	0	15.4	1.12	5.08	4.351
27	3/13/2016 14:00	61.977	86.1	0.2211	96.2	0	49.1	0.56	3.94	4.345
28	3/13/2016 14:10	61.848	86.7	0.2208	241.2	0	345.4	0.56	3.38	4.339
29	3/13/2016 14:20	62.105	85.3	0.2208	121.2	0	46.3	0.56	3.38	4.345
30	3/13/2016 14:30	62.233	84.9	0.2211	63.7	0	61.8	0	2.26	4.339
31	3/13/2016 14:40	61.633	85.4	0.2211	38.7	0	5.6	0.56	3.94	4.339
32	3/13/2016 14:50	61.633	85.5	0.2211	51.2	0	37.9	0	1.7	4.333
33	3/13/2016 15:00	61.804	86.1	0.2211	41.2	0	37.9	0	0.56	4.351
34	3/13/2016 15:10	62.062	82.6	0.2211	28.7	0	70.2	0.56	5.08	4.351
35	3/13/2016 15:20	61.977	82.9	0.2211	28.7	0	289.2	0.56	3.94	4.321
36	3/13/2016 15:30	61.891	82.7	0.2211	23.7	0	313.1	0	3.38	4.321
37	3/13/2016 15:40	61.934	82.7	0.2211	28.7	0	29.5	0	3.38	4.321
38	3/13/2016 15:50	61.934	81.9	0.2211	21.2	0	108.1	1.7	5.64	4.315
39	3/13/2016 16:00	61.934	82	0.2211	16.2	0	112.3	1.12	5.64	4.315
40	3/13/2016 16:10	61.891	81.9	0.2211	18.7	0	157.2	1.12	6.76	4.309
41	3/13/2016 16:20	61.848	81.6	0.2216	23.7	0	130.6	1.12	8.46	4.303
42	3/13/2016 16:30	61.804	81.6	0.2211	31.2	0	182.5	2.26	4.5	4.303
43	3/13/2016 16:40	61.848	81.7	0.2211	23.7	0	151.6	2.26	6.2	4.303
44	3/13/2016 16:50	61.848	81.8	0.2211	23.7	0	193.7	1.7	5.08	4.303
45	3/13/2016 17:00	61.72	82.6	0.2211	11.2	0	167.1	1.12	6.2	4.297
46	3/13/2016 17:10	61.761	82.3	0.2211	11.2	0	248.5	0.56	4.5	4.297
47	3/13/2016 17:20	61.248	85	0.2211	8.7	0	304.7	0	2.82	4.297
48	3/13/2016 17:30	60.904	85.9	0.2211	3.7	0	42.1	0	1.12	4.291
49	3/13/2016 17:40	60.775	87.3	0.2211	1.2	0	42.1	0	0	4.291
50	3/13/2016 17:50	60.517	87.3	0.2211	1.2	0	43.5	0	1.12	4.291
51	3/13/2016 18:00	60.39	88	0.2211	1.2	0	46.3	0	0	4.291
52	3/13/2016 18:10	60.217	88.2	0.2211	1.2	0	46.3	0	0	4.291
53	3/13/2016 18:20	60.26	88.4	0.2211	1.2	0	46.3	0	0.56	4.291
54	3/13/2016 18:30	60.174	88.3	0.2216	1.2	0	46.3	0	0	4.291
55	3/13/2016 18:40	60.089	88.9	0.2216	1.2	0	46.3	0	0	4.291
56	3/13/2016 18:50	60.132	89	0.2211	1.2	0	46.3	0	0	4.291
57	3/13/2016 19:00	60.089	89	0.2211	1.2	0	46.3	0	0	4.291
58	3/13/2016 19:10	60.39	87.8	0.2216	1.2	0	46.3	0	1.12	4.285
59	3/13/2016 19:20	60.089	89.1	0.2216	1.2	0	46.3	0	0.56	4.285
60	3/13/2016 19:30	59.959	89.5	0.2216	1.2	0	70.2	0	1.12	4.285
61	3/13/2016 19:40	59.401	90.4	0.2219	1.2	0	71.6	0	1.12	4.285
62	3/13/2016 19:50	59.014	91.1	0.2219	1.2	0	84.2	0	2.26	4.285
63	3/13/2016 20:00	58.842	91.1	0.2219	1.2	0	136.2	0	1.12	4.285
64	3/13/2016 20:10	58.798	91.2	0.2219	1.2	0	136.2	0.56	1.7	4.285
65	3/13/2016 20:20	58.282	91.9	0.2219	1.2	0	136.2	0	1.12	4.297
66	3/13/2016 20:30	59.572	88.7	0.2219	1.2	0	151.6	0	2.26	4.285
67	3/13/2016 20:40	59.272	88.4	0.2219	1.2	0	161.5	0	1.7	4.321
68	3/13/2016 20:50	58.626	89.5	0.2219	1.2	0	164.3	0	1.12	4.285
69	3/13/2016 21:00	60.174	84.5	0.2219	1.2	0	186.7	1.12	3.38	4.285
70	3/13/2016 21:10	60.046	86.1	0.2219	1.2	0	193.7	0	2.82	4.279
71	3/13/2016 21:20	60.217	87.2	0.2219	1.2	0	256.9	0	1.7	4.279
72	3/13/2016 21:30	60.089	87.6	0.2219	1.2	0	256.9	0	0	4.279
73	3/13/2016 21:40	60.132	88.3	0.2219	1.2	0	256.9	0	4.5	4.273
74	3/13/2016 21:50	60.433	87.4	0.2219	1.2	0	237.3	0.56	4.5	4.279
75	3/13/2016 22:00	60.517	86.6	0.2219	1.2	0	234.5	0	1.12	4.273
76	3/13/2016 22:10	61.075	85.8	0.2216	1.2	0	240.1	0.56	3.94	4.273
77	3/13/2016 22:20	60.604	87	0.2216	1.2	0	242.9	0	1.7	4.273
78	3/13/2016 22:30	59.959	88.4	0.2219	1.2	0	255.5	0	0.56	4.273
79	3/13/2016 22:40	59.788	89.3	0.2219	1.2	0	255.5	0	0	4.273
80	3/13/2016 22:50	59.873	89.2	0.2219	1.2	0	255.5	0	1.12	4.273
81	3/13/2016 23:00	60.132	88.7	0.2219	1.2	0	255.5	0.56	3.38	4.273
82	3/13/2016 23:10	59.916	89.3	0.2219	1.2	0	254.1	0	1.12	4.273
83	3/13/2016 23:20	59.916	89.2	0.2219	1.2	0	254.1	0	0	4.273
84	3/13/2016 23:30	60.217	88.6	0.2216	1.2	0	254.1	0	1.7	4.273
85	3/13/2016 23:40	59.916	89.4	0.2219	1.2	0	254.1	0	0	4.273
86	3/13/2016 23:50	59.788	89.6	0.2219	1.2	0	254.1	0	0	4.273
87	3/14/2016 0:00	59.788	89.9	0.2219	1.2	0	254.1	0	0	4.273
88	3/14/2016 0:10	59.702	90.2	0.2219	1.2	0	254.1	0	0	4.273
89	3/14/2016 0:20	59.616	90.4	0.2219	1.2	0	254.1	0	0	4.273
90	3/14/2016 0:30	59.788	90	0.2219	1.2	0	254.1	0	0	4.273
91	3/14/2016 0:40	59.745	89.7	0.2219	1.2	0	254.1	0	0.56	4.273
92	3/14/2016 0:50	59.529	90.1	0.2219	1.2	0	254.1	0	0	4.267
93	3/14/2016 1:00	59.315	90.4	0.2219	1.2	0	254.1	0	0.56	4.267
94	3/14/2016 1:10	59.142	90.8	0.2219	1.2	0	254.1	0	1.12	4.267
95	3/14/2016 1:20	59.229	90.6	0.2219	1.2	0	254.1	0	0	4.267
96	3/14/2016 1:30	59.272	90.7	0.2219	1.2	0	254.1	0	0	4.267
97	3/14/2016 1:40	59.445	90.8	0.2219	1.2	0	254.1	0	1.12	4.267
98	3/14/2016 1:50	59.315	91.1	0.2219	1.2	0	254.1	0	0.56	4.267
99	3/14/2016 2:00	59.229	91.2	0.2219	1.2	0	254.1	0	1.12	4.267
100	3/14/2016 2:10	59.358	91.3	0.2224	1.2	0	254.1	0	1.12	4.267
101	3/14/2016 2:20	59.056	91.8	0.2224	1.2	0	254.1	0	0	4.267
102	3/14/2016 2:30	59.099	91.3	0.2224	1.2	0	242.9	0	2.26	4.267
103	3/14/2016 2:40	58.971	91.7	0.2224	1.2	0	237.3	0	1.12	4.267
104	3/14/2016 2:50	58.971	91.4	0.2224	1.2	0	237.3	0	1.7	4.267
105	3/14/2016 3:00	58.411	92.4	0.2224	1.2	0	237.3	0	0.56	4.267
106	3/14/2016 3:10	58.282	92.8	0.2224	1.2	0	209.2	0	1.7	4.267
107	3/14/2016 3:20	58.066	93	0.2224	1.2	0	185.3	0	1.12	4.267
108	3/14/2016 3:30	58.023	93.1	0.2224	1.2	0	213.4	0	2.26	4.267
109	3/14/2016 3:40	57.893	93.5	0.2224	1.2	0	228.8	0	1.12	4.267
110	3/14/2016 3:50	58.152	93.4	0.2224	1.2	0	228.8	0	1.12	4.267
111	3/14/2016 4:00	57.979	94.2	0.2229	1.2	0	228.8	0	1.12	4.267
112	3/14/2016 4:10	57.85	94	0.2229	1.2	0	223.2	0	3.38	4.267
113	3/14/2016 4:20	57.722	94.2	0.2229	1.2	0	220.4	0	1.12	4.267
114	3/14/2016 4:30	57.722	93.7	0.2229	1.2	0	220.4	0	1.7	4.267
115	3/14/2016 4:40	57.463	93.2	0.2229	1.2	0	220.4	0	1.7	4.267
116	3/14/2016 4:50	57.549	93.5	0.2229	1.2	0	217.6	0.56	3.38	4.267
117	3/14/2016 5:00	57.29	94.4	0.2229	1.2	0	216.2	0	1.12	4.267
118	3/14/2016 5:10	57.333	94.1	0.2229	1.2	0	216.2	0	1.12	4.267
119	3/14/2016 5:20	57.247	94.7	0.2229	1.2	0	216.2	0.56	3.38	4.267
120	3/14/2016 5:30	57.074	94.9	0.2229	1.2	0	216.2	0	1.12	4.267
121	3/14/2016 5:40	57.376	95.2	0.2224	1.2	0	216.2	0	0	4.267
122	3/14/2016 5:50	57.765	94.8	0.2229	1.2	0	216.2	0	0	4.267
123	3/14/2016 6:00	58.455	93.8	0.2224	1.2	0	223.2	0	1.7	4.267
124	3/14/2016 6:10	58.152	93.9	0.2224	3.7	0	224.6	0	1.12	4.267
125	3/14/2016 6:20	58.195	93.7	0.2224	16.2	0	224.6	0	1.12	4.267
126	3/14/2016 6:30	58.023	94	0.2229	23.7	0	226	0	1.12	4.267
127	3/14/2016 6:40	58.411	92.7	0.2224	51.2	0	226	0	2.26	4.267
128	3/14/2016 6:50	58.498	93	0.2224	81.2	0	226	0	1.12	4.267
129	3/14/2016 7:00	59.099	91.7	0.2224	111.2	0	226	0	0.56	4.279
130	3/14/2016 7:10	59.358	91	0.2224	153.7	0	226	0	0	4.291
131	3/14/2016 7:20	60.26	90.9	0.2219	181.2	0	226	0	0.56	4.321
132	3/14/2016 7:30	60.69	87.7	0.2216	173.7	0	224.6	0	1.12	4.339
133	3/14/2016 7:40	60.948	84.8	0.2219	206.2	0	220.4	0	0.56	4.363
134	3/14/2016 7:50	61.506	84.7	0.2216	216.2	0	220.4	0	0	4.351
135	3/14/2016 8:00	62.148	83	0.2211	308.7	0	220.4	0	0.56	4.345
136	3/14/2016 8:10	62.447	82	0.2211	221.2	0	188.1	0	2.82	4.339
137	3/14/2016 8:20	61.547	84.5	0.2211	183.7	0	164.3	0	3.38	4.351
138	3/14/2016 8:30	61.119	85	0.2211	341.2	0	355.2	0	1.7	4.339
139	3/14/2016 8:40	61.506	83.9	0.2211	278.7	0	87	0	2.26	4.345
140	3/14/2016 8:50	60.991	85.9	0.2211	263.7	0	92.7	0	2.26	4.345
141	3/14/2016 9:00	60.861	86.2	0.2211	206.2	0	92.7	0	3.38	4.345
142	3/14/2016 9:10	60.904	86.9	0.2211	151.2	0	92.7	0	0.56	4.351
143	3/14/2016 9:20	60.604	87.4	0.2216	198.7	0	92.7	0	1.7	4.339
144	3/14/2016 9:30	61.547	86.3	0.2211	498.7	0	92.7	0	1.12	4.363
145	3/14/2016 9:40	62.49	85.5	0.2203	533.7	0	32.3	0	2.82	4.345
146	3/14/2016 9:50	62.276	85.7	0.2203	738.7	0	11.2	0.56	3.94	4.339
147	3/14/2016 10:00	61.934	86.8	0.2203	578.7	0	1.4	0.56	4.5	4.351
148	3/14/2016 10:10	63.133	85	0.2198	561.2	0	355.2	0.56	5.08	4.339
149	3/14/2016 10:20	64.888	83.1	0.219	958.7	0	345.4	0	3.94	4.369
150	3/14/2016 10:30	64.418	82.7	0.2195	411.2	0	342.6	2.26	6.2	4.357
151	3/14/2016 10:40	64.033	83	0.2195	526.2	0	11.2	1.7	5.64	4.351
152	3/14/2016 10:50	63.775	82.8	0.219	1078.7	0	329.9	2.26	7.31	4.339
153	3/14/2016 11:00	65.745	80.2	0.2185	1183.7	0	307.5	2.82	8.46	4.369
154	3/14/2016 11:10	63.903	82.2	0.219	633.7	0	275.2	3.94	10.13	4.357
155	3/14/2016 11:20	64.033	82.2	0.2195	761.2	0	266.7	3.38	8.46	4.351
156	3/14/2016 11:30	65.059	80.8	0.2195	406.2	0	280.8	0.56	6.76	4.339
157	3/14/2016 11:40	65.615	79.8	0.219	451.2	0	226	1.12	5.08	4.339
158	3/14/2016 11:50	63.903	82.9	0.2195	608.7	0	57.6	1.7	5.08	4.345
159	3/14/2016 12:00	66	80.1	0.2182	1233.7	0	80	1.12	3.94	4.339
160	3/14/2016 12:10	66.472	76.9	0.2174	1348.7	0	349.6	1.12	5.64	4.375
161	3/14/2016 12:20	66.985	75.7	0.2169	1593.7	0	355.2	1.12	7.31	4.363
162	3/14/2016 12:30	68.871	73.9	0.2169	1013.7	0	70.2	1.12	5.64	4.351
163	3/14/2016 12:40	66.814	75.8	0.2177	1181.2	0	91.3	2.82	6.76	4.339
164	3/14/2016 12:50	70.158	71.2	0.2164	803.7	0	98.3	1.7	6.2	4.339
165	3/14/2016 13:00	70.502	68.8	0.2156	1591.2	0	329.9	2.26	7.9	4.345
166	3/14/2016 13:10	71.447	67.5	0.2148	1636.2	0	12.6	2.26	7.31	4.339
167	3/14/2016 13:20	68.999	71.9	0.2169	763.7	0	8.4	1.12	6.2	4.351
168	3/14/2016 13:30	69.514	71.1	0.2169	1706.2	0	115.1	2.26	9.01	4.339
169	3/14/2016 13:40	67.842	72.2	0.2169	468.7	0	119.3	3.94	12.39	4.387
170	3/14/2016 13:50	70.329	70.4	0.2161	836.2	0	124.9	2.82	7.9	4.345
171	3/14/2016 14:00	69.343	70.4	0.2164	711.2	0	98.3	4.5	13.51	4.339
172	3/14/2016 14:10	69.129	71.9	0.2161	1046.2	0	102.5	3.94	12.95	4.351
173	3/14/2016 14:20	68.956	72	0.2164	631.2	0	99.7	2.82	9.01	4.339
174	3/14/2016 14:30	67.714	74.6	0.2164	838.7	0	112.3	5.08	14.65	4.339
175	3/14/2016 14:40	66.13	76.7	0.2174	366.2	0	74.4	3.94	10.13	4.351
176	3/14/2016 14:50	65.102	78.3	0.2182	323.7	0	355.2	4.5	12.95	4.339
177	3/14/2016 15:00	64.589	80.2	0.2177	183.7	0	304.7	6.2	14.09	4.339
178	3/14/2016 15:10	64.332	81.5	0.2182	186.2	0	307.5	3.38	11.27	4.351
179	3/14/2016 15:20	64.247	81.8	0.2182	208.7	0	102.5	3.38	11.83	4.345
180	3/14/2016 15:30	64.161	81.6	0.2185	168.7	0	126.4	4.5	15.21	4.339
181	3/14/2016 15:40	64.074	82.2	0.2185	153.7	0	147.4	6.2	11.83	4.351
182	3/14/2016 15:50	64.546	80.7	0.2182	131.2	0	161.5	3.38	7.9	4.339
183	3/14/2016 16:00	64.546	80.3	0.2177	201.2	0	179.7	3.38	11.27	4.351
184	3/14/2016 16:10	64.459	81.1	0.2182	116.2	0	212	1.7	7.9	4.345
185	3/14/2016 16:20	64.161	81.6	0.2182	138.7	0	279.4	1.7	6.76	4.339
186	3/14/2016 16:30	64.074	83.3	0.2177	143.7	0	47.7	1.12	3.94	4.345
187	3/14/2016 16:40	64.375	83.2	0.2177	121.2	0	352.4	0	1.12	4.345
188	3/14/2016 16:50	63.648	84.6	0.2177	83.7	0	307.5	1.7	5.64	4.339
189	3/14/2016 17:00	63.433	85.3	0.2177	46.2	0	286.4	2.26	6.2	4.339
190	3/14/2016 17:10	63.048	86.7	0.2182	16.2	0	296.2	2.82	6.2	4.333
191	3/14/2016 17:20	63.005	86.4	0.2182	38.7	0	255.5	1.12	5.64	4.333
192	3/14/2016 17:30	63.048	86.7	0.2182	33.7	0	245.7	0	2.26	4.327
193	3/14/2016 17:40	62.533	88	0.2182	26.2	0	280.8	0	2.82	4.321
194	3/14/2016 17:50	61.804	89.6	0.2182	11.2	0	299	0	1.7	4.321
195	3/14/2016 18:00	61.205	91	0.2182	3.7	0	299	0	0	4.321
196	3/14/2016 18:10	60.433	91.7	0.2185	1.2	0	299	0	0	4.321
197	3/14/2016 18:20	60.604	91.6	0.2182	1.2	0	299	0	0.56	4.321
198	3/14/2016 18:30	60.604	91.7	0.2182	1.2	0	299	0	1.12	4.315
199	3/14/2016 18:40	61.248	90.6	0.2185	1.2	0	261.1	0.56	3.38	4.315
200	3/14/2016 18:50	61.29	91.2	0.2182	1.2	0	254.1	0	1.12	4.309
201	3/14/2016 19:00	60.818	91.5	0.2182	1.2	0	251.3	0	1.7	4.303
202	3/14/2016 19:10	60.303	92.7	0.2182	1.2	0	245.7	0	0.56	4.303
203	3/14/2016 19:20	60.132	93.6	0.2185	1.2	0	245.7	0	1.7	4.303
204	3/14/2016 19:30	59.916	93.5	0.2185	1.2	0	244.3	0	1.7	4.303
205	3/14/2016 19:40	59.529	93.7	0.2185	1.2	0	244.3	0	1.12	4.303
206	3/14/2016 19:50	58.712	93.9	0.2185	1.2	0	198	0	1.12	4.297
207	3/14/2016 20:00	58.541	94.3	0.2185	1.2	0	183.9	0	2.26	4.297
208	3/14/2016 20:10	58.368	94.5	0.2185	1.2	0	183.9	0	0.56	4.297
209	3/14/2016 20:20	58.669	93.8	0.2185	1.2	0	183.9	0.56	2.26	4.297
210	3/14/2016 20:30	58.798	93.2	0.2185	1.2	0	202.2	0	2.82	4.297
211	3/14/2016 20:40	57.979	93.9	0.2185	1.2	0	196.5	0	2.26	4.291
212	3/14/2016 20:50	58.023	94.2	0.219	1.2	0	179.7	0	1.12	4.291
213	3/14/2016 21:00	57.247	94.6	0.219	1.2	0	181.1	0	1.12	4.291
214	3/14/2016 21:10	56.988	95.4	0.219	1.2	0	181.1	0	1.7	4.291
215	3/14/2016 21:20	56.599	95.3	0.219	1.2	0	181.1	0	1.7	4.291
216	3/14/2016 21:30	56.34	95	0.219	1.2	0	183.9	0.56	2.82	4.291
217	3/14/2016 21:40	56.901	94.9	0.219	1.2	0	183.9	0	2.82	4.291
218	3/14/2016 21:50	57.117	94.4	0.219	1.2	0	182.5	0	1.12	4.291
219	3/14/2016 22:00	57.506	93.3	0.219	1.2	0	183.9	0	2.26	4.291
220	3/14/2016 22:10	56.988	94.6	0.219	1.2	0	183.9	0	2.26	4.291
221	3/14/2016 22:20	57.29	95.6	0.219	1.2	0	183.9	0	1.7	4.291
222	3/14/2016 22:30	56.988	95.4	0.219	1.2	0	183.9	0	0.56	4.291
223	3/14/2016 22:40	57.42	95.2	0.219	1.2	0	183.9	0	2.82	4.291
224	3/14/2016 22:50	57.592	94.2	0.219	1.2	0	183.9	1.12	2.82	4.285
225	3/14/2016 23:00	57.16	94.1	0.219	1.2	0	223.2	0.56	2.26	4.285
226	3/14/2016 23:10	57.463	93.9	0.219	1.2	0	231.6	0	1.7	4.285
227	3/14/2016 23:20	57.807	93.2	0.219	1.2	0	227.4	0.56	2.82	4.285
228	3/14/2016 23:30	58.541	91.1	0.219	1.2	0	196.5	1.12	2.82	4.285
229	3/14/2016 23:40	58.582	90.6	0.219	1.2	0	219	1.12	3.38	4.285
230	3/14/2016 23:50	57.679	92.8	0.219	1.2	0	220.4	0.56	2.82	4.285
231	3/15/2016 0:00	58.368	91.2	0.2185	1.2	0	220.4	0	0	4.285
232	3/15/2016 0:10	58.582	91.6	0.219	1.2	0	220.4	0	0	4.285
233	3/15/2016 0:20	58.498	90.6	0.219	1.2	0	220.4	0	1.12	4.285
234	3/15/2016 0:30	58.541	91	0.2185	1.2	0	220.4	0	0.56	4.279
235	3/15/2016 0:40	58.885	89.4	0.219	1.2	0	220.4	0	1.12	4.279
236	3/15/2016 0:50	58.325	90.6	0.2185	1.2	0	220.4	0	1.7	4.279
237	3/15/2016 1:00	58.195	90.7	0.219	1.2	0	220.4	0	1.12	4.279
238	3/15/2016 1:10	57.936	91.6	0.219	1.2	0	220.4	0	3.38	4.279
239	3/15/2016 1:20	57.679	91.8	0.219	1.2	0	231.6	0	2.26	4.279
240	3/15/2016 1:30	56.685	93	0.219	1.2	0	230.2	0	1.12	4.279
241	3/15/2016 1:40	56.035	94.2	0.2195	1.2	0	230.2	0	1.12	4.279
242	3/15/2016 1:50	56.251	93.4	0.2195	1.2	0	219	1.12	3.94	4.279
243	3/15/2016 2:00	56.079	93.6	0.2195	1.2	0	213.4	1.7	4.5	4.279
244	3/15/2016 2:10	55.949	93.9	0.2195	1.2	0	219	1.12	3.38	4.273
245	3/15/2016 2:20	55.733	94.4	0.2195	1.2	0	202.2	0.56	2.82	4.273
246	3/15/2016 2:30	55.906	94.7	0.2195	1.2	0	207.8	0	3.38	4.273
247	3/15/2016 2:40	56.122	93.7	0.2195	1.2	0	217.6	0.56	2.26	4.273
248	3/15/2016 2:50	56.079	93.2	0.2195	1.2	0	216.2	0	1.12	4.273
249	3/15/2016 3:00	56.208	92.8	0.2195	1.2	0	216.2	0.56	2.26	4.273
250	3/15/2016 3:10	55.819	94.1	0.2195	1.2	0	216.2	0	1.7	4.273
251	3/15/2016 3:20	55.602	94.1	0.2195	1.2	0	217.6	0.56	4.5	4.273
252	3/15/2016 3:30	55.558	93.9	0.2195	1.2	0	217.6	0	1.7	4.273
253	3/15/2016 3:40	55.386	94.1	0.2195	1.2	0	217.6	0	1.7	4.273
254	3/15/2016 3:50	54.995	94.2	0.2195	1.2	0	217.6	0	2.26	4.273
255	3/15/2016 4:00	55.168	93.8	0.2195	1.2	0	217.6	1.12	3.38	4.303
256	3/15/2016 4:10	55.647	92.5	0.2195	1.2	0	206.4	1.12	3.94	4.273
257	3/15/2016 4:20	56.122	91	0.2195	1.2	0	216.2	2.26	4.5	4.273
258	3/15/2016 4:30	55.733	93.9	0.2195	1.2	0	221.8	0.56	2.26	4.273
259	3/15/2016 4:40	55.386	94.2	0.2195	1.2	0	221.8	0	0.56	4.273
260	3/15/2016 4:50	55.299	94.1	0.2195	1.2	0	233.1	0	3.38	4.273
261	3/15/2016 5:00	55.125	93.8	0.2195	1.2	0	241.5	0	1.12	4.273
262	3/15/2016 5:10	55.733	92.7	0.2195	1.2	0	241.5	0	2.26	4.273
263	3/15/2016 5:20	55.386	93.6	0.2195	1.2	0	240.1	0.56	2.26	4.267
264	3/15/2016 5:30	55.472	93.4	0.2195	1.2	0	237.3	1.12	3.38	4.267
265	3/15/2016 5:40	54.995	93.8	0.2195	1.2	0	214.8	1.12	3.38	4.267
266	3/15/2016 5:50	55.038	93.3	0.2195	1.2	0	202.2	0.56	2.26	4.267
267	3/15/2016 6:00	54.82	93.1	0.2198	1.2	0	220.4	1.12	3.38	4.267
268	3/15/2016 6:10	55.125	92.4	0.2195	11.2	0	224.6	0	2.82	4.267
269	3/15/2016 6:20	55.647	90.7	0.2195	23.7	0	207.8	1.12	3.94	4.267
270	3/15/2016 6:30	57.506	87.8	0.2195	33.7	0	186.7	0.56	3.38	4.267
271	3/15/2016 6:40	56.858	89	0.2195	58.7	0	186.7	0.56	2.82	4.267
272	3/15/2016 6:50	56.772	89.1	0.2195	86.2	0	186.7	0	1.12	4.267
273	3/15/2016 7:00	57.117	86.3	0.2195	113.7	0	186.7	0	1.7	4.285
274	3/15/2016 7:10	57.636	87.5	0.219	151.2	0	186.7	0	0	4.297
275	3/15/2016 7:20	58.498	86.8	0.219	251.2	0	186.7	0	0	4.333
276	3/15/2016 7:30	59.83	85.4	0.2185	248.7	0	186.7	0	0.56	4.387
277	3/15/2016 7:40	60.517	82.2	0.2185	278.7	0	186.7	0	0	4.381
278	3/15/2016 7:50	60.433	80	0.2182	353.7	0	186.7	0	0	4.363
279	3/15/2016 8:00	61.977	76.4	0.2177	406.2	0	186.7	0	2.26	4.363
280	3/15/2016 8:10	61.677	77.7	0.2177	368.7	0	186.7	0	0	4.351
281	3/15/2016 8:20	61.59	76	0.2177	403.7	0	186.7	0	1.7	4.345
282	3/15/2016 8:30	62.019	75.1	0.2177	411.2	0	186.7	0	0	4.357
283	3/15/2016 8:40	62.791	75.5	0.2174	441.2	0	186.7	0	0	4.345
284	3/15/2016 8:50	63.347	75.3	0.2174	618.7	0	115.1	0	2.82	4.339
285	3/15/2016 9:00	63.732	71.2	0.2169	611.2	0	82.8	0	2.26	4.351
286	3/15/2016 9:10	64.204	72.2	0.2169	613.7	0	21.1	0	2.26	4.345
287	3/15/2016 9:20	63.819	74.4	0.2164	616.2	0	40.7	1.12	4.5	4.339
288	3/15/2016 9:30	64.247	72.8	0.2164	663.7	0	47.7	0.56	2.26	4.351
289	3/15/2016 9:40	65.059	72.7	0.2161	683.7	0	26.7	0.56	3.38	4.345
290	3/15/2016 9:50	64.375	72	0.2156	663.7	0	9.8	1.12	3.38	4.339
291	3/15/2016 10:00	64.803	72.4	0.2156	843.7	0	351	0.56	3.38	4.351
292	3/15/2016 10:10	65.403	70.7	0.2153	793.7	0	12.6	1.7	5.08	4.339
293	3/15/2016 10:20	66.344	70.8	0.2148	1023.7	0	332.7	1.12	3.94	4.339
294	3/15/2016 10:30	65.145	73	0.2156	951.2	0	263.9	3.94	9.01	4.357
