"Plot Title: 10364435"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10364435, SEN S/N: 10344953, LBL: Temperature)","RH, % (LGR S/N: 10364435, SEN S/N: 10344953, LBL: Relative Humdity)","Water Content, m³/m³ (LGR S/N: 10364435, SEN S/N: 10346476, LBL: Soil Moisture)","Wind Speed, mph (LGR S/N: 10364435, SEN S/N: 10349681, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364435, SEN S/N: 10349681)","Wind Direction, ø (LGR S/N: 10364435, SEN S/N: 10349732, LBL: Wind Direction)","PAR, uE (LGR S/N: 10364435, SEN S/N: 10349862, LBL: Photosysnthesis)","Rain, in (LGR S/N: 10364435, SEN S/N: 10364406, LBL: Rainfall)","Batt, V (LGR S/N: 10364435)"
1,11/11/15 06:02:46 AM,53.166,71.500,0.3343,0.56,5.64,126.4,228.7,,4.237
2,11/11/15 06:12:46 AM,51.105,75.500,0.3343,0.56,3.94,154.4,131.2,0.000,4.285
3,11/11/15 06:22:46 AM,50.533,77.000,0.3343,0.00,3.94,155.8,133.7,0.000,4.249
4,11/11/15 06:32:46 AM,50.841,74.900,0.3343,1.12,5.64,272.4,108.7,0.000,4.249
5,11/11/15 06:42:46 AM,50.621,76.800,0.3343,0.00,1.12,300.4,61.2,0.000,4.249
6,11/11/15 06:52:46 AM,50.002,77.500,0.3343,0.00,1.70,276.6,21.2,0.000,4.267
7,11/11/15 07:02:46 AM,49.649,77.400,0.3343,0.00,2.26,199.4,3.7,0.000,4.249
8,11/11/15 07:12:46 AM,48.762,79.900,0.3343,0.00,2.26,181.1,1.2,0.000,4.249
9,11/11/15 07:22:46 AM,48.405,80.800,0.3343,0.00,3.38,241.5,1.2,0.000,4.249
10,11/11/15 07:32:46 AM,48.583,81.300,0.3343,0.56,2.82,39.3,1.2,0.000,4.267
11,11/11/15 07:42:46 AM,48.094,83.000,0.3343,0.00,2.26,348.2,1.2,0.000,4.249
12,11/11/15 07:52:46 AM,47.422,83.900,0.3343,0.00,1.12,351.0,1.2,0.000,4.249
13,11/11/15 08:02:46 AM,47.467,84.100,0.3343,0.00,1.70,80.0,1.2,0.000,4.249
14,11/11/15 08:12:46 AM,47.736,83.800,0.3343,0.00,0.56,80.0,1.2,0.000,4.249
15,11/11/15 08:22:46 AM,47.422,84.600,0.3343,0.00,1.12,80.0,1.2,0.000,4.249
16,11/11/15 08:32:46 AM,47.064,85.000,0.3343,0.00,2.26,67.4,1.2,0.000,4.249
17,11/11/15 08:42:46 AM,46.886,85.600,0.3343,0.00,0.56,57.6,1.2,0.000,4.249
18,11/11/15 08:52:46 AM,46.526,86.400,0.3348,0.00,1.70,57.6,1.2,0.000,4.249
19,11/11/15 09:02:46 AM,46.751,85.900,0.3348,0.00,1.12,54.8,1.2,0.000,4.249
20,11/11/15 09:12:46 AM,45.941,86.600,0.3348,0.00,0.56,23.9,1.2,0.000,4.249
21,11/11/15 09:22:46 AM,45.761,87.800,0.3343,0.00,1.70,23.9,1.2,0.000,4.249
22,11/11/15 09:32:46 AM,45.399,87.100,0.3348,1.12,2.82,26.7,1.2,0.000,4.249
23,11/11/15 09:42:46 AM,44.991,87.100,0.3343,0.56,2.82,51.9,1.2,0.000,4.249
24,11/11/15 09:52:46 AM,45.262,85.800,0.3343,0.00,0.56,66.0,1.2,0.000,4.249
25,11/11/15 10:02:46 AM,44.582,87.300,0.3343,0.00,1.12,66.0,1.2,0.000,4.249
26,11/11/15 10:12:46 AM,43.853,88.000,0.3343,0.00,1.70,334.1,1.2,0.000,4.249
27,11/11/15 10:22:46 AM,43.671,88.700,0.3343,0.00,0.00,325.7,1.2,0.000,4.249
28,11/11/15 10:32:46 AM,43.853,87.500,0.3343,0.00,0.56,325.7,1.2,0.000,4.249
29,11/11/15 10:42:46 AM,43.808,87.200,0.3343,0.00,1.12,348.2,1.2,0.000,4.249
30,11/11/15 10:52:46 AM,43.579,87.500,0.3343,0.00,1.70,19.7,1.2,0.000,4.249
31,11/11/15 11:02:46 AM,43.671,87.300,0.3343,0.00,0.56,40.7,1.2,0.000,4.249
32,11/11/15 11:12:46 AM,43.671,87.300,0.3343,0.00,0.56,40.7,1.2,0.000,4.249
33,11/11/15 11:22:46 AM,43.534,88.300,0.3343,0.00,1.70,40.7,1.2,0.000,4.249
34,11/11/15 11:32:46 AM,43.167,89.100,0.3343,1.70,2.82,43.5,1.2,0.000,4.249
35,11/11/15 11:42:46 AM,43.214,88.800,0.3343,1.12,3.38,53.3,1.2,0.000,4.249
36,11/11/15 11:52:46 AM,42.525,89.900,0.3343,0.00,1.70,53.3,1.2,0.000,4.249
37,11/11/15 12:02:46 PM,42.616,88.600,0.3343,0.00,1.70,53.3,1.2,0.000,4.249
38,11/11/15 12:12:46 PM,42.294,89.900,0.3343,0.56,2.26,53.3,1.2,0.000,4.249
39,11/11/15 12:22:46 PM,42.478,89.300,0.3343,0.00,1.70,53.3,1.2,0.000,4.249
40,11/11/15 12:32:46 PM,42.433,89.400,0.3339,0.56,1.70,51.9,1.2,0.000,4.249
41,11/11/15 12:42:46 PM,42.616,88.800,0.3343,0.00,1.70,51.9,1.2,0.000,4.249
42,11/11/15 12:52:46 PM,42.525,88.800,0.3343,0.56,3.38,53.3,1.2,0.000,4.249
43,11/11/15 01:02:46 PM,42.616,89.500,0.3343,0.56,2.26,57.6,1.2,0.000,4.249
44,11/11/15 01:12:46 PM,43.351,88.200,0.3343,0.00,2.26,60.4,1.2,0.000,4.249
45,11/11/15 01:22:46 PM,43.030,89.000,0.3343,0.00,1.70,61.8,1.2,0.000,4.249
46,11/11/15 01:32:46 PM,43.167,89.500,0.3343,0.00,2.26,59.0,1.2,0.000,4.249
47,11/11/15 01:42:46 PM,43.306,89.100,0.3343,0.00,1.12,51.9,1.2,0.000,4.243
48,11/11/15 01:52:46 PM,42.939,89.600,0.3343,0.00,0.56,51.9,1.2,0.000,4.249
49,11/11/15 02:02:46 PM,42.616,88.700,0.3343,0.00,1.12,51.9,1.2,0.000,4.243
50,11/11/15 02:12:46 PM,42.064,88.900,0.3343,0.00,1.12,51.9,1.2,0.000,4.249
51,11/11/15 02:22:46 PM,41.925,88.800,0.3343,0.00,0.00,51.9,1.2,0.000,4.249
52,11/11/15 02:32:46 PM,41.878,88.600,0.3339,0.00,1.70,51.9,1.2,0.000,4.243
53,11/11/15 02:42:46 PM,41.648,88.800,0.3339,0.00,2.82,51.9,1.2,0.000,4.249
54,11/11/15 02:52:46 PM,41.416,89.200,0.3339,0.56,2.26,53.3,1.2,0.000,4.249
55,11/11/15 03:02:46 PM,41.601,90.000,0.3339,0.00,2.26,51.9,1.2,0.000,4.243
56,11/11/15 03:12:46 PM,41.463,89.600,0.3339,0.00,2.82,54.8,1.2,0.000,4.243
57,11/11/15 03:22:46 PM,41.554,90.000,0.3339,0.00,0.56,59.0,1.2,0.000,4.243
58,11/11/15 03:32:46 PM,41.322,90.700,0.3339,0.00,1.70,59.0,1.2,0.000,4.243
59,11/11/15 03:42:46 PM,41.463,89.800,0.3343,0.00,0.00,59.0,1.2,0.000,4.243
60,11/11/15 03:52:46 PM,41.322,89.000,0.3343,0.00,1.70,59.0,1.2,0.000,4.243
61,11/11/15 04:02:46 PM,40.719,90.600,0.3339,1.12,2.26,60.4,1.2,0.000,4.249
62,11/11/15 04:12:46 PM,40.626,91.200,0.3339,0.56,2.82,46.3,1.2,0.000,4.243
63,11/11/15 04:22:46 PM,40.626,90.600,0.3339,0.00,1.12,46.3,1.2,0.000,4.243
64,11/11/15 04:32:46 PM,40.251,90.500,0.3339,0.00,0.00,46.3,1.2,0.000,4.243
65,11/11/15 04:42:46 PM,40.298,90.900,0.3339,0.00,1.70,46.3,1.2,0.000,4.243
66,11/11/15 04:52:46 PM,40.438,89.800,0.3339,1.12,2.82,60.4,1.2,0.000,4.243
67,11/11/15 05:02:46 PM,40.345,90.300,0.3339,0.00,1.70,61.8,1.2,0.000,4.243
68,11/11/15 05:12:46 PM,40.111,91.800,0.3339,1.12,2.82,59.0,1.2,0.000,4.243
69,11/11/15 05:22:46 PM,39.924,92.200,0.3339,1.12,2.82,51.9,1.2,0.000,4.243
70,11/11/15 05:32:46 PM,39.643,93.100,0.3339,1.12,2.82,51.9,1.2,0.000,4.243
71,11/11/15 05:42:46 PM,39.783,92.900,0.3339,1.12,3.38,50.5,1.2,0.000,4.243
72,11/11/15 05:52:46 PM,39.736,92.800,0.3339,0.56,2.26,44.9,1.2,0.000,4.243
73,11/11/15 06:02:46 PM,39.643,92.700,0.3339,0.56,2.26,40.7,1.2,0.000,4.243
74,11/11/15 06:12:46 PM,39.924,92.600,0.3339,0.56,3.38,50.5,1.2,0.000,4.243
75,11/11/15 06:22:46 PM,40.064,90.900,0.3339,0.56,4.50,40.7,1.2,0.000,4.243
76,11/11/15 06:32:46 PM,39.783,90.700,0.3339,2.26,5.08,42.1,1.2,0.000,4.243
77,11/11/15 06:42:46 PM,39.970,91.700,0.3339,2.26,5.08,44.9,1.2,0.000,4.243
78,11/11/15 06:52:46 PM,40.158,91.400,0.3339,2.26,4.50,43.5,1.2,0.000,4.237
79,11/11/15 07:02:46 PM,40.626,90.100,0.3339,0.56,2.82,37.9,1.2,0.000,4.237
80,11/11/15 07:12:46 PM,41.043,88.800,0.3339,0.00,2.82,16.8,1.2,0.000,4.243
81,11/11/15 07:22:46 PM,40.579,89.800,0.3339,0.00,0.56,40.7,1.2,0.000,4.237
82,11/11/15 07:32:46 PM,41.508,88.700,0.3339,0.00,0.00,40.7,1.2,0.000,4.237
83,11/11/15 07:42:46 PM,41.648,88.600,0.3343,0.00,0.00,40.7,1.2,0.000,4.237
84,11/11/15 07:52:46 PM,41.508,89.400,0.3343,0.00,0.56,40.7,1.2,0.000,4.237
85,11/11/15 08:02:46 PM,41.554,89.100,0.3343,0.00,0.56,26.7,1.2,0.000,4.249
86,11/11/15 08:12:46 PM,41.230,90.400,0.3343,0.00,0.00,341.2,3.7,0.000,4.237
87,11/11/15 08:22:46 PM,41.416,90.500,0.3343,0.00,1.12,344.0,11.2,0.000,4.237
88,11/11/15 08:32:46 PM,41.693,90.200,0.3343,0.00,0.00,8.4,21.2,0.000,4.237
89,11/11/15 08:42:46 PM,41.878,90.500,0.3343,0.00,0.00,8.4,41.2,0.000,4.237
90,11/11/15 08:52:46 PM,42.202,90.900,0.3343,0.00,0.00,8.4,63.7,0.000,4.237
91,11/11/15 09:02:46 PM,42.247,89.300,0.3348,0.00,0.56,8.4,96.2,0.000,4.237
92,11/11/15 09:12:46 PM,42.341,89.100,0.3348,0.00,0.56,8.4,133.7,0.000,4.237
93,11/11/15 09:22:46 PM,43.808,86.100,0.3348,0.00,1.12,15.4,178.7,0.000,4.237
94,11/11/15 09:32:46 PM,44.901,84.700,0.3348,0.00,2.26,56.2,393.7,0.000,4.237
95,11/11/15 09:42:46 PM,46.751,81.500,0.3348,0.00,2.26,59.0,438.7,0.000,4.237
96,11/11/15 09:52:46 PM,44.082,85.500,0.3348,0.00,1.12,154.4,228.7,0.000,4.237
97,11/11/15 10:02:46 PM,42.984,89.200,0.3348,0.00,0.00,207.8,256.2,0.000,4.237
98,11/11/15 10:12:46 PM,44.537,87.900,0.3348,0.00,1.12,189.5,298.7,0.000,4.237
99,11/11/15 10:22:46 PM,45.941,86.700,0.3352,0.00,0.00,181.1,888.7,0.000,4.237
100,11/11/15 10:32:46 PM,48.895,83.100,0.3352,0.00,1.70,196.5,988.7,0.000,4.237
101,11/11/15 10:42:46 PM,48.315,80.100,0.3357,0.00,2.26,193.7,601.2,0.000,4.237
102,11/11/15 10:52:46 PM,46.571,84.500,0.3357,0.00,1.12,178.3,391.2,0.000,4.237
103,11/11/15 11:02:46 PM,47.109,85.200,0.3352,0.00,1.12,178.3,636.2,0.000,4.237
104,11/11/15 11:12:46 PM,47.557,82.700,0.3352,0.00,1.70,130.6,378.7,0.000,4.237
105,11/11/15 11:22:46 PM,50.533,80.100,0.3357,0.00,2.82,351.0,1126.2,0.000,4.237
106,11/11/15 11:32:46 PM,51.193,78.200,0.3357,1.12,4.50,2.8,1218.7,0.000,4.237
107,11/11/15 11:42:46 PM,50.533,80.000,0.3357,0.56,5.64,235.9,1283.7,0.000,4.231
108,11/11/15 11:52:46 PM,51.193,80.400,0.3357,0.56,3.38,268.1,1361.2,0.000,4.231
109,11/12/15 12:02:46 AM,51.458,74.600,0.3357,0.56,4.50,252.7,1498.7,0.000,4.231
110,11/12/15 12:12:46 AM,53.515,69.400,0.3357,0.56,5.08,265.3,1478.7,0.000,4.231
111,11/12/15 12:22:46 AM,50.356,74.100,0.3357,0.00,2.26,199.4,481.2,0.000,4.231
112,11/12/15 12:32:46 AM,49.428,76.700,0.3352,0.00,1.70,230.2,723.7,0.000,4.237
113,11/12/15 12:42:46 AM,47.244,82.900,0.3348,0.00,2.26,196.5,291.2,0.000,4.237
114,11/12/15 12:52:46 AM,48.938,77.800,0.3348,0.00,1.12,169.9,303.7,0.000,4.237
115,11/12/15 01:02:46 AM,49.825,78.200,0.3348,0.00,1.12,171.3,1451.2,0.000,4.237
116,11/12/15 01:12:46 AM,53.602,69.600,0.3352,0.00,1.70,182.5,1406.2,0.000,4.237
117,11/12/15 01:22:46 AM,50.929,72.300,0.3348,0.00,2.26,287.8,343.7,0.000,4.237
118,11/12/15 01:32:46 AM,50.621,72.800,0.3348,0.00,0.00,314.5,328.7,0.000,4.237
119,11/12/15 01:42:46 AM,50.223,66.400,0.3348,1.12,4.50,22.5,406.2,0.000,4.237
120,11/12/15 01:52:46 AM,50.709,63.900,0.3348,2.26,5.64,35.1,346.2,0.000,4.237
121,11/12/15 02:02:46 AM,51.017,65.000,0.3348,1.12,5.64,43.5,556.2,0.000,4.237
122,11/12/15 02:12:46 AM,51.458,64.000,0.3348,1.12,3.94,44.9,388.7,0.000,4.237
123,11/12/15 02:22:46 AM,51.325,63.800,0.3348,0.00,3.38,335.5,323.7,0.000,4.237
124,11/12/15 02:32:46 AM,51.413,61.900,0.3343,0.00,1.12,226.0,313.7,0.000,4.237
125,11/12/15 02:42:46 AM,51.633,64.600,0.3343,0.00,3.38,315.9,381.2,0.000,4.237
126,11/12/15 02:52:46 AM,52.992,66.000,0.3343,0.00,1.12,39.3,458.7,0.000,4.237
127,11/12/15 03:02:46 AM,53.078,67.300,0.3343,0.56,3.94,351.0,436.2,0.000,4.237
128,11/12/15 03:12:46 AM,52.291,65.900,0.3343,0.00,2.82,227.4,286.2,0.000,4.237
129,11/12/15 03:22:46 AM,50.841,69.900,0.3343,0.00,1.12,199.4,203.7,0.000,4.237
130,11/12/15 03:32:46 AM,50.664,70.200,0.3343,1.12,3.38,43.5,251.2,0.000,4.237
131,11/12/15 03:42:46 AM,50.752,71.800,0.3339,1.70,3.94,39.3,398.7,0.000,4.243
132,11/12/15 03:52:46 AM,51.940,71.300,0.3343,0.56,3.38,60.4,356.2,0.000,4.243
133,11/12/15 04:02:46 AM,51.852,68.300,0.3343,0.00,2.26,11.2,228.7,0.000,4.243
134,11/12/15 04:12:46 AM,51.544,70.900,0.3343,0.00,3.38,292.0,238.7,0.000,4.243
135,11/12/15 04:22:46 AM,51.105,69.600,0.3339,1.12,5.64,240.1,271.2,0.000,4.243
136,11/12/15 04:32:46 AM,53.209,67.200,0.3343,0.56,4.50,220.4,386.2,0.000,4.243
137,11/12/15 04:42:46 AM,52.597,69.600,0.3343,1.70,5.64,77.2,253.7,0.000,4.243
138,11/12/15 04:52:46 AM,51.809,70.700,0.3339,0.00,1.12,153.0,261.2,0.000,4.255
139,11/12/15 05:02:46 AM,50.886,72.700,0.3339,0.00,2.26,162.9,178.7,0.000,4.243
140,11/12/15 05:12:46 AM,50.180,73.400,0.3339,1.12,5.08,82.8,183.7,0.000,4.243
141,11/12/15 05:22:46 AM,52.509,72.700,0.3339,0.00,2.26,116.5,581.2,0.000,4.243
142,11/12/15 05:32:46 AM,52.772,67.600,0.3339,1.12,7.31,96.9,473.7,0.000,4.243
143,11/12/15 05:42:46 AM,50.223,73.700,0.3339,0.00,1.70,89.9,143.7,0.000,4.243
144,11/12/15 05:52:46 AM,49.204,76.700,0.3339,0.00,0.56,120.7,126.2,0.000,4.243
145,11/12/15 06:02:46 AM,48.405,79.500,0.3339,0.00,1.12,103.9,148.7,0.000,4.243
146,11/12/15 06:12:46 AM,48.094,80.000,0.3339,1.12,5.64,77.2,111.2,0.000,4.243
147,11/12/15 06:22:46 AM,48.094,78.800,0.3339,0.56,2.26,74.4,86.2,0.000,4.243
148,11/12/15 06:32:46 AM,47.691,80.600,0.3339,0.00,2.82,53.3,71.2,0.000,4.243
149,11/12/15 06:42:46 AM,47.064,81.700,0.3339,1.12,3.94,42.1,41.2,0.000,4.243
150,11/12/15 06:52:46 AM,47.109,81.400,0.3339,0.00,2.26,42.1,16.2,0.000,4.243
151,11/12/15 07:02:46 AM,47.647,80.300,0.3339,0.00,1.70,43.5,6.2,0.000,4.243
152,11/12/15 07:12:46 AM,46.931,83.100,0.3339,0.56,2.82,49.1,1.2,0.000,4.243
153,11/12/15 07:22:46 AM,46.661,83.600,0.3339,0.00,2.26,50.5,1.2,0.000,4.243
154,11/12/15 07:32:46 AM,46.886,82.100,0.3339,0.00,2.82,320.1,1.2,0.000,4.243
155,11/12/15 07:42:46 AM,46.076,85.400,0.3335,0.00,0.56,317.3,1.2,0.000,4.243
156,11/12/15 07:52:46 AM,45.806,85.800,0.3335,0.00,1.12,14.0,1.2,0.000,4.243
157,11/12/15 08:02:46 AM,45.579,86.300,0.3335,0.00,0.56,23.9,1.2,0.000,4.243
158,11/12/15 08:12:46 AM,45.444,87.600,0.3339,0.00,0.56,23.9,1.2,0.000,4.237
159,11/12/15 08:22:46 AM,45.354,88.000,0.3335,0.00,0.00,23.9,1.2,0.000,4.243
160,11/12/15 08:32:46 AM,45.399,88.000,0.3335,0.00,1.70,26.7,1.2,0.000,4.243
161,11/12/15 08:42:46 AM,44.991,88.200,0.3339,0.00,1.12,28.1,1.2,0.000,4.243
162,11/12/15 08:52:46 AM,44.582,89.200,0.3335,0.00,1.70,28.1,1.2,0.000,4.237
163,11/12/15 09:02:46 AM,44.674,88.700,0.3339,0.00,1.12,30.9,1.2,0.000,4.237
164,11/12/15 09:12:46 AM,45.217,87.700,0.3335,0.00,1.12,26.7,1.2,0.000,4.237
165,11/12/15 09:22:46 AM,45.217,86.800,0.3339,0.00,2.26,245.7,1.2,0.000,4.237
166,11/12/15 09:32:46 AM,44.946,88.200,0.3339,0.00,0.00,87.0,1.2,0.000,4.237
167,11/12/15 09:42:46 AM,44.991,87.200,0.3339,0.00,0.56,102.5,1.2,0.000,4.237
168,11/12/15 09:52:46 AM,44.719,88.500,0.3339,0.00,0.00,196.5,1.2,0.000,4.237
169,11/12/15 10:02:46 AM,45.307,86.100,0.3339,0.56,3.94,54.8,1.2,0.000,4.237
170,11/12/15 10:12:46 AM,45.354,86.200,0.3335,0.00,1.70,60.4,1.2,0.000,4.237
171,11/12/15 10:22:46 AM,44.674,88.700,0.3335,0.00,1.70,345.4,1.2,0.000,4.237
172,11/12/15 10:32:46 AM,45.217,85.900,0.3335,0.00,1.12,224.6,1.2,0.000,4.237
173,11/12/15 10:42:46 AM,44.492,89.300,0.3335,0.00,1.70,217.6,1.2,0.000,4.237
174,11/12/15 10:52:46 AM,44.037,91.000,0.3339,0.56,3.94,238.7,1.2,0.000,4.237
175,11/12/15 11:02:46 AM,43.900,92.500,0.3339,0.00,2.82,344.0,1.2,0.000,4.237
176,11/12/15 11:12:46 AM,43.763,92.800,0.3339,0.00,0.00,46.3,1.2,0.000,4.237
177,11/12/15 11:22:46 AM,43.808,92.900,0.3339,0.00,0.56,46.3,1.2,0.000,4.237
178,11/12/15 11:32:46 AM,43.808,93.200,0.3339,0.00,0.00,46.3,1.2,0.000,4.237
179,11/12/15 11:42:46 AM,43.167,94.600,0.3339,0.00,0.00,46.3,1.2,0.000,4.237
180,11/12/15 11:52:46 AM,43.214,95.600,0.3339,0.00,1.70,46.3,1.2,0.000,4.237
181,11/12/15 12:02:46 PM,43.579,94.400,0.3339,0.00,1.70,54.8,1.2,0.000,4.237
182,11/12/15 12:12:46 PM,43.534,94.300,0.3339,0.00,0.00,26.7,1.2,0.000,4.237
183,11/12/15 12:22:46 PM,43.306,94.900,0.3339,0.00,0.00,26.7,1.2,0.000,4.237
184,11/12/15 12:32:46 PM,43.259,95.100,0.3339,0.00,0.00,26.7,1.2,0.000,4.237
185,11/12/15 12:42:46 PM,43.443,95.500,0.3339,0.00,1.12,26.7,1.2,0.000,4.237
186,11/12/15 12:52:46 PM,42.984,95.600,0.3339,0.00,0.00,292.0,1.2,0.000,4.237
187,11/12/15 01:02:46 PM,43.075,96.300,0.3335,0.00,1.12,286.4,1.2,0.000,4.237
188,11/12/15 01:12:46 PM,42.800,96.400,0.3335,0.00,0.00,286.4,1.2,0.000,4.237
189,11/12/15 01:22:46 PM,42.892,97.000,0.3335,0.00,0.56,322.9,1.2,0.000,4.237
190,11/12/15 01:32:46 PM,42.755,97.000,0.3335,0.00,1.12,7.0,1.2,0.000,4.237
191,11/12/15 01:42:46 PM,42.755,96.500,0.3339,0.00,1.70,37.9,1.2,0.000,4.237
192,11/12/15 01:52:46 PM,42.939,95.800,0.3335,0.56,3.94,341.2,1.2,0.000,4.237
193,11/12/15 02:02:46 PM,42.616,95.700,0.3335,0.00,0.00,325.7,1.2,0.000,4.237
194,11/12/15 02:12:46 PM,42.570,96.100,0.3339,0.00,0.00,325.7,1.2,0.000,4.237
195,11/12/15 02:22:46 PM,42.616,96.400,0.3335,0.00,0.00,325.7,1.2,0.000,4.237
196,11/12/15 02:32:46 PM,42.616,96.300,0.3339,0.00,1.70,11.2,1.2,0.000,4.237
197,11/12/15 02:42:46 PM,42.847,96.000,0.3335,0.56,3.38,56.2,1.2,0.000,4.237
198,11/12/15 02:52:46 PM,42.939,95.800,0.3335,0.00,1.12,64.6,1.2,0.000,4.237
199,11/12/15 03:02:46 PM,43.075,95.300,0.3339,0.00,0.56,64.6,1.2,0.000,4.237
200,11/12/15 03:12:46 PM,43.030,95.000,0.3335,0.00,1.12,64.6,1.2,0.000,4.237
201,11/12/15 03:22:46 PM,43.030,94.800,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
202,11/12/15 03:32:46 PM,42.939,95.100,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
203,11/12/15 03:42:46 PM,42.847,95.000,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
204,11/12/15 03:52:46 PM,42.847,94.800,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
205,11/12/15 04:02:46 PM,42.616,94.700,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
206,11/12/15 04:12:46 PM,42.525,94.500,0.3335,0.00,0.00,64.6,1.2,0.000,4.237
207,11/12/15 04:22:46 PM,41.832,94.500,0.3330,0.00,1.70,61.8,1.2,0.000,4.237
208,11/12/15 04:32:46 PM,40.998,94.200,0.3330,1.12,3.38,46.3,1.2,0.000,4.243
209,11/12/15 04:42:46 PM,40.579,94.200,0.3330,1.70,3.38,47.7,1.2,0.000,4.237
210,11/12/15 04:52:46 PM,40.204,93.900,0.3330,2.26,3.94,39.3,1.2,0.000,4.237
211,11/12/15 05:02:46 PM,40.017,94.100,0.3330,1.70,3.94,46.3,1.2,0.000,4.237
212,11/12/15 05:12:46 PM,40.672,93.200,0.3330,1.12,2.82,43.5,1.2,0.000,4.249
213,11/12/15 05:22:46 PM,40.017,93.400,0.3330,1.70,3.94,42.1,1.2,0.000,4.237
214,11/12/15 05:32:46 PM,40.158,93.900,0.3330,1.70,3.38,47.7,1.2,0.000,4.237
215,11/12/15 05:42:46 PM,40.204,93.700,0.3330,0.56,2.82,50.5,1.2,0.000,4.237
216,11/12/15 05:52:46 PM,40.204,93.700,0.3330,0.56,3.38,43.5,1.2,0.000,4.237
217,11/12/15 06:02:46 PM,39.690,94.300,0.3330,0.00,1.70,40.7,1.2,0.000,4.237
218,11/12/15 06:12:46 PM,39.690,94.100,0.3330,0.00,2.26,40.7,1.2,0.000,4.237
219,11/12/15 06:22:46 PM,39.690,94.600,0.3326,0.00,1.70,40.7,1.2,0.000,4.237
220,11/12/15 06:32:46 PM,39.407,95.000,0.3326,1.12,2.82,40.7,1.2,0.000,4.237
221,11/12/15 06:42:46 PM,39.643,94.300,0.3330,2.26,3.38,40.7,1.2,0.000,4.237
222,11/12/15 06:52:46 PM,39.313,94.300,0.3330,2.26,4.50,40.7,1.2,0.000,4.237
223,11/12/15 07:02:46 PM,39.360,93.900,0.3330,1.12,3.38,43.5,1.2,0.000,4.237
224,11/12/15 07:12:46 PM,39.220,94.200,0.3330,0.00,1.70,40.7,1.2,0.000,4.237
225,11/12/15 07:22:46 PM,39.124,94.100,0.3326,0.00,1.70,40.7,1.2,0.000,4.237
226,11/12/15 07:32:46 PM,38.984,93.500,0.3326,0.00,1.12,40.7,1.2,0.000,4.237
227,11/12/15 07:42:46 PM,39.031,94.000,0.3326,0.00,0.56,40.7,1.2,0.000,4.237
228,11/12/15 07:52:46 PM,38.700,94.100,0.3326,0.56,3.38,25.3,1.2,0.000,4.237
229,11/12/15 08:02:46 PM,38.511,93.500,0.3326,1.12,3.38,40.7,1.2,0.000,4.237
230,11/12/15 08:12:46 PM,38.322,94.100,0.3326,1.70,3.38,43.5,8.7,0.000,4.237
231,11/12/15 08:22:46 PM,38.937,93.400,0.3326,1.70,3.94,42.1,21.2,0.000,4.237
232,11/12/15 08:32:46 PM,38.795,92.400,0.3326,1.70,3.38,42.1,33.7,0.000,4.237
233,11/12/15 08:42:46 PM,38.889,92.500,0.3326,0.56,2.82,32.3,46.2,0.000,4.237
234,11/12/15 08:52:46 PM,39.313,92.200,0.3326,0.56,2.82,47.7,56.2,0.000,4.237
235,11/12/15 09:02:46 PM,39.124,92.300,0.3326,0.56,3.38,37.9,66.2,0.000,4.237
236,11/12/15 09:12:46 PM,41.508,89.600,0.3326,0.00,2.26,37.9,278.7,0.000,4.237
237,11/12/15 09:22:46 PM,42.892,87.000,0.3326,0.00,1.12,36.5,341.2,0.000,4.237
238,11/12/15 09:32:46 PM,44.856,81.700,0.3326,0.00,0.00,36.5,403.7,0.000,4.231
239,11/12/15 09:42:46 PM,45.399,81.300,0.3330,0.00,2.26,37.9,468.7,0.000,4.231
240,11/12/15 09:52:46 PM,45.354,78.800,0.3330,0.00,2.82,5.6,531.2,0.000,4.224
241,11/12/15 10:02:46 PM,46.661,78.900,0.3330,0.56,4.50,19.7,103.7,0.000,4.224
242,11/12/15 10:12:46 PM,46.436,78.400,0.3335,0.56,3.38,334.1,111.2,0.000,4.224
243,11/12/15 10:22:46 PM,48.850,74.800,0.3335,0.00,2.26,355.2,718.7,0.000,4.224
244,11/12/15 10:32:46 PM,48.628,73.800,0.3335,0.00,1.12,18.3,121.2,0.000,4.224
245,11/12/15 10:42:46 PM,48.094,75.700,0.3339,0.00,1.12,322.9,828.7,0.000,4.224
246,11/12/15 10:52:46 PM,48.405,75.100,0.3339,0.00,1.12,279.4,873.7,0.000,4.224
247,11/12/15 11:02:46 PM,47.602,74.900,0.3339,0.00,1.70,279.4,936.2,0.000,4.224
248,11/12/15 11:12:46 PM,47.602,73.500,0.3339,0.00,2.26,214.8,988.7,0.000,4.224
249,11/12/15 11:22:46 PM,48.672,74.200,0.3339,0.00,2.26,190.9,1033.7,0.000,4.224
250,11/12/15 11:32:46 PM,49.294,72.400,0.3339,0.00,2.82,198.0,1083.7,0.000,4.224
251,11/12/15 11:42:46 PM,50.621,70.500,0.3339,0.00,1.70,219.0,1126.2,0.000,4.224
