"Plot Title: 10364435"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10364435, SEN S/N: 10344953, LBL: Temperature)","RH, % (LGR S/N: 10364435, SEN S/N: 10344953, LBL: Relative Humdity)","Water Content, m³/m³ (LGR S/N: 10364435, SEN S/N: 10346476, LBL: Soil Moisture)","Wind Speed, mph (LGR S/N: 10364435, SEN S/N: 10349681, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364435, SEN S/N: 10349681)","Wind Direction, ø (LGR S/N: 10364435, SEN S/N: 10349732, LBL: Wind Direction)","PAR, uE (LGR S/N: 10364435, SEN S/N: 10349862, LBL: Photosysnthesis)","Rain, in (LGR S/N: 10364435, SEN S/N: 10364406, LBL: Rainfall)","Batt, V (LGR S/N: 10364435)"
1540,11/21/15 10:32:46 PM,54.952,36.500,0.3183,0.00,1.70,40.7,721.2,0.000,4.321
1541,11/21/15 10:42:46 PM,56.944,36.000,0.3183,0.00,2.82,51.9,773.7,0.000,4.351
1542,11/21/15 10:52:46 PM,55.558,39.800,0.3183,0.00,0.56,18.3,823.7,0.000,4.363
1543,11/21/15 11:02:46 PM,54.734,41.200,0.3183,0.00,0.00,282.2,878.7,0.000,4.418
1544,11/21/15 11:12:46 PM,56.642,40.000,0.3183,0.00,0.00,280.8,928.7,0.000,4.333
1545,11/21/15 11:22:46 PM,57.376,34.600,0.3187,0.00,1.12,279.4,968.7,0.000,4.369
1546,11/21/15 11:32:46 PM,57.247,33.600,0.3187,0.00,1.70,279.4,1016.2,0.000,4.339
1547,11/21/15 11:42:46 PM,57.679,33.000,0.3183,0.00,0.56,279.4,1058.7,0.000,4.309
1548,11/21/15 11:52:46 PM,58.152,32.900,0.3187,0.00,1.12,279.4,1098.7,0.000,4.351
1549,11/22/15 12:02:46 AM,58.498,36.600,0.3183,0.00,0.00,279.4,1133.7,0.000,4.309
1550,11/22/15 12:12:46 AM,57.376,32.800,0.3183,0.00,1.12,279.4,1166.2,0.000,4.393
1551,11/22/15 12:22:46 AM,56.512,36.500,0.3183,0.00,2.26,189.5,1196.2,0.000,4.315
1552,11/22/15 12:32:46 AM,56.988,35.100,0.3183,0.00,1.70,217.6,1223.7,0.000,4.363
1553,11/22/15 12:42:46 AM,57.679,33.700,0.3178,0.00,2.82,183.9,1243.7,0.000,4.333
1554,11/22/15 12:52:46 AM,58.411,43.800,0.3178,0.56,3.94,234.5,1261.2,0.000,4.339
1555,11/22/15 01:02:46 AM,58.712,40.700,0.3178,0.00,3.38,304.7,1278.7,0.000,4.375
1556,11/22/15 01:12:46 AM,59.014,40.600,0.3178,0.00,3.38,283.6,1286.2,0.000,4.309
1557,11/22/15 01:22:46 AM,58.971,40.200,0.3178,0.56,5.08,297.6,1301.2,0.000,4.357
1558,11/22/15 01:32:46 AM,59.873,35.900,0.3178,0.00,2.26,321.5,1301.2,0.000,4.333
1559,11/22/15 01:42:46 AM,59.616,39.900,0.3175,1.12,4.50,308.9,1303.7,0.000,4.339
1560,11/22/15 01:52:46 AM,61.162,38.700,0.3175,0.00,2.26,240.1,1298.7,0.000,4.345
1561,11/22/15 02:02:46 AM,61.804,38.000,0.3171,0.56,4.50,241.5,1298.7,0.000,4.333
1562,11/22/15 02:12:46 AM,60.390,40.300,0.3175,0.56,3.38,272.4,1288.7,0.000,4.333
1563,11/22/15 02:22:46 AM,61.162,39.900,0.3171,1.12,6.20,241.5,1281.2,0.000,4.333
1564,11/22/15 02:32:46 AM,61.032,38.000,0.3171,2.26,6.20,220.4,1263.7,0.000,4.321
1565,11/22/15 02:42:46 AM,61.032,40.600,0.3171,1.70,5.64,192.3,1246.2,0.000,4.315
1566,11/22/15 02:52:46 AM,61.419,38.600,0.3171,1.70,5.64,256.9,1223.7,0.000,4.309
1567,11/22/15 03:02:46 AM,61.934,38.400,0.3168,1.12,5.08,227.4,1198.7,0.000,4.303
1568,11/22/15 03:12:46 AM,62.406,38.100,0.3168,0.56,3.38,221.8,1173.7,0.000,4.297
1569,11/22/15 03:22:46 AM,63.219,39.100,0.3168,0.56,5.64,172.7,1136.2,0.000,4.297
1570,11/22/15 03:32:46 AM,63.005,39.000,0.3168,0.00,3.38,168.5,1098.7,0.000,4.291
1571,11/22/15 03:42:46 AM,62.834,38.700,0.3163,0.56,4.50,216.2,1063.7,0.000,4.291
1572,11/22/15 03:52:46 AM,61.376,36.700,0.3160,0.56,6.20,209.2,1023.7,0.000,4.291
1573,11/22/15 04:02:46 AM,64.375,36.700,0.3163,0.56,3.94,303.2,981.2,0.000,4.291
1574,11/22/15 04:12:46 AM,62.191,38.400,0.3163,0.56,2.82,199.4,936.2,0.000,4.291
1575,11/22/15 04:22:46 AM,61.633,42.500,0.3160,1.12,4.50,209.2,886.2,0.000,4.291
1576,11/22/15 04:32:46 AM,61.633,44.600,0.3160,0.56,5.08,198.0,833.7,0.000,4.291
1577,11/22/15 04:42:46 AM,61.804,44.500,0.3160,0.56,3.94,198.0,778.7,0.000,4.291
1578,11/22/15 04:52:46 AM,61.720,44.800,0.3160,0.00,2.82,183.9,721.2,0.000,4.291
1579,11/22/15 05:02:46 AM,60.433,45.700,0.3160,0.56,3.38,137.6,426.2,0.000,4.291
1580,11/22/15 05:12:46 AM,60.991,48.400,0.3156,0.00,3.38,202.2,98.7,0.000,4.291
1581,11/22/15 05:22:46 AM,60.474,46.000,0.3160,0.56,2.26,92.7,103.7,0.000,4.291
1582,11/22/15 05:32:46 AM,58.152,47.500,0.3156,0.56,3.38,64.6,448.7,0.000,4.291
1583,11/22/15 05:42:46 AM,55.690,49.600,0.3156,1.70,4.50,61.8,393.7,0.000,4.285
1584,11/22/15 05:52:46 AM,52.423,54.900,0.3156,0.56,2.82,64.6,76.2,0.000,4.279
1585,11/22/15 06:02:46 AM,51.544,58.400,0.3156,1.70,3.94,57.6,71.2,0.000,4.279
1586,11/22/15 06:12:46 AM,51.678,58.300,0.3156,1.12,3.38,50.5,63.7,0.000,4.273
1587,11/22/15 06:22:46 AM,51.458,58.100,0.3160,0.56,3.38,49.1,56.2,0.000,4.273
1588,11/22/15 06:32:46 AM,50.621,60.400,0.3160,1.70,3.38,37.9,43.7,0.000,4.273
1589,11/22/15 06:42:46 AM,50.752,59.900,0.3160,1.70,3.38,37.9,33.7,0.000,4.273
1590,11/22/15 06:52:46 AM,49.914,62.700,0.3160,1.12,3.38,37.9,18.7,0.000,4.273
1591,11/22/15 07:02:46 AM,49.870,63.100,0.3160,1.12,2.82,43.5,6.2,0.000,4.273
1592,11/22/15 07:12:46 AM,48.895,66.000,0.3160,1.12,2.82,42.1,1.2,0.000,4.273
1593,11/22/15 07:22:46 AM,48.315,67.600,0.3160,1.12,2.82,42.1,1.2,0.000,4.273
1594,11/22/15 07:32:46 AM,48.004,68.400,0.3160,1.12,2.82,42.1,1.2,0.000,4.273
1595,11/22/15 07:42:46 AM,47.871,68.300,0.3160,0.56,2.82,40.7,1.2,0.000,4.267
1596,11/22/15 07:52:46 AM,48.272,66.800,0.3160,0.56,1.70,40.7,1.2,0.000,4.267
1597,11/22/15 08:02:46 AM,47.512,68.200,0.3160,1.12,3.94,49.1,1.2,0.000,4.267
1598,11/22/15 08:12:46 AM,46.931,69.200,0.3160,1.12,3.38,47.7,1.2,0.000,4.267
1599,11/22/15 08:22:46 AM,46.796,69.200,0.3160,0.56,3.38,44.9,1.2,0.000,4.267
1600,11/22/15 08:32:46 AM,46.931,68.500,0.3160,0.56,2.82,46.3,1.2,0.000,4.267
1601,11/22/15 08:42:46 AM,46.616,69.400,0.3160,0.00,2.26,46.3,1.2,0.000,4.267
1602,11/22/15 08:52:46 AM,46.436,70.400,0.3163,1.12,2.26,44.9,1.2,0.000,4.267
1603,11/22/15 09:02:46 AM,45.941,72.700,0.3160,1.12,2.82,44.9,1.2,0.000,4.267
1604,11/22/15 09:12:46 AM,46.436,71.300,0.3163,0.56,2.26,43.5,1.2,0.000,4.267
1605,11/22/15 09:22:46 AM,46.616,70.900,0.3163,0.56,2.82,42.1,1.2,0.000,4.267
1606,11/22/15 09:32:46 AM,46.121,71.800,0.3163,1.70,3.94,39.3,1.2,0.000,4.267
1607,11/22/15 09:42:46 AM,46.166,71.400,0.3163,2.26,3.94,39.3,1.2,0.000,4.267
1608,11/22/15 09:52:46 AM,46.301,70.400,0.3163,1.70,2.82,32.3,1.2,0.000,4.267
1609,11/22/15 10:02:46 AM,46.076,70.600,0.3163,1.70,3.38,42.1,1.2,0.000,4.267
1610,11/22/15 10:12:46 AM,45.624,71.400,0.3163,1.70,3.38,37.9,1.2,0.000,4.267
1611,11/22/15 10:22:46 AM,45.399,72.100,0.3163,2.26,3.94,35.1,1.2,0.000,4.267
1612,11/22/15 10:32:46 AM,46.031,70.000,0.3163,2.26,4.50,39.3,1.2,0.000,4.267
1613,11/22/15 10:42:46 AM,45.669,70.700,0.3163,2.26,3.94,42.1,1.2,0.000,4.267
1614,11/22/15 10:52:46 AM,45.761,69.600,0.3163,1.12,2.82,25.3,1.2,0.000,4.267
1615,11/22/15 11:02:46 AM,45.714,69.900,0.3163,1.70,3.94,37.9,1.2,0.000,4.267
1616,11/22/15 11:12:46 AM,45.714,69.900,0.3163,1.70,2.82,46.3,1.2,0.000,4.267
1617,11/22/15 11:22:46 AM,46.166,68.200,0.3163,1.70,3.94,36.5,1.2,0.000,4.267
1618,11/22/15 11:32:46 AM,46.211,67.600,0.3163,0.56,3.38,36.5,1.2,0.000,4.285
1619,11/22/15 11:42:46 AM,46.121,68.200,0.3163,0.56,3.94,35.1,1.2,0.000,4.261
1620,11/22/15 11:52:46 AM,46.301,67.400,0.3163,0.00,1.70,35.1,1.2,0.000,4.261
1621,11/22/15 12:02:46 PM,46.256,67.400,0.3163,0.00,1.12,35.1,1.2,0.000,4.261
1622,11/22/15 12:12:46 PM,45.172,68.600,0.3163,0.00,0.56,35.1,1.2,0.000,4.267
1623,11/22/15 12:22:46 PM,45.307,67.600,0.3163,0.00,0.00,35.1,1.2,0.000,4.261
1624,11/22/15 12:32:46 PM,44.764,68.700,0.3163,0.56,2.26,36.5,1.2,0.000,4.261
1625,11/22/15 12:42:46 PM,44.037,71.000,0.3163,1.12,2.82,47.7,1.2,0.000,4.261
1626,11/22/15 12:52:46 PM,45.444,68.600,0.3163,0.56,2.82,42.1,1.2,0.000,4.261
1627,11/22/15 01:02:46 PM,45.489,67.800,0.3163,1.12,3.38,33.7,1.2,0.000,4.261
1628,11/22/15 01:12:46 PM,45.036,68.400,0.3163,1.70,3.38,36.5,1.2,0.000,4.261
1629,11/22/15 01:22:46 PM,44.582,69.900,0.3168,2.26,3.94,36.5,1.2,0.000,4.261
1630,11/22/15 01:32:46 PM,44.582,70.700,0.3163,2.26,4.50,37.9,1.2,0.000,4.261
1631,11/22/15 01:42:46 PM,45.172,68.000,0.3168,1.12,3.94,35.1,1.2,0.000,4.261
1632,11/22/15 01:52:46 PM,44.809,68.200,0.3163,1.70,3.38,40.7,1.2,0.000,4.261
1633,11/22/15 02:02:46 PM,44.400,68.900,0.3168,1.70,3.38,43.5,1.2,0.000,4.261
1634,11/22/15 02:12:46 PM,45.307,65.000,0.3163,1.12,2.82,43.5,1.2,0.000,4.261
1635,11/22/15 02:22:46 PM,45.217,64.200,0.3163,0.56,2.82,29.5,1.2,0.000,4.261
1636,11/22/15 02:32:46 PM,45.534,63.300,0.3163,0.00,1.70,28.1,1.2,0.000,4.261
1637,11/22/15 02:42:46 PM,45.307,63.200,0.3168,1.12,2.82,30.9,1.2,0.000,4.261
1638,11/22/15 02:52:46 PM,45.172,63.200,0.3168,1.12,3.38,35.1,1.2,0.000,4.255
1639,11/22/15 03:02:46 PM,45.444,62.500,0.3168,0.00,1.70,42.1,1.2,0.000,4.261
1640,11/22/15 03:12:46 PM,45.354,62.500,0.3168,0.00,1.70,42.1,1.2,0.000,4.255
1641,11/22/15 03:22:46 PM,44.764,64.000,0.3168,0.00,3.94,37.9,1.2,0.000,4.255
1642,11/22/15 03:32:46 PM,45.127,62.800,0.3168,1.12,3.38,35.1,1.2,0.000,4.255
1643,11/22/15 03:42:46 PM,44.809,63.700,0.3168,1.12,3.38,36.5,1.2,0.000,4.291
1644,11/22/15 03:52:46 PM,44.492,64.500,0.3168,0.56,2.82,33.7,1.2,0.000,4.261
1645,11/22/15 04:02:46 PM,44.674,63.800,0.3168,0.56,2.26,36.5,1.2,0.000,4.255
1646,11/22/15 04:12:46 PM,44.355,65.200,0.3168,0.00,1.12,36.5,1.2,0.000,4.255
1647,11/22/15 04:22:46 PM,44.627,64.200,0.3163,0.00,1.12,39.3,1.2,0.000,4.255
1648,11/22/15 04:32:46 PM,44.127,65.600,0.3168,0.00,1.70,40.7,1.2,0.000,4.255
1649,11/22/15 04:42:46 PM,44.355,64.900,0.3168,1.12,2.82,40.7,1.2,0.000,4.255
1650,11/22/15 04:52:46 PM,44.537,64.500,0.3168,0.56,2.26,40.7,1.2,0.000,4.255
1651,11/22/15 05:02:46 PM,43.763,66.600,0.3168,0.56,2.26,40.7,1.2,0.000,4.255
1652,11/22/15 05:12:46 PM,44.400,64.900,0.3168,0.56,2.26,42.1,1.2,0.000,4.255
1653,11/22/15 05:22:46 PM,44.263,64.700,0.3168,1.12,2.26,37.9,1.2,0.000,4.255
1654,11/22/15 05:32:46 PM,44.674,63.400,0.3168,1.70,3.38,36.5,1.2,0.000,4.255
1655,11/22/15 05:42:46 PM,44.263,63.500,0.3168,1.70,3.38,39.3,1.2,0.000,4.255
1656,11/22/15 05:52:46 PM,44.263,63.700,0.3168,2.26,3.94,39.3,1.2,0.000,4.255
1657,11/22/15 06:02:46 PM,44.764,61.600,0.3168,1.70,3.94,36.5,1.2,0.000,4.255
1658,11/22/15 06:12:46 PM,45.217,59.800,0.3168,0.00,1.70,37.9,1.2,0.000,4.255
1659,11/22/15 06:22:46 PM,45.262,60.000,0.3168,0.56,2.26,37.9,1.2,0.000,4.255
1660,11/22/15 06:32:46 PM,45.307,58.700,0.3168,0.00,1.70,36.5,1.2,0.000,4.255
1661,11/22/15 06:42:46 PM,44.263,60.900,0.3168,1.12,3.38,35.1,1.2,0.000,4.255
1662,11/22/15 06:52:46 PM,44.537,59.700,0.3168,1.70,3.38,36.5,1.2,0.000,4.255
1663,11/22/15 07:02:46 PM,44.627,59.200,0.3168,0.00,2.26,32.3,1.2,0.000,4.255
1664,11/22/15 07:12:46 PM,44.719,58.400,0.3168,0.00,1.12,32.3,1.2,0.000,4.285
1665,11/22/15 07:22:46 PM,45.172,57.700,0.3168,0.56,3.38,32.3,1.2,0.000,4.255
1666,11/22/15 07:32:46 PM,44.492,59.400,0.3168,2.26,3.94,32.3,1.2,0.000,4.255
1667,11/22/15 07:42:46 PM,44.856,57.800,0.3168,2.26,4.50,36.5,1.2,0.000,4.255
1668,11/22/15 07:52:46 PM,44.719,57.500,0.3168,0.56,2.82,35.1,1.2,0.000,4.255
1669,11/22/15 08:02:46 PM,44.263,58.100,0.3168,0.56,2.82,35.1,1.2,0.000,4.255
1670,11/22/15 08:12:46 PM,44.674,57.500,0.3168,0.56,2.26,30.9,3.7,0.000,4.255
1671,11/22/15 08:22:46 PM,44.764,57.100,0.3168,1.12,2.82,44.9,11.2,0.000,4.255
1672,11/22/15 08:32:46 PM,44.127,58.200,0.3168,1.70,3.38,39.3,23.7,0.000,4.255
1673,11/22/15 08:42:46 PM,44.445,57.100,0.3168,1.12,3.94,36.5,38.7,0.000,4.255
1674,11/22/15 08:52:46 PM,44.627,56.900,0.3168,2.26,3.38,35.1,56.2,0.000,4.255
1675,11/22/15 09:02:46 PM,45.082,56.300,0.3168,2.26,3.94,37.9,68.7,0.000,4.255
1676,11/22/15 09:12:46 PM,44.991,56.800,0.3168,0.00,2.26,35.1,76.2,0.000,4.255
1677,11/22/15 09:22:46 PM,46.571,53.600,0.3168,0.00,1.70,33.7,266.2,0.000,4.321
1678,11/22/15 09:32:46 PM,47.512,54.200,0.3168,0.00,0.00,33.7,391.2,0.000,4.393
1679,11/22/15 09:42:46 PM,49.604,53.100,0.3168,0.00,0.00,33.7,413.7,0.000,4.339
1680,11/22/15 09:52:46 PM,52.160,50.700,0.3168,0.00,0.00,33.7,236.2,0.000,4.339
1681,11/22/15 10:02:46 PM,51.237,49.600,0.3168,0.00,0.00,33.7,368.7,0.000,4.339
1682,11/22/15 10:12:46 PM,52.641,50.500,0.3171,0.00,0.00,33.7,578.7,0.000,4.321
1683,11/22/15 10:22:46 PM,53.776,48.200,0.3171,0.00,0.00,33.7,526.2,0.000,4.363
1684,11/22/15 10:32:46 PM,53.733,49.100,0.3171,0.00,0.00,33.7,606.2,0.000,4.321
1685,11/22/15 10:42:46 PM,52.860,50.100,0.3171,0.00,0.00,33.7,713.7,0.000,4.363
1686,11/22/15 10:52:46 PM,53.341,50.300,0.3171,0.00,0.00,33.7,776.2,0.000,4.321
1687,11/22/15 11:02:46 PM,54.430,47.300,0.3171,0.00,0.00,266.7,878.7,0.000,4.357
1688,11/22/15 11:12:46 PM,54.473,47.900,0.3171,0.00,0.56,265.3,928.7,0.000,4.327
1689,11/22/15 11:22:46 PM,55.602,43.900,0.3171,0.00,1.12,248.5,941.2,0.000,4.369
1690,11/22/15 11:32:46 PM,56.469,46.300,0.3171,0.00,2.26,280.8,1008.7,0.000,4.333
1691,11/22/15 11:42:46 PM,55.558,48.100,0.3171,0.00,1.70,240.1,1046.2,0.000,4.381
1692,11/22/15 11:52:46 PM,56.728,46.900,0.3171,0.00,0.56,272.4,1078.7,0.000,4.369
1693,11/23/15 12:02:46 AM,58.109,48.500,0.3171,0.00,0.56,276.6,1121.2,0.000,4.315
1694,11/23/15 12:12:46 AM,57.765,44.500,0.3171,0.00,1.12,276.6,1158.7,0.000,4.351
1695,11/23/15 12:22:46 AM,57.722,44.300,0.3171,0.00,1.12,276.6,1133.7,0.000,4.315
1696,11/23/15 12:32:46 AM,58.755,47.700,0.3171,0.00,1.12,276.6,1188.7,0.000,4.381
1697,11/23/15 12:42:46 AM,58.411,45.100,0.3168,0.00,1.70,276.6,1166.2,0.000,4.327
1698,11/23/15 12:52:46 AM,57.117,44.400,0.3168,0.00,1.70,276.6,1178.7,0.000,4.339
1699,11/23/15 01:02:46 AM,58.455,44.900,0.3168,0.00,1.70,265.3,1266.2,0.000,4.351
1700,11/23/15 01:12:46 AM,58.755,46.100,0.3163,0.00,1.12,200.8,1276.2,0.000,4.315
1701,11/23/15 01:22:46 AM,58.928,48.500,0.3163,0.56,2.82,207.8,1286.2,0.000,4.363
1702,11/23/15 01:32:46 AM,59.873,46.300,0.3163,0.00,2.82,221.8,1291.2,0.000,4.333
1703,11/23/15 01:42:46 AM,59.616,44.800,0.3163,0.56,3.94,200.8,1298.7,0.000,4.333
1704,11/23/15 01:52:46 AM,60.260,43.800,0.3160,0.00,2.26,200.8,1291.2,0.000,4.351
1705,11/23/15 02:02:46 AM,60.433,44.600,0.3160,0.56,2.82,207.8,1288.7,0.000,4.321
1706,11/23/15 02:12:46 AM,61.205,44.600,0.3160,0.56,2.82,205.0,1281.2,0.000,4.339
1707,11/23/15 02:22:46 AM,60.474,42.200,0.3156,0.56,2.82,209.2,1273.7,0.000,4.333
1708,11/23/15 02:32:46 AM,61.162,44.000,0.3156,0.56,3.94,200.8,1256.2,0.000,4.333
1709,11/23/15 02:42:46 AM,60.089,46.500,0.3156,2.26,6.76,213.4,1241.2,0.000,4.321
1710,11/23/15 02:52:46 AM,61.333,46.600,0.3156,1.12,4.50,207.8,1218.7,0.000,4.315
1711,11/23/15 03:02:46 AM,60.647,47.600,0.3156,1.70,5.64,205.0,1191.2,0.000,4.309
1712,11/23/15 03:12:46 AM,61.248,46.000,0.3156,1.70,6.20,224.6,1158.7,0.000,4.303
1713,11/23/15 03:22:46 AM,60.991,47.500,0.3151,1.70,9.57,209.2,1088.7,0.000,4.303
1714,11/23/15 03:32:46 AM,61.162,47.200,0.3151,1.70,5.08,186.7,1091.2,0.000,4.303
1715,11/23/15 03:42:46 AM,63.005,46.600,0.3151,0.56,3.94,198.0,1061.2,0.000,4.297
1716,11/23/15 03:52:46 AM,62.962,43.900,0.3148,0.00,2.26,240.1,1023.7,0.000,4.297
1717,11/23/15 04:02:46 AM,62.062,45.200,0.3144,1.12,3.94,212.0,923.7,0.000,4.297
1718,11/23/15 04:12:46 AM,61.119,46.700,0.3148,1.70,4.50,202.2,928.7,0.000,4.297
1719,11/23/15 04:22:46 AM,61.462,48.100,0.3148,1.12,6.76,203.6,883.7,0.000,4.297
1720,11/23/15 04:32:46 AM,61.248,48.400,0.3144,1.70,5.64,205.0,831.2,0.000,4.297
1721,11/23/15 04:42:46 AM,60.991,52.200,0.3144,1.70,6.76,213.4,773.7,0.000,4.297
1722,11/23/15 04:52:46 AM,61.248,49.400,0.3144,1.12,4.50,182.5,716.2,0.000,4.297
1723,11/23/15 05:02:46 AM,60.474,49.800,0.3144,1.70,5.08,172.7,501.2,0.000,4.291
1724,11/23/15 05:12:46 AM,59.185,51.200,0.3144,1.12,4.50,200.8,98.7,0.000,4.291
1725,11/23/15 05:22:46 AM,60.132,51.200,0.3144,0.56,3.94,150.2,96.2,0.000,4.291
1726,11/23/15 05:32:46 AM,57.936,55.400,0.3144,0.56,4.50,106.7,406.2,0.000,4.291
1727,11/23/15 05:42:46 AM,56.556,56.500,0.3144,0.56,3.38,95.5,336.2,0.000,4.291
1728,11/23/15 05:52:46 AM,53.384,61.700,0.3140,0.56,3.38,67.4,78.7,0.000,4.285
1729,11/23/15 06:02:46 AM,52.115,64.800,0.3144,1.12,3.38,63.2,71.2,0.000,4.285
1730,11/23/15 06:12:46 AM,52.554,64.200,0.3144,1.12,5.08,64.6,63.7,0.000,4.285
1731,11/23/15 06:22:46 AM,52.029,66.000,0.3140,0.56,3.38,68.8,56.2,0.000,4.285
1732,11/23/15 06:32:46 AM,51.105,66.900,0.3144,0.00,2.82,42.1,43.7,0.000,4.279
1733,11/23/15 06:42:46 AM,50.752,68.100,0.3144,1.12,2.82,42.1,31.2,0.000,4.279
1734,11/23/15 06:52:46 AM,50.356,69.100,0.3144,1.12,2.82,46.3,18.7,0.000,4.279
1735,11/23/15 07:02:46 AM,49.471,71.200,0.3144,1.70,3.38,43.5,6.2,0.000,4.279
1736,11/23/15 07:12:46 AM,49.737,70.000,0.3144,0.00,1.70,39.3,1.2,0.000,4.273
1737,11/23/15 07:22:46 AM,48.762,72.800,0.3144,1.12,2.82,40.7,1.2,0.000,4.273
1738,11/23/15 07:32:46 AM,48.717,73.300,0.3144,0.00,1.70,44.9,1.2,0.000,4.273
1739,11/23/15 07:42:46 AM,48.583,74.800,0.3144,0.00,1.70,44.9,1.2,0.000,4.273
1740,11/23/15 07:52:46 AM,48.272,75.100,0.3144,0.00,0.56,44.9,1.2,0.000,4.273
1741,11/23/15 08:02:46 AM,47.557,77.300,0.3144,1.12,3.94,46.3,1.2,0.000,4.273
1742,11/23/15 08:12:46 AM,47.109,77.800,0.3144,1.12,5.08,42.1,1.2,0.000,4.273
1743,11/23/15 08:22:46 AM,47.736,76.700,0.3144,0.00,1.12,39.3,1.2,0.000,4.273
1744,11/23/15 08:32:46 AM,47.602,76.900,0.3148,0.00,0.56,353.8,1.2,0.000,4.273
1745,11/23/15 08:42:46 AM,47.199,78.000,0.3148,0.00,1.12,353.8,1.2,0.000,4.273
1746,11/23/15 08:52:46 AM,47.154,78.300,0.3148,0.00,1.12,12.6,1.2,0.000,4.273
1747,11/23/15 09:02:46 AM,46.211,79.700,0.3148,0.00,1.70,39.3,1.2,0.000,4.273
1748,11/23/15 09:12:46 AM,46.751,77.500,0.3148,0.00,1.12,42.1,1.2,0.000,4.267
1749,11/23/15 09:22:46 AM,46.391,77.900,0.3148,0.00,1.12,42.1,1.2,0.000,4.267
1750,11/23/15 09:32:46 AM,46.346,78.300,0.3148,0.00,1.12,42.1,1.2,0.000,4.267
1751,11/23/15 09:42:46 AM,45.896,79.900,0.3148,0.56,2.26,42.1,1.2,0.000,4.267
1752,11/23/15 09:52:46 AM,45.761,80.400,0.3148,1.12,2.82,43.5,1.2,0.000,4.267
1753,11/23/15 10:02:46 AM,45.714,80.700,0.3148,0.00,1.70,44.9,1.2,0.000,4.267
1754,11/23/15 10:12:46 AM,45.354,81.800,0.3148,0.00,1.70,44.9,1.2,0.000,4.267
1755,11/23/15 10:22:46 AM,45.036,82.300,0.3148,1.70,3.38,43.5,1.2,0.000,4.267
1756,11/23/15 10:32:46 AM,45.307,82.200,0.3148,0.56,2.26,44.9,1.2,0.000,4.267
1757,11/23/15 10:42:46 AM,44.764,83.200,0.3148,0.56,2.26,44.9,1.2,0.000,4.267
1758,11/23/15 10:52:46 AM,44.946,83.000,0.3148,1.12,2.82,39.3,1.2,0.000,4.267
1759,11/23/15 11:02:46 AM,44.856,82.800,0.3148,0.00,1.70,37.9,1.2,0.000,4.267
1760,11/23/15 11:12:46 AM,44.901,81.900,0.3148,0.56,2.82,44.9,1.2,0.000,4.267
1761,11/23/15 11:22:46 AM,44.856,81.800,0.3148,1.12,2.82,53.3,1.2,0.000,4.267
1762,11/23/15 11:32:46 AM,45.036,82.300,0.3148,0.00,1.70,42.1,1.2,0.000,4.267
1763,11/23/15 11:42:46 AM,44.218,84.100,0.3148,0.00,1.70,43.5,1.2,0.000,4.267
1764,11/23/15 11:52:46 AM,44.400,83.500,0.3148,1.12,2.82,42.1,1.2,0.000,4.267
1765,11/23/15 12:02:46 PM,44.627,82.700,0.3151,1.12,3.38,37.9,1.2,0.000,4.267
1766,11/23/15 12:12:46 PM,44.445,82.900,0.3148,1.12,2.82,32.3,1.2,0.000,4.267
1767,11/23/15 12:22:46 PM,44.582,82.900,0.3148,1.70,3.38,33.7,1.2,0.000,4.267
1768,11/23/15 12:32:46 PM,44.674,83.000,0.3148,0.56,2.26,39.3,1.2,0.000,4.267
1769,11/23/15 12:42:46 PM,44.355,83.500,0.3148,1.12,2.26,39.3,1.2,0.000,4.267
1770,11/23/15 12:52:46 PM,44.445,83.300,0.3148,0.00,1.70,39.3,1.2,0.000,4.267
1771,11/23/15 01:02:46 PM,44.218,84.000,0.3148,0.00,1.70,39.3,1.2,0.000,4.267
1772,11/23/15 01:12:46 PM,44.355,83.300,0.3148,0.56,2.82,37.9,1.2,0.000,4.267
1773,11/23/15 01:22:46 PM,43.488,84.600,0.3151,1.12,3.94,40.7,1.2,0.000,4.267
1774,11/23/15 01:32:46 PM,44.263,83.500,0.3151,0.56,3.94,40.7,1.2,0.000,4.267
1775,11/23/15 01:42:46 PM,43.945,84.200,0.3151,0.56,1.70,35.1,1.2,0.000,4.267
1776,11/23/15 01:52:46 PM,44.037,83.500,0.3151,0.00,1.12,35.1,1.2,0.000,4.267
1777,11/23/15 02:02:46 PM,43.853,84.100,0.3151,0.00,1.12,35.1,1.2,0.000,4.267
1778,11/23/15 02:12:46 PM,43.900,83.200,0.3148,0.00,1.12,35.1,1.2,0.000,4.267
1779,11/23/15 02:22:46 PM,43.624,83.600,0.3151,0.00,2.82,33.7,1.2,0.000,4.267
1780,11/23/15 02:32:46 PM,43.488,84.200,0.3151,0.56,3.38,37.9,1.2,0.000,4.267
1781,11/23/15 02:42:46 PM,42.755,84.900,0.3151,1.12,2.82,37.9,1.2,0.000,4.267
1782,11/23/15 02:52:46 PM,43.306,84.400,0.3151,0.56,2.82,43.5,1.2,0.000,4.267
1783,11/23/15 03:02:46 PM,42.847,85.100,0.3151,0.00,1.70,43.5,1.2,0.000,4.267
1784,11/23/15 03:12:46 PM,43.808,82.900,0.3151,0.00,1.70,46.3,1.2,0.000,4.291
1785,11/23/15 03:22:46 PM,43.396,83.000,0.3151,0.00,1.12,46.3,1.2,0.000,4.261
