acc_x_mean,acc_x_std,acc_x_cv,acc_y_mean,acc_y_std,acc_y_cv,acc_z_mean,acc_z_std,acc_z_cv,state
-4.87701866137,3.7373977059,-0.766328358654,-5.12061584737,3.7319931655,-0.728817251036,-3.3178838945,3.66947962175,-1.10596987069,Rest
-4.50090911725,3.8761487738,-0.861192410872,-4.804277835,3.87710037758,-0.807010025384,-2.84929764087,3.8213136173,-1.34114230907,Rest
-4.46651229237,3.93097602501,-0.880099676815,-4.79130854037,3.88613034158,-0.811079125636,-2.84027552287,3.84279740476,-1.35296641956,Rest
-4.43155158512,3.91841691981,-0.88420880239,-4.77833924575,3.88860595923,-0.813798635727,-2.83858387575,3.81921674474,-1.34546552503,Rest
-4.4636928805,3.89226825644,-0.87198388434,-4.78059477525,3.86534832565,-0.808549669523,-2.85888364125,3.80785805694,-1.33193880366,Rest
-4.43155158512,3.92324374881,-0.885297998557,-4.72646206725,3.91189373243,-0.827657913417,-2.810389757,3.82483472467,-1.36096237724,Rest
-4.72025936112,3.53375321833,-0.748635392249,-5.02419196125,3.53320884887,-0.703239222569,-3.06808400237,3.4701249429,-1.13103974344,Rest
-4.42252946712,3.83295828874,-0.866689146388,-4.77100877487,3.75366798169,-0.786766103106,-2.94064658562,3.70391558109,-1.2595582207,Rest
-4.54432806012,3.69660568931,-0.813454847538,-4.8922434855,3.7285915228,-0.762143489761,-2.936699409,3.5945993708,-1.22402700112,Rest
-4.64131582862,3.65626649833,-0.787765072091,-4.91592654525,3.68740427176,-0.750093443793,-2.95079646837,3.6121052778,-1.22411196994,Rest
-4.50823958812,3.7545833873,-0.832826941405,-4.78228642237,3.76321253229,-0.786906554715,-2.83632834625,3.66933387222,-1.29369149981,Rest
-4.61143006275,3.62820324224,-0.786784835262,-4.89788230925,3.57044531371,-0.728977359657,-2.96094635113,3.56910368199,-1.2053928909,Rest
-4.7524006565,3.75137073494,-0.789363314689,-5.02475584362,3.68988525387,-0.734341203573,-3.12052506325,3.68477367606,-1.18081848451,Rest
-4.78454195187,3.77791154852,-0.789607779913,-5.04843890337,3.71313829414,-0.735502274111,-3.20623518425,3.7317241389,-1.16389594788,Rest
-4.67740430062,3.78003019854,-0.808146988285,-4.97457031225,3.78029351642,-0.759923627396,-3.09289482687,3.73258849096,-1.20682684019,Rest
-4.68191535962,3.85173480443,-0.82268356187,-5.00671160762,3.79205254129,-0.757393842201,-3.103608592,3.76104995841,-1.21183127541,Rest
-4.25223698987,4.0301174339,-0.947764069476,-4.60973841563,4.00242641273,-0.86825456281,-2.59949774875,3.95537742769,-1.52159294217,Rest
-4.6576684175,3.71413872608,-0.797424460728,-4.94750395825,3.6866750423,-0.745158583684,-3.00492917637,3.64320553649,-1.21240978494,Rest
-4.52120888275,3.86291924889,-0.854399641572,-4.79469183463,3.8194509714,-0.796599886529,-2.87692787725,3.73989968056,-1.29996296054,Rest
-4.24321487187,4.04147267336,-0.952455342326,-4.51669782375,4.06940826537,-0.900969784601,-2.74103222488,3.93793743375,-1.43666221725,Rest
-4.55616959,3.77543905951,-0.828643224299,-4.88886019125,3.7442154863,-0.765866754178,-2.92147458487,3.68214754794,-1.26037295241,Rest
-4.53192264787,3.82318367244,-0.843611855165,-4.8516439545,3.77782944586,-0.77866996863,-2.88594999525,3.72794046086,-1.29175504323,Rest
-4.5945135915,3.78571729241,-0.823964760799,-4.89111572075,3.72009763312,-0.760582624806,-2.90343034887,3.71636384816,-1.27999070121,Rest
-4.41745452575,3.96126963084,-0.896731275387,-4.732100891,3.95303086043,-0.835364873125,-2.77035410837,3.87701471656,-1.39946539861,Rest
-4.18344334013,4.15732387324,-0.993756466919,-4.52290052987,4.14838720789,-0.917196206392,-2.57525080662,4.13740564793,-1.60660299078,Rest
-4.019353569,4.15663000257,-1.03415385863,-4.37967440662,4.13220418371,-0.943495748784,-2.413416565,4.06974970113,-1.68630221577,Rest
-4.27817557912,4.05408256024,-0.947619489959,-4.61368559225,4.05500656118,-0.878908300122,-2.6682913985,3.95160850794,-1.48095088496,Rest
-4.37234393575,3.97126804207,-0.908269820587,-4.68811806575,3.96134347675,-0.844975194991,-2.73764893062,3.91309565577,-1.42936357252,Rest
-4.29340040325,4.0459841008,-0.942372879488,-4.60691900375,4.00919258307,-0.870254627833,-2.65870539812,3.97655092235,-1.49567188796,Rest
-4.33794711087,4.01865921698,-0.926396545248,-4.637368652,3.97782883088,-0.857777142468,-2.69028281112,3.9421177346,-1.46531722178,Rest
-4.36388570012,4.01885733295,-0.920935516903,-4.65597677038,3.95163968773,-0.84872409864,-2.724679636,3.92956094213,-1.44221026583,Rest
-4.21445687075,4.06735686007,-0.965096330277,-4.54094476587,4.06852567358,-0.895964580796,-2.6276918675,4.04130214144,-1.53796652927,Rest
-4.30524193313,4.02114540264,-0.934011483003,-4.610302298,3.99100887695,-0.8656718408,-2.68464398737,3.9730513108,-1.4799173855,Rest
-4.21896792975,4.06067339584,-0.962480270875,-4.54996688387,4.06248973909,-0.892861386197,-2.60795598438,3.9632249191,-1.51966710437,Rest
-4.41237958437,4.04516399756,-0.916776066113,-4.700523478,4.00842813418,-0.852762070638,-2.77712069687,3.96357309522,-1.42722392285,Rest
-4.54771135437,3.96236798677,-0.871288364193,-4.83641913037,3.86871930774,-0.799913986661,-2.97899058712,3.82400194973,-1.28365694281,Rest
-4.429859938,4.03477222057,-0.910812593861,-4.69319300712,3.96152274801,-0.844099686928,-2.80305928612,3.94347900661,-1.40684823405,Rest
-4.52177276512,3.9659527099,-0.877079171357,-4.83698301275,3.88007113959,-0.802167617576,-2.90794140787,3.86128728109,-1.32784218782,Rest
-4.533614295,3.94581662864,-0.870346785563,-4.808788894,3.86830608417,-0.804424184433,-2.92711340862,3.83192320149,-1.30911333678,Rest
-4.45861793913,3.95492284983,-0.887028873931,-4.759167245,3.88755411762,-0.816855957668,-2.86113917075,3.86182467786,-1.34975072773,Rest
-4.58718312063,3.96038702559,-0.863359260237,-4.87983807325,3.90010189363,-0.799227727455,-2.97335176337,3.88152605506,-1.30543789096,Rest
-4.34978864075,3.98202714131,-0.915453018568,-4.64639077,3.9745732301,-0.855410882735,-2.69028281112,3.9805973769,-1.47962041776,Rest
-4.51500617662,3.86942277535,-0.857013838736,-4.80033065837,3.8554675885,-0.803167086371,-2.86565022975,3.79634477963,-1.32477604567,Rest
-4.5223366475,3.89880849901,-0.86212257134,-4.83472748325,3.84566308031,-0.795424994197,-2.8712890535,3.78272269558,-1.31743012462,Rest
-4.27817557912,3.95302824628,-0.923998600143,-4.587747003,3.94778170497,-0.860505538423,-2.65644986862,3.85926135612,-1.45278907827,Rest
-4.25505640175,3.9741397699,-0.933980515104,-4.53530594212,3.96422508103,-0.874081072284,-2.61246704337,3.85560613689,-1.47584871804,Rest
-4.33118052237,3.85644259946,-0.890390640504,-4.67740430062,3.8576303548,-0.824737419916,-2.67111081037,3.74429408006,-1.40177414786,Rest
-4.73830359712,3.71732676025,-0.784526927,-4.99487007775,3.68872162447,-0.73850201648,-3.10248082725,3.65475462207,-1.17801038123,Rest
-4.94581231112,3.32912634692,-0.673120235362,-5.19392055612,3.30556673799,-0.636429976599,-3.23499318537,3.22494140621,-0.996892797424,Rest
-4.551658531,3.70549998732,-0.814098852558,-4.9057766625,3.73027689887,-0.760384574247,-2.9299328205,3.64070619393,-1.24259033124,Rest
-5.03265019687,3.29129283506,-0.653987999623,-5.27850291237,3.2689443105,-0.61929383478,-3.39569966225,3.16783055829,-0.932894800299,Rest
-5.11892420025,3.10437789285,-0.606451232994,-5.3388383265,3.10848954892,-0.582240809483,-3.40528566262,3.03202856403,-0.890388902556,Rest
-4.48737594025,3.74549655845,-0.834674118756,-4.74168689138,3.75732725049,-0.792403070166,-2.77712069687,3.6741502034,-1.32300702938,Rest
-4.57252217887,3.75378318194,-0.820943679461,-4.91085160387,3.69682588101,-0.752787129241,-2.97447952812,3.63784530867,-1.22301911117,Rest
-4.80033065837,3.7557881166,-0.782401960175,-5.08058019875,3.7049526604,-0.729238101843,-3.21018236087,3.69491390431,-1.15099813311,Rest
-4.853899484,3.63875074827,-0.749655150516,-5.12794631825,3.57667723479,-0.697487261529,-3.22202389075,3.58207112003,-1.11174567337,Rest
-4.68304312437,3.69352059415,-0.788700957061,-5.00558384287,3.64992968451,-0.72917162095,-3.05906188437,3.61971618538,-1.18327654758,Rest
-4.86461324913,3.534330476,-0.726538841836,-5.11948808262,3.47912222106,-0.679584006235,-3.1960853015,3.46695208267,-1.0847495469,Rest
-5.07324972787,3.52886722384,-0.695583188908,-5.31289973725,3.49055469609,-0.656996154401,-3.48874025412,3.4607437688,-0.991975187809,Rest
-4.22178734162,3.80456711976,-0.901174505463,-4.49132311687,3.89181529427,-0.866518661203,-2.38747797575,3.80565230025,-1.59400519666,Rest
-4.50823958812,3.77585065696,-0.837544363637,-4.7975112465,3.78554258866,-0.789063827922,-2.8261784635,3.7132900737,-1.31389086771,Rest
-4.3599385235,3.84047929013,-0.880856294058,-4.65428512325,3.84885654885,-0.826949025882,-2.66998304562,3.77261730344,-1.41297425451,Rest
-4.5042924115,3.71847553809,-0.825540439736,-4.7794670105,3.69618526736,-0.773346747502,-2.81828411025,3.64500807573,-1.29334301765,Rest
-4.56801111987,3.74690223636,-0.820248055015,-4.8200665415,3.75339762839,-0.778702450698,-2.891588819,3.67736469091,-1.27174536945,Rest
-4.51613394138,3.83551941754,-0.849292662116,-4.79807512888,3.79817032807,-0.79160292952,-2.88425834812,3.77947330555,-1.31037960175,Rest
-4.90746830963,3.2497667451,-0.662208401575,-5.17700408487,3.31763773787,-0.640841243986,-3.14477200537,3.31718112335,-1.05482404374,Rest
-4.4276044085,3.71835582348,-0.83981211518,-4.71800383162,3.75521577443,-0.795933176073,-2.7134019885,3.66034357306,-1.34898683961,Rest
-4.32666946337,3.75762308739,-0.868479350965,-4.61650500412,3.79098212973,-0.821180119235,-2.61754198475,3.67810389236,-1.40517474554,Rest
-4.96949537088,3.46105981183,-0.696461019385,-5.28357785375,3.34890592275,-0.633832985044,-3.34664189562,3.38108945637,-1.01029317203,Rest
-4.63567700487,3.90201058346,-0.84173478423,-4.9644204295,3.78071690624,-0.761562595258,-3.0652645905,3.75667494768,-1.22556302621,Rest
-4.59169417962,3.64053531778,-0.792852305785,-4.86686877862,3.65970864999,-0.751963699137,-2.8983554075,3.64847845345,-1.25880989061,Rest
-4.60071629763,3.62167909891,-0.78719896308,-4.8651771315,3.62590731371,-0.745277554282,-2.9254217615,3.57089999576,-1.22064450424,Rest
-4.89167960312,3.32874887181,-0.68049200722,-5.205762086,3.37706777016,-0.64871727028,-3.21469341987,3.26104244307,-1.01441786732,Rest
-4.73604806762,3.54381473502,-0.748264097918,-5.01742537275,3.55289196197,-0.708110574254,-3.04214541312,3.46821377318,-1.14005522491,Rest
-4.16765463363,4.02518968355,-0.965816517298,-4.57816100262,3.90014082255,-0.851901193582,-2.62205304375,3.85115314968,-1.46875485943,Rest
-4.0802528655,3.94566126273,-0.96701390644,-4.40166581925,3.98287026398,-0.904855213351,-2.31022609038,3.90190595268,-1.68897146861,Rest
-3.929132389,4.00543619696,-1.0194200145,-4.22065957687,4.05173775423,-0.959977387523,-2.19406632112,3.99268219188,-1.81976367507,Rest
-3.95112380163,4.04969278682,-1.02494707585,-4.23983157762,4.06438182101,-0.958618696663,-2.20985502762,3.98139767697,-1.80165559604,Rest
-4.52628382412,3.61687496075,-0.799082669424,-4.79863901125,3.60758441119,-0.751793248612,-2.78614281487,3.51953313017,-1.26322782572,Rest
-3.98157344988,3.94972129063,-0.992000107583,-4.27253675538,4.03320553351,-0.943983812061,-2.26285997088,3.97686179304,-1.75744935357,Rest
-3.60095284675,4.19468320074,-1.16488145756,-3.94830438975,4.26255079744,-1.07959021815,-1.88900595625,4.18387270931,-2.21485416468,Rest
-3.42332989863,4.28620784061,-1.25205807431,-3.71372932175,4.34749010678,-1.17065346721,-1.64484488787,4.26434497978,-2.59255143826,Rest
-3.46505719437,4.28528846749,-1.23671507485,-3.77857579488,4.35345821276,-1.1521426191,-1.73506606788,4.27835179338,-2.46581491771,Rest
-3.62294425938,4.19647215188,-1.15830436558,-3.93702674225,4.25890305189,-1.08175619083,-1.89520866237,4.17792773302,-2.20446846617,Rest
-4.24377875425,3.79785408199,-0.894922733233,-4.5088034705,3.84098131175,-0.851884837492,-2.49743503887,3.76744998152,-1.50852771859,Rest
-4.82739701238,3.30036644948,-0.683674129354,-5.09580502288,3.33107951716,-0.653690536079,-3.11996118087,3.28628940437,-1.05331099134,Rest
-4.54771135438,3.4985788745,-0.769305393829,-4.84656901313,3.56016661524,-0.734574624977,-2.81772022787,3.50228387169,-1.24294947279,Rest
-3.70470720375,4.16906654178,-1.12534306019,-3.98608450887,4.23575885424,-1.06263649072,-1.9510330175,4.16236259722,-2.13341473972,Rest
-3.52877590275,4.26914284782,-1.20980843371,-3.865977563,4.35831045768,-1.12735016866,-1.81513736512,4.25967356994,-2.34674997704,Rest
-3.40641342737,4.35850506251,-1.27949973056,-3.7148570865,4.43208447538,-1.19306998148,-1.62567288712,4.33068238907,-2.66393222361,Rest
-3.35284460175,4.35576721155,-1.29912588531,-3.67482143787,4.42047642423,-1.20290917503,-1.60255370975,4.32936519832,-2.70154140356,Rest
-3.48422919513,4.27172512526,-1.22601725835,-3.78759791287,4.35874988383,-1.15079530195,-1.72153289087,4.26847676354,-2.47946280095,Rest
-3.19721306625,4.43668658372,-1.38767310523,-3.49099578363,4.49922870677,-1.28880955052,-1.44410276238,4.41528609829,-3.05745976902,Rest
-3.86259426875,4.06821418694,-1.05323363105,-4.20261534087,4.09791098526,-0.975085905532,-2.09595078787,4.01000981425,-1.91321754186,Rest
-3.35735566075,4.31949961502,-1.28657790579,-3.63986073063,4.38420831096,-1.20449891779,-1.52304629487,4.30920073123,-2.82933010358,Rest
-3.76391485312,4.02864400367,-1.07033345888,-4.05938921762,4.10743777708,-1.01183640121,-2.0006546665,4.08248097963,-2.04057254257,Rest
-3.649446731,4.13434681217,-1.13286947774,-3.93646285988,4.23335905104,-1.07542207351,-1.88054772062,4.10999527944,-2.18553096758,Rest
-4.01822580425,3.9093133419,-0.972895385262,-4.3779827595,3.98434928951,-0.910087935103,-2.3525172685,3.90046597591,-1.65799674593,Rest
-4.1253634555,3.87946746506,-0.940394102704,-4.43098770275,3.93955508258,-0.889091856457,-2.368305975,3.8531184768,-1.62695129661,Rest
-3.7554566175,4.103102026,-1.09257074276,-4.073486277,4.17264362015,-1.02434213261,-2.0277210205,4.07505210783,-2.00967098858,Rest
-3.7509455585,4.12067770346,-1.09857038424,-4.05262262912,4.18757256342,-1.03329940798,-2.03787090325,4.14196396863,-2.03249575919,Rest
-3.572758728,4.26589982431,-1.19400725016,-3.89248003462,4.32516495204,-1.11115918735,-1.80329583525,4.18813611761,-2.32248976332,Rest
-3.07090341425,4.4040204061,-1.4341123155,-3.39739130938,4.4569248295,-1.31186678944,-1.30031275675,4.38122758469,-3.36936445632,Rest
-3.978754038,4.028301807,-1.0124530867,-4.30975299212,4.041907566,-0.937851327764,-2.24819902912,3.9691564219,-1.76548266879,Rest
-3.8005672075,4.11428612976,-1.08254528999,-4.07235851225,4.1806163226,-1.02658356577,-2.02997655,4.07816637246,-2.00897215904,Rest
-3.67820473212,4.14177922636,-1.12603281437,-4.01540639238,4.24027394611,-1.05600119434,-1.917200075,4.18451179841,-2.18261612493,Rest
-3.67933249687,4.1754115359,-1.1348285428,-3.99736215637,4.24011497173,-1.06072825175,-1.94708584087,4.11969974089,-2.11582851378,Rest
-3.5163704905,4.23074088081,-1.20315560952,-3.825378032,4.31064026116,-1.1268534051,-1.772846187,4.26360946193,-2.40495170602,Rest
-4.0667196885,3.98876601668,-0.980831314232,-4.39038817175,4.04015185636,-0.920226571845,-2.3074066785,3.94020797616,-1.70763481482,Rest
-3.676513085,4.17090341571,-1.13447261557,-3.99285109737,4.22097348609,-1.05713270622,-1.94539419375,4.14462598332,-2.13048131666,Rest
-3.78534238338,4.09557481319,-1.08195624026,-4.08307227737,4.13869838545,-1.01362359133,-2.034487609,4.06655205279,-1.99880895553,Rest
-3.85977485688,4.06374872112,-1.05284605238,-4.16201580987,4.09878178048,-0.984806874293,-2.09256749362,4.0365424009,-1.92899030172,Rest
-3.89360779937,4.05398310927,-1.0411893848,-4.22404287112,4.11163289173,-0.973388059065,-2.13880584837,3.99732675945,-1.86895260385,Rest
-4.1163413375,3.89546335096,-0.946341187858,-4.36050240587,3.99550160357,-0.916293865172,-2.28992632487,3.88591465798,-1.69696055972,Rest
-3.93195180087,4.03209694162,-1.02546957486,-4.23757604812,4.06804047716,-0.959992323668,-2.16699996712,3.99192206853,-1.84214219155,Rest
-3.93420733038,4.06158141457,-1.0323760477,-4.23926769525,4.11166061538,-0.969898791716,-2.16136114337,4.0494855008,-1.87358115196,Rest
-4.02048133375,3.92047995666,-0.97512701371,-4.32328616912,3.98967525862,-0.922833951432,-2.27188208887,3.89862903535,-1.71603493616,Rest
-4.37008840625,3.67335242838,-0.840567074828,-4.664435006,3.70984621237,-0.795347390971,-2.66490810425,3.66960006438,-1.37700810716,Rest
-4.31200852162,3.77090835382,-0.87451319609,-4.63680476962,3.81060640649,-0.82181730649,-2.539726217,3.73852840931,-1.47202024545,Rest
-4.40786852537,3.66945566273,-0.832478473803,-4.65936006462,3.73530901372,-0.801678548536,-2.66208869237,3.63581801281,-1.36577643834,Rest
-4.33399993425,3.70906224458,-0.855805791613,-4.6080467685,3.76510709601,-0.817072240184,-2.55043998212,3.70807742133,-1.45389715003,Rest
-4.40786852537,3.74592417835,-0.84982665812,-4.65372124087,3.75342198344,-0.80654207443,-2.64629998587,3.65800849282,-1.38231058925,Rest
-4.384749348,3.68027084169,-0.839334372298,-4.71123724312,3.74464495072,-0.794832600754,-2.67618575175,3.63711929979,-1.35906832977,Rest
-4.5674472375,3.61189088131,-0.790789842444,-4.82683313,3.65449726726,-0.757121112091,-2.83689222862,3.58121865057,-1.26237388027,Rest
-4.45297911537,3.72172239582,-0.835782584961,-4.75522006837,3.6932079137,-0.776663931551,-2.78670669725,3.64320715109,-1.30735220706,Rest
-4.42816829087,3.70518484227,-0.836730810323,-4.75296453888,3.75431170249,-0.789888431058,-2.7540015195,3.65161379363,-1.32593020293,Rest
-4.46707617475,3.67189170706,-0.821989946761,-4.79469183463,3.68610003424,-0.768787684668,-2.78896222675,3.67068127155,-1.31614592566,Rest
-4.4501597035,3.75242499175,-0.843211309652,-4.72702594963,3.76152365468,-0.79574846738,-2.76640693175,3.66720433293,-1.32561999135,Rest
-4.24659816612,3.82791993624,-0.901408559628,-4.55335017812,3.88515263277,-0.853251448008,-2.55889821775,3.75548692817,-1.46761872048,Rest
-4.36952452387,3.76944123612,-0.862666227304,-4.64018806387,3.80661948077,-0.820358879504,-2.62825574987,3.71359074588,-1.41294877641,Rest
-4.429859938,3.69373791386,-0.83382724636,-4.73266477337,3.76317332756,-0.795148929357,-2.69479387012,3.64740108211,-1.35349910156,Rest
-4.37741887712,3.68921615687,-0.842783443948,-4.70390677225,3.79086994713,-0.805898188606,-2.69028281112,3.67942816119,-1.36767337098,Rest
-4.40786852537,3.72081326216,-0.844129819376,-4.7072900665,3.73597738779,-0.793657780807,-2.6953577525,3.64515479792,-1.35238255276,Rest
-4.11746910225,3.97841438347,-0.966228108741,-4.42478499662,4.00608291732,-0.905373463427,-2.3931167995,3.90736488717,-1.63275143444,Rest
-4.637368652,3.907202133,-0.84254723448,-5.01968090225,3.63451109835,-0.724052219478,-2.96940458675,3.79990973406,-1.2796874333,Rest
-4.091530513,4.04274264424,-0.988075887835,-4.39884640737,4.05046090885,-0.920800713127,-2.40326668225,3.99352931518,-1.66170876694,Rest
-4.17611286925,4.04419820114,-0.96841209224,-4.461437351,4.04649850116,-0.906994356932,-2.52732080475,3.98448064321,-1.57656306857,Rest
-4.17103792788,3.96696084061,-0.951072828682,-4.43549876175,4.02718002209,-0.907942993203,-2.42413033013,3.97912734482,-1.64146592919,Rest
-4.8245776005,3.55798536545,-0.737470854461,-5.23339232237,3.36993577199,-0.643929513478,-3.14477200538,3.4804065875,-1.10672779507,Rest
-4.42873217325,3.76432112218,-0.849977143552,-4.73040924388,3.7585574947,-0.794552289439,-2.76020422562,3.66531416331,-1.32791411928,Rest
-4.40843240775,3.80601121535,-0.863347980261,-4.68586253625,3.79338137175,-0.809537484808,-2.74159610725,3.72726829965,-1.359524946,Rest
-4.37234393575,3.79080821383,-0.866996802981,-4.7072900665,3.79535047609,-0.806270789025,-2.738212813,3.75284728935,-1.37054624518,Rest
-4.31821122775,3.83093551772,-0.887157972519,-4.62439935737,3.87078858364,-0.83703596608,-2.66208869237,3.81373785359,-1.43261111642,Rest
-4.30636969787,3.83510456511,-0.890565565469,-4.587747003,3.85306500279,-0.839859957464,-2.602881043,3.82518718497,-1.46959738912,Rest
-4.2922726385,3.84931138593,-0.896800299077,-4.59113029725,3.88960143836,-0.847199096198,-2.62600022037,3.78505098113,-1.44137496706,Rest
-4.26915346112,3.86061395774,-0.904304329394,-4.57816100262,3.90727923864,-0.85346042579,-2.58427292463,3.83138679751,-1.48257823739,Rest
-4.317083463,3.8193807507,-0.884713205903,-4.5990246505,3.85900532168,-0.839092115164,-2.61077539625,3.78293636178,-1.44897043507,Rest
-4.17611286925,3.91427812066,-0.937301802708,-4.4997813525,3.92199872476,-0.871597621644,-2.51322374537,3.85696166914,-1.53466704914,Rest
-4.19190157575,3.91832786121,-0.934737562513,-4.47891770462,3.97482566008,-0.887452264633,-2.48108245,3.88149693342,-1.56443689867,Rest
-4.2291178125,3.93402430883,-0.930223390136,-4.54996688387,3.958746605,-0.870060531435,-2.58314515987,3.85469591487,-1.49224905156,Rest
-4.3238500515,3.84553624554,-0.889377799816,-4.60466347425,3.88949876274,-0.844686866802,-2.593858925,3.83133737719,-1.47708009108,Rest
-3.66410767275,4.29495387217,-1.17216912159,-3.89642721125,4.28689401461,-1.10021149689,-1.87096172025,4.2482164645,-2.27060576308,Rest
-4.19415710525,3.94484291206,-0.940556782464,-4.50936735288,3.99841636366,-0.886691203171,-2.50532939212,3.88068877206,-1.54897347401,Rest
