"Plot Title: 10364438"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10364438, SEN S/N: 10344952, LBL: Temperature)","RH, % (LGR S/N: 10364438, SEN S/N: 10344952, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10364438, SEN S/N: 10346477)","Wind Speed, mph (LGR S/N: 10364438, SEN S/N: 10349682, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364438, SEN S/N: 10349682, LBL: Wind Gust)","Wind Direction, ø (LGR S/N: 10364438, SEN S/N: 10349731, LBL: Wind Direction)","PAR, uE (LGR S/N: 10364438, SEN S/N: 10349863, LBL: Photosynthesis Active Radiatio)","Rain, in (LGR S/N: 10364438, SEN S/N: 10364396, LBL: Rianfall)","Batt, V (LGR S/N: 10364438)"
1,07/15/15 10:15:30 AM,71.577,91.400,0.1724,1.12,5.08,275.2,806.2,,4.164
2,07/15/15 10:25:30 AM,71.317,94.000,0.1709,1.12,4.50,271.0,703.7,0.000,4.164
3,07/15/15 10:35:30 AM,71.190,93.300,0.1714,0.00,3.94,230.2,491.2,0.000,4.164
4,07/15/15 10:45:30 AM,70.846,91.600,0.1718,0.00,0.56,249.9,293.7,0.000,4.170
5,07/15/15 10:55:30 AM,68.871,94.200,0.1689,0.00,1.70,292.0,188.7,0.008,4.170
6,07/15/15 11:05:30 AM,68.956,95.600,0.2109,0.00,0.00,285.0,211.2,0.031,4.170
7,07/15/15 11:15:30 AM,68.527,96.800,0.2203,0.00,1.70,268.1,276.2,0.031,4.170
8,07/15/15 11:25:30 AM,69.471,97.500,0.2232,0.00,0.00,266.7,376.2,0.016,4.170
9,07/15/15 11:35:30 AM,69.942,97.000,0.2169,0.00,0.56,263.9,483.7,0.000,4.170
10,07/15/15 11:45:30 AM,70.416,96.500,0.2104,0.00,1.70,8.4,566.2,0.000,4.170
11,07/15/15 11:55:30 AM,70.930,96.300,0.2020,0.00,0.00,14.0,628.7,0.000,4.170
12,07/15/15 12:05:30 PM,71.231,94.300,0.1895,0.00,0.00,2.8,673.7,0.000,4.188
13,07/15/15 12:15:30 PM,71.103,92.400,0.1779,0.00,2.82,307.5,691.2,0.000,4.170
14,07/15/15 12:25:30 PM,71.791,91.300,0.1746,0.56,3.38,269.6,871.2,0.000,4.170
15,07/15/15 12:35:30 PM,71.490,90.700,0.1765,0.00,3.38,279.4,828.7,0.000,4.170
16,07/15/15 12:45:30 PM,72.523,90.700,0.1775,0.00,2.26,273.8,848.7,0.000,4.170
17,07/15/15 12:55:30 PM,71.964,89.200,0.1775,0.56,4.50,266.7,1003.7,0.000,4.170
18,07/15/15 01:05:30 PM,74.206,89.500,0.1775,0.00,2.26,317.3,1216.2,0.000,4.170
19,07/15/15 01:15:30 PM,73.904,87.600,0.1775,0.56,3.38,334.1,1143.7,0.000,4.170
20,07/15/15 01:25:30 PM,73.645,88.200,0.1775,0.00,2.82,23.9,1073.7,0.000,4.164
21,07/15/15 01:35:30 PM,74.381,87.900,0.1769,0.00,2.26,16.8,896.2,0.000,4.170
22,07/15/15 01:45:30 PM,73.731,86.500,0.1769,0.56,2.82,325.7,858.7,0.000,4.164
23,07/15/15 01:55:30 PM,72.955,86.400,0.1769,0.56,3.94,331.3,646.2,0.000,4.170
24,07/15/15 02:05:30 PM,72.136,86.500,0.1775,0.00,3.38,335.5,416.2,0.000,4.170
25,07/15/15 02:15:30 PM,72.007,86.800,0.1779,0.00,1.70,349.6,356.2,0.000,4.170
26,07/15/15 02:25:30 PM,72.394,87.100,0.1775,0.00,2.26,300.4,448.7,0.000,4.170
27,07/15/15 02:35:30 PM,72.007,88.400,0.1775,0.00,1.12,308.9,446.2,0.000,4.170
28,07/15/15 02:45:30 PM,71.834,86.800,0.1762,0.00,1.12,308.9,471.2,0.000,4.170
29,07/15/15 02:55:30 PM,70.543,88.900,0.1765,0.00,1.12,2.8,441.2,0.000,4.170
30,07/15/15 03:05:30 PM,70.372,91.500,0.1769,0.56,2.26,73.0,528.7,0.000,4.170
31,07/15/15 03:15:30 PM,70.673,91.300,0.1779,0.00,1.12,53.3,518.7,0.000,4.170
32,07/15/15 03:25:30 PM,71.274,90.700,0.1775,0.00,1.70,49.1,551.2,0.000,4.170
33,07/15/15 03:35:30 PM,71.447,90.100,0.1769,0.00,1.12,59.0,516.2,0.000,4.170
34,07/15/15 03:45:30 PM,71.964,90.100,0.1769,0.00,1.12,44.9,481.2,0.000,4.170
35,07/15/15 03:55:30 PM,71.404,89.800,0.1775,0.00,1.12,49.1,501.2,0.000,4.170
36,07/15/15 04:05:30 PM,71.490,90.700,0.1769,0.00,0.00,60.4,463.7,0.000,4.170
37,07/15/15 04:15:30 PM,71.661,91.200,0.1775,0.00,0.00,47.7,403.7,0.000,4.170
38,07/15/15 04:25:30 PM,71.317,90.800,0.1775,0.00,0.56,35.1,373.7,0.000,4.170
39,07/15/15 04:35:30 PM,71.146,91.200,0.1775,0.00,1.70,60.4,326.2,0.000,4.170
40,07/15/15 04:45:30 PM,71.361,89.900,0.1775,0.00,1.12,67.4,351.2,0.000,4.170
41,07/15/15 04:55:30 PM,72.093,89.000,0.1775,0.00,0.00,67.4,323.7,0.000,4.170
42,07/15/15 05:05:30 PM,71.877,88.100,0.1775,0.00,0.00,67.4,281.2,0.000,4.170
43,07/15/15 05:15:30 PM,71.404,89.800,0.1775,0.00,0.00,66.0,208.7,0.008,4.164
44,07/15/15 05:25:30 PM,70.630,91.300,0.1779,0.00,1.12,57.6,196.2,0.000,4.170
45,07/15/15 05:35:30 PM,70.630,90.700,0.1775,0.00,1.12,59.0,176.2,0.000,4.170
46,07/15/15 05:45:30 PM,70.416,91.600,0.1775,0.00,0.00,57.6,131.2,0.000,4.170
47,07/15/15 05:55:30 PM,69.942,91.800,0.1775,0.00,0.00,57.6,93.7,0.000,4.170
48,07/15/15 06:05:30 PM,69.427,92.900,0.1775,0.00,0.00,57.6,56.2,0.000,4.170
49,07/15/15 06:15:30 PM,68.999,93.600,0.1779,0.00,0.00,57.6,31.2,0.000,4.170
50,07/15/15 06:25:30 PM,69.170,93.700,0.1779,0.00,0.00,247.1,18.7,0.000,4.170
51,07/15/15 06:35:30 PM,69.213,93.000,0.1779,0.00,0.00,193.7,8.7,0.000,4.170
52,07/15/15 06:45:30 PM,68.828,92.500,0.1779,0.00,0.00,193.7,3.7,0.000,4.170
53,07/15/15 06:55:30 PM,68.742,92.800,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
54,07/15/15 07:05:30 PM,68.871,92.500,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
55,07/15/15 07:15:30 PM,68.742,92.900,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
56,07/15/15 07:25:30 PM,68.313,94.000,0.1779,0.00,0.00,193.7,1.2,0.000,4.170
57,07/15/15 07:35:30 PM,68.056,94.800,0.1779,0.00,0.00,193.7,1.2,0.000,4.170
58,07/15/15 07:45:30 PM,67.971,94.800,0.1779,0.00,0.00,193.7,1.2,0.000,4.170
59,07/15/15 07:55:30 PM,68.142,94.600,0.1779,0.00,0.00,193.7,1.2,0.000,4.170
60,07/15/15 08:05:30 PM,68.013,94.300,0.1779,0.00,0.00,193.7,1.2,0.000,4.170
61,07/15/15 08:15:30 PM,67.928,94.500,0.1775,0.00,0.00,193.7,1.2,0.000,4.200
62,07/15/15 08:25:30 PM,67.798,95.000,0.1775,0.00,0.00,193.7,1.2,0.000,4.182
63,07/15/15 08:35:30 PM,67.627,96.000,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
64,07/15/15 08:45:30 PM,67.500,96.800,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
65,07/15/15 08:55:30 PM,67.158,97.200,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
66,07/15/15 09:05:30 PM,66.943,97.300,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
67,07/15/15 09:15:30 PM,67.372,97.300,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
68,07/15/15 09:25:30 PM,67.456,97.700,0.1775,0.00,0.56,193.7,1.2,0.000,4.170
69,07/15/15 09:35:30 PM,67.199,97.900,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
70,07/15/15 09:45:30 PM,67.500,97.800,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
71,07/15/15 09:55:30 PM,67.543,98.000,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
72,07/15/15 10:05:30 PM,67.456,98.000,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
73,07/15/15 10:15:30 PM,67.372,98.100,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
74,07/15/15 10:25:30 PM,67.543,98.300,0.1769,0.00,0.00,193.7,1.2,0.000,4.170
75,07/15/15 10:35:30 PM,67.543,98.500,0.1775,0.00,0.00,193.7,1.2,0.000,4.170
76,07/15/15 10:45:30 PM,67.627,98.600,0.1769,0.00,0.00,193.7,1.2,0.000,4.170
77,07/15/15 10:55:30 PM,67.372,98.700,0.1769,0.00,1.12,209.2,1.2,0.000,4.170
78,07/15/15 11:05:30 PM,67.413,98.700,0.1769,0.00,1.12,231.6,1.2,0.000,4.170
79,07/15/15 11:15:30 PM,67.456,98.900,0.1769,0.00,1.70,235.9,1.2,0.000,4.170
80,07/15/15 11:25:30 PM,67.285,99.100,0.1765,0.00,2.26,261.1,1.2,0.000,4.170
81,07/15/15 11:35:30 PM,67.114,99.200,0.1742,0.00,0.00,290.6,1.2,0.000,4.170
82,07/15/15 11:45:30 PM,67.242,99.300,0.1671,0.00,0.00,290.6,1.2,0.008,4.170
83,07/15/15 11:55:30 PM,67.028,99.400,0.1935,0.00,0.00,290.6,1.2,0.016,4.170
84,07/16/15 12:05:30 AM,67.114,99.500,0.2174,0.00,2.26,289.2,1.2,0.047,4.170
85,07/16/15 12:15:30 AM,67.028,99.600,0.3537,0.00,0.00,296.2,1.2,0.197,4.170
86,07/16/15 12:25:30 AM,66.814,99.800,0.3584,0.00,0.00,5.6,1.2,0.370,4.170
87,07/16/15 12:35:30 AM,66.686,99.900,0.3461,0.00,1.70,247.1,1.2,0.181,4.170
88,07/16/15 12:45:30 AM,66.515,100.000,0.3330,0.00,1.12,279.4,1.2,0.016,4.170
89,07/16/15 12:55:30 AM,66.344,100.000,0.3516,0.00,1.12,223.2,1.2,0.181,4.170
90,07/16/15 01:05:30 AM,66.301,100.000,0.3471,0.00,0.56,245.7,1.2,0.071,4.170
91,07/16/15 01:15:30 AM,66.385,100.000,0.3526,0.00,0.00,245.7,1.2,0.102,4.170
92,07/16/15 01:25:30 AM,66.214,100.000,0.3600,0.00,0.00,245.7,1.2,0.157,4.170
93,07/16/15 01:35:30 AM,66.173,100.000,0.3600,0.00,0.00,245.7,1.2,0.118,4.170
94,07/16/15 01:45:30 AM,66.087,100.000,0.3563,0.00,0.56,244.3,1.2,0.173,4.170
95,07/16/15 01:55:30 AM,66.173,100.000,0.3568,0.00,0.00,242.9,1.2,0.110,4.170
96,07/16/15 02:05:30 AM,66.214,100.000,0.3486,0.00,0.00,242.9,1.2,0.039,4.170
97,07/16/15 02:15:30 AM,66.000,100.000,0.3573,0.00,0.00,242.9,1.2,0.134,4.170
98,07/16/15 02:25:30 AM,65.788,100.000,0.3563,0.00,0.00,242.9,1.2,0.055,4.170
99,07/16/15 02:35:30 AM,65.745,100.000,0.3557,0.00,0.00,242.9,1.2,0.063,4.170
100,07/16/15 02:45:30 AM,65.615,100.000,0.3451,0.00,0.00,242.9,1.2,0.024,4.170
101,07/16/15 02:55:30 AM,65.615,100.000,0.3339,0.00,0.00,242.9,1.2,0.008,4.170
102,07/16/15 03:05:30 AM,65.658,100.000,0.3163,0.00,0.00,242.9,1.2,0.008,4.170
103,07/16/15 03:15:30 AM,65.658,100.000,0.3095,0.00,0.00,242.9,1.2,0.000,4.170
104,07/16/15 03:25:30 AM,65.615,100.000,0.3077,0.00,0.00,242.9,1.2,0.000,4.188
105,07/16/15 03:35:30 AM,65.658,100.000,0.3118,0.00,0.00,242.9,1.2,0.016,4.170
106,07/16/15 03:45:30 AM,65.615,100.000,0.3102,0.00,0.00,242.9,1.2,0.008,4.170
107,07/16/15 03:55:30 AM,65.444,100.000,0.3102,0.00,0.00,242.9,1.2,0.008,4.170
108,07/16/15 04:05:30 AM,65.574,100.000,0.3066,0.00,0.00,242.9,1.2,0.008,4.170
109,07/16/15 04:15:30 AM,65.487,100.000,0.3029,0.00,0.00,242.9,1.2,0.000,4.170
110,07/16/15 04:25:30 AM,65.530,100.000,0.3011,0.00,0.00,242.9,1.2,0.000,4.170
111,07/16/15 04:35:30 AM,65.444,100.000,0.3011,0.00,0.00,242.9,1.2,0.000,4.170
112,07/16/15 04:45:30 AM,65.487,100.000,0.2973,0.00,0.00,242.9,1.2,0.000,4.170
113,07/16/15 04:55:30 AM,65.530,100.000,0.2955,0.00,0.00,242.9,1.2,0.000,4.170
114,07/16/15 05:05:30 AM,65.487,100.000,0.2935,0.00,0.00,91.3,1.2,0.000,4.170
115,07/16/15 05:15:30 AM,65.403,100.000,0.2904,0.00,0.00,88.4,1.2,0.000,4.170
116,07/16/15 05:25:30 AM,65.316,100.000,0.2786,0.00,0.00,88.4,6.2,0.000,4.170
117,07/16/15 05:35:30 AM,65.230,100.000,0.2739,0.00,0.00,88.4,18.7,0.000,4.170
118,07/16/15 05:45:30 AM,65.530,100.000,0.2684,0.00,0.00,88.4,31.2,0.000,4.170
119,07/16/15 05:55:30 AM,65.403,100.000,0.2624,0.00,0.00,88.4,48.7,0.000,4.170
120,07/16/15 06:05:30 AM,65.788,100.000,0.2615,0.00,0.00,88.4,81.2,0.000,4.170
121,07/16/15 06:15:30 AM,65.872,100.000,0.2567,0.00,0.00,88.4,106.2,0.000,4.170
122,07/16/15 06:25:30 AM,66.130,100.000,0.2560,0.00,0.00,106.7,143.7,0.000,4.170
123,07/16/15 06:35:30 AM,66.385,100.000,0.2553,0.00,0.00,224.6,176.2,0.000,4.170
124,07/16/15 06:45:30 AM,66.686,100.000,0.2538,0.00,1.12,252.7,283.7,0.000,4.170
125,07/16/15 06:55:30 AM,67.329,100.000,0.2487,0.00,0.56,289.2,348.7,0.000,4.170
126,07/16/15 07:05:30 AM,68.270,100.000,0.2344,0.00,1.12,328.5,568.7,0.000,4.170
127,07/16/15 07:15:30 AM,68.698,100.000,0.2164,0.00,1.70,256.9,696.2,0.000,4.170
128,07/16/15 07:25:30 AM,67.971,100.000,0.2095,0.00,0.56,355.2,458.7,0.000,4.170
129,07/16/15 07:35:30 AM,67.885,100.000,0.2083,0.00,1.12,327.1,366.2,0.000,4.170
130,07/16/15 07:45:30 AM,67.928,100.000,0.2083,0.56,3.38,287.8,686.2,0.000,4.170
131,07/16/15 07:55:30 AM,68.913,99.700,0.2078,0.00,1.70,290.6,586.2,0.000,4.170
132,07/16/15 08:05:30 AM,68.056,99.900,0.2083,0.00,2.26,231.6,341.2,0.000,4.170
133,07/16/15 08:15:30 AM,68.657,100.000,0.2078,0.00,0.56,256.9,448.7,0.000,4.170
134,07/16/15 08:25:30 AM,69.256,99.900,0.2073,0.00,2.26,247.1,621.2,0.000,4.170
135,07/16/15 08:35:30 AM,68.913,99.900,0.2061,0.00,2.82,254.1,456.2,0.000,4.170
136,07/16/15 08:45:30 AM,68.698,99.600,0.2056,0.56,3.38,240.1,666.2,0.000,4.170
137,07/16/15 08:55:30 AM,70.587,99.000,0.2038,0.56,3.94,247.1,1283.7,0.000,4.170
138,07/16/15 09:05:30 AM,69.600,97.600,0.2026,0.56,3.94,265.3,978.7,0.000,4.164
139,07/16/15 09:15:30 AM,69.942,97.500,0.2026,0.00,2.82,245.7,731.2,0.000,4.170
140,07/16/15 09:25:30 AM,72.307,97.600,0.2003,0.00,2.26,290.6,1476.2,0.000,4.164
141,07/16/15 09:35:30 AM,71.920,94.800,0.2003,0.56,5.64,299.0,978.7,0.000,4.164
142,07/16/15 09:45:30 AM,72.567,92.300,0.1999,0.56,3.94,280.8,878.7,0.000,4.164
143,07/16/15 09:55:30 AM,74.163,90.700,0.1981,0.56,3.38,304.7,1283.7,0.000,4.164
144,07/16/15 10:05:30 AM,76.725,89.500,0.1963,0.56,2.82,1.4,1741.2,0.000,4.206
145,07/16/15 10:15:30 AM,75.376,87.600,0.1948,0.56,3.94,322.9,1751.2,0.000,4.164
146,07/16/15 10:25:30 AM,73.904,87.600,0.1932,2.82,7.31,286.4,1731.2,0.000,4.164
147,07/16/15 10:35:30 AM,74.986,86.100,0.1913,2.82,6.76,287.8,1838.7,0.000,4.164
148,07/16/15 10:45:30 AM,75.724,83.400,0.1904,1.70,5.64,296.2,1916.2,0.000,4.164
149,07/16/15 10:55:30 AM,74.899,81.800,0.1881,2.82,7.90,299.0,2086.2,0.000,4.164
150,07/16/15 11:05:30 AM,75.724,82.400,0.1881,1.70,6.20,293.4,1771.2,0.000,4.164
151,07/16/15 11:15:30 AM,75.767,81.000,0.1866,2.26,6.20,285.0,2071.2,0.000,4.164
152,07/16/15 11:25:30 AM,76.768,80.900,0.1859,2.26,7.90,297.6,1896.2,0.000,4.164
153,07/16/15 11:35:30 AM,77.160,79.200,0.1849,1.70,5.64,293.4,1948.7,0.000,4.164
154,07/16/15 11:45:30 AM,76.375,79.300,0.1843,1.12,4.50,336.9,1523.7,0.000,4.164
155,07/16/15 11:55:30 AM,78.076,77.600,0.1826,1.70,6.20,275.2,2163.7,0.000,4.164
156,07/16/15 12:05:30 PM,76.725,77.900,0.1830,1.70,6.76,289.2,1451.2,0.000,4.164
157,07/16/15 12:15:30 PM,77.072,78.700,0.1836,0.56,3.94,325.7,1021.2,0.000,4.164
158,07/16/15 12:25:30 PM,76.811,80.200,0.1830,1.70,5.08,292.0,1201.2,0.000,4.164
159,07/16/15 12:35:30 PM,77.596,79.200,0.1836,0.00,2.82,266.7,981.2,0.000,4.164
160,07/16/15 12:45:30 PM,76.507,80.200,0.1836,1.70,3.94,283.6,823.7,0.000,4.182
161,07/16/15 12:55:30 PM,76.028,81.000,0.1836,1.12,4.50,294.8,676.2,0.000,4.164
162,07/16/15 01:05:30 PM,74.727,81.700,0.1840,1.70,5.64,285.0,621.2,0.000,4.164
163,07/16/15 01:15:30 PM,75.594,82.500,0.1830,0.00,2.82,297.6,553.7,0.000,4.170
164,07/16/15 01:25:30 PM,74.856,84.000,0.1840,0.00,0.56,263.9,543.7,0.000,4.170
165,07/16/15 01:35:30 PM,75.508,85.600,0.1840,0.00,0.56,158.6,536.2,0.000,4.170
166,07/16/15 01:45:30 PM,75.160,84.100,0.1830,1.12,4.50,292.0,908.7,0.000,4.170
167,07/16/15 01:55:30 PM,74.338,86.000,0.1836,2.26,6.20,262.5,1021.2,0.000,4.170
168,07/16/15 02:05:30 PM,74.034,86.100,0.1836,1.12,6.76,256.9,708.7,0.000,4.170
169,07/16/15 02:15:30 PM,73.299,86.100,0.1840,1.12,7.90,226.0,561.2,0.000,4.170
170,07/16/15 02:25:30 PM,72.869,86.200,0.1840,1.70,9.01,248.5,583.7,0.000,4.170
171,07/16/15 02:35:30 PM,72.653,86.900,0.1840,1.12,6.76,248.5,693.7,0.000,4.170
172,07/16/15 02:45:30 PM,72.480,87.400,0.1840,1.12,5.08,287.8,681.2,0.000,4.170
173,07/16/15 02:55:30 PM,71.964,87.400,0.1840,1.70,7.31,259.7,633.7,0.000,4.200
174,07/16/15 03:05:30 PM,72.351,87.300,0.1836,1.70,6.20,254.1,733.7,0.000,4.170
175,07/16/15 03:15:30 PM,71.447,87.500,0.1836,2.82,6.20,276.6,723.7,0.000,4.170
176,07/16/15 03:25:30 PM,73.126,87.400,0.1830,1.70,6.76,278.0,831.2,0.000,4.170
177,07/16/15 03:35:30 PM,73.040,84.500,0.1816,1.70,6.76,299.0,1236.2,0.000,4.170
178,07/16/15 03:45:30 PM,73.818,85.400,0.1816,1.70,6.20,275.2,926.2,0.000,4.164
179,07/16/15 03:55:30 PM,71.834,85.000,0.1826,1.70,7.31,271.0,486.2,0.000,4.164
180,07/16/15 04:05:30 PM,71.447,86.500,0.1830,1.12,5.64,263.9,268.7,0.000,4.164
181,07/16/15 04:15:30 PM,70.974,86.800,0.1836,1.70,6.76,276.6,291.2,0.000,4.170
182,07/16/15 04:25:30 PM,71.317,87.100,0.1836,0.00,4.50,342.6,263.7,0.000,4.170
183,07/16/15 04:35:30 PM,71.533,86.900,0.1830,0.00,2.82,334.1,383.7,0.000,4.170
184,07/16/15 04:45:30 PM,70.587,87.400,0.1830,1.12,4.50,68.8,223.7,0.000,4.170
185,07/16/15 04:55:30 PM,68.657,89.700,0.1779,3.94,5.64,87.0,161.2,0.000,4.170
186,07/16/15 05:05:30 PM,68.056,92.100,0.1862,2.26,5.08,88.4,126.2,0.008,4.170
187,07/16/15 05:15:30 PM,67.885,93.400,0.2020,1.70,3.38,96.9,141.2,0.008,4.170
188,07/16/15 05:25:30 PM,67.798,94.600,0.2056,1.12,2.26,92.7,131.2,0.000,4.170
189,07/16/15 05:35:30 PM,67.798,95.100,0.2064,0.00,1.12,92.7,118.7,0.000,4.170
190,07/16/15 05:45:30 PM,67.627,95.100,0.2026,0.00,0.00,94.1,88.7,0.008,4.170
191,07/16/15 05:55:30 PM,67.543,94.500,0.1994,0.00,0.00,94.1,71.2,0.000,4.170
192,07/16/15 06:05:30 PM,67.885,93.900,0.1948,0.00,0.00,94.1,53.7,0.000,4.170
193,07/16/15 06:15:30 PM,67.757,94.000,0.1913,0.00,1.12,91.3,41.2,0.000,4.170
194,07/16/15 06:25:30 PM,68.270,94.400,0.1866,0.00,0.00,98.3,48.7,0.000,4.170
195,07/16/15 06:35:30 PM,68.443,93.000,0.1830,0.00,0.00,140.4,31.2,0.000,4.170
196,07/16/15 06:45:30 PM,67.842,93.200,0.1813,0.00,0.00,126.4,8.7,0.000,4.170
197,07/16/15 06:55:30 PM,68.013,93.500,0.1797,0.00,0.00,126.4,1.2,0.000,4.170
198,07/16/15 07:05:30 PM,68.099,93.000,0.1783,0.00,0.00,126.4,1.2,0.000,4.170
199,07/16/15 07:15:30 PM,67.757,93.200,0.1775,0.00,0.00,126.4,1.2,0.000,4.170
200,07/16/15 07:25:30 PM,67.885,93.200,0.1765,0.00,0.00,126.4,1.2,0.000,4.170
201,07/16/15 07:35:30 PM,67.798,93.200,0.1762,0.00,0.00,126.4,1.2,0.000,4.170
202,07/16/15 07:45:30 PM,67.372,93.700,0.1756,0.00,0.00,126.4,1.2,0.000,4.170
203,07/16/15 07:55:30 PM,67.627,93.600,0.1756,0.00,0.00,126.4,1.2,0.000,4.170
204,07/16/15 08:05:30 PM,67.500,93.600,0.1756,0.00,1.70,80.0,1.2,0.000,4.170
205,07/16/15 08:15:30 PM,67.114,94.700,0.1762,0.00,0.00,46.3,1.2,0.000,4.170
206,07/16/15 08:25:30 PM,67.586,93.500,0.1765,0.00,0.00,50.5,1.2,0.000,4.170
207,07/16/15 08:35:30 PM,67.842,92.600,0.1769,0.00,0.00,87.0,1.2,0.000,4.170
208,07/16/15 08:45:30 PM,67.971,92.300,0.1775,0.00,0.00,87.0,1.2,0.000,4.200
209,07/16/15 08:55:30 PM,67.928,92.200,0.1783,0.00,0.00,91.3,1.2,0.000,4.170
210,07/16/15 09:05:30 PM,67.329,92.900,0.1789,0.00,0.00,91.3,1.2,0.000,4.170
211,07/16/15 09:15:30 PM,67.242,93.700,0.1797,0.00,0.00,91.3,1.2,0.000,4.170
212,07/16/15 09:25:30 PM,67.757,92.600,0.1803,0.00,0.00,91.3,1.2,0.000,4.170
213,07/16/15 09:35:30 PM,67.543,92.400,0.1816,0.00,0.00,103.9,1.2,0.000,4.170
214,07/16/15 09:45:30 PM,67.714,92.400,0.1826,0.00,0.00,174.1,1.2,0.000,4.170
215,07/16/15 09:55:30 PM,67.714,92.000,0.1826,0.00,0.00,151.6,1.2,0.000,4.170
216,07/16/15 10:05:30 PM,67.071,92.700,0.1836,0.00,0.00,148.8,1.2,0.000,4.170
217,07/16/15 10:15:30 PM,67.071,93.800,0.1840,0.00,1.12,133.4,1.2,0.000,4.170
218,07/16/15 10:25:30 PM,67.071,93.400,0.1840,0.00,0.00,109.5,1.2,0.000,4.170
219,07/16/15 10:35:30 PM,66.686,93.400,0.1843,0.00,0.00,117.9,1.2,0.000,4.170
220,07/16/15 10:45:30 PM,66.472,93.700,0.1843,0.00,0.00,146.0,1.2,0.000,4.170
221,07/16/15 10:55:30 PM,66.429,94.000,0.1843,0.00,0.00,146.0,1.2,0.000,4.170
222,07/16/15 11:05:30 PM,66.515,93.900,0.1849,0.00,0.00,146.0,1.2,0.000,4.170
223,07/16/15 11:15:30 PM,66.814,93.700,0.1849,0.00,0.00,146.0,1.2,0.000,4.170
224,07/16/15 11:25:30 PM,66.558,93.700,0.1849,0.00,0.00,144.6,1.2,0.000,4.170
225,07/16/15 11:35:30 PM,66.130,94.500,0.1849,0.00,0.00,144.6,1.2,0.000,4.170
226,07/16/15 11:45:30 PM,65.872,95.100,0.1853,0.00,0.00,144.6,1.2,0.000,4.170
227,07/16/15 11:55:30 PM,66.173,95.200,0.1849,0.00,0.00,144.6,1.2,0.000,4.170
228,07/17/15 12:05:30 AM,66.000,95.100,0.1849,0.00,0.00,165.7,1.2,0.000,4.170
229,07/17/15 12:15:30 AM,66.214,95.300,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
230,07/17/15 12:25:30 AM,66.214,94.400,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
231,07/17/15 12:35:30 AM,65.959,94.500,0.1853,0.00,0.00,172.7,1.2,0.000,4.170
232,07/17/15 12:45:30 AM,65.872,94.800,0.1853,0.00,0.00,172.7,1.2,0.000,4.170
233,07/17/15 12:55:30 AM,65.658,94.800,0.1853,0.00,0.00,172.7,1.2,0.000,4.170
234,07/17/15 01:05:30 AM,65.574,95.400,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
235,07/17/15 01:15:30 AM,65.658,95.500,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
236,07/17/15 01:25:30 AM,66.043,95.000,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
237,07/17/15 01:35:30 AM,65.701,95.700,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
238,07/17/15 01:45:30 AM,65.444,96.800,0.1849,0.00,0.00,172.7,1.2,0.000,4.170
239,07/17/15 01:55:30 AM,65.530,97.200,0.1849,0.00,0.00,164.3,1.2,0.000,4.170
240,07/17/15 02:05:30 AM,65.403,97.200,0.1849,0.00,1.12,106.7,1.2,0.000,4.170
241,07/17/15 02:15:30 AM,65.403,97.600,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
242,07/17/15 02:25:30 AM,65.359,97.400,0.1849,0.00,0.00,96.9,1.2,0.000,4.170
243,07/17/15 02:35:30 AM,65.487,97.000,0.1849,0.00,0.00,96.9,1.2,0.000,4.170
244,07/17/15 02:45:30 AM,65.403,97.000,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
245,07/17/15 02:55:30 AM,65.188,97.800,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
246,07/17/15 03:05:30 AM,64.931,97.900,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
247,07/17/15 03:15:30 AM,65.017,97.600,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
248,07/17/15 03:25:30 AM,64.974,97.200,0.1849,0.00,0.00,96.9,1.2,0.000,4.170
249,07/17/15 03:35:30 AM,64.760,96.900,0.1843,0.00,0.00,96.9,1.2,0.000,4.170
250,07/17/15 03:45:30 AM,64.418,96.800,0.1849,0.00,0.00,96.9,1.2,0.000,4.170
251,07/17/15 03:55:30 AM,64.589,97.100,0.1849,0.00,0.00,96.9,1.2,0.000,4.170
