veg_type,event_type,event_date,species_id,species_sci_name,species_family_name,species_eng_name,species_cat,species_type,school_name,dzongkhag
shrub,bud_burst,2016-03-23,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,bud_burst,2016-02-29,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,bud_burst,2016-02-24,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,bud_burst,2016-05-26,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
shrub,young_leaf,2016-03-05,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,young_leaf,2016-02-16,CaShPeSp1,Citrus aurantifolia,Rutaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,young_leaf,2016-03-14,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,young_leaf,2016-10-01,ClShJoSj1,Citrus limon,Rutaceae,,Shrub,Decidious,Jomotshangkha Middle Secondary School,Samdrupjongkhar
shrub,young_leaf,2016-04-13,CmShSaTg1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Sakteng Lower Secondary School,Trashigang
shrub,young_leaf,2016-03-02,CvShYuPg1,Clearodendrum viscosum,Lamiaceae,,Shrub,Evergreen,Yurung Central School,Pemagatshel
shrub,young_leaf,2016-04-22,DeShTaLt1,Desmodium elegans ,Leguminaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,young_leaf,2016-05-12,EfShDaHa1,Elsholtzia fruticosa,Lamiaceae,,Shrub,Decidious,Damthang Primary School,Haa
shrub,young_leaf,2016-03-12,EpShBjGs1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,young_leaf,2016-03-02,EpShYuPg1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Yurung Central School,Pemagatshel
shrub,young_leaf,2016-04-28,IiShTaLt1,Indigofera indica,Fabaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,young_leaf,2016-03-27,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,young_leaf,2016-02-23,LgShGaTg1,Luculia gratissima ,Rubiaceae,Laculia,Shrub,Evergreen,Galing Primary School,Trashigang
shrub,young_leaf,2016-03-17,OlShTaLt1,Osyris lanceolata,Santalaceae,African sandalwood,Shrub,Evergreen,Tangmachu Central School,Lhuentse
shrub,young_leaf,2016-05-08,RaShNoWp1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,young_leaf,2016-02-29,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,young_leaf,2016-03-18,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,young_leaf,2016-04-11,RsShDaHa1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Damthang Primary School,Haa
shrub,young_leaf,2016-04-04,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,young_leaf,2016-03-05,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,young_leaf,2016-03-01,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,young_leaf,2016-03-01,ZaShGeDg1,Zanthoxylum armatum,Rutaceae,,Shrub,Decidious,Gesarling Central School,Dagana
shrub,young_leaf,2016-06-06,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
shrub,flower_bud,2016-03-02,BaShBjGs1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,flower_bud,2016-03-16,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,flower_bud,2016-03-03,CaShPeSp1,Citrus aurantifolia,Rutaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,flower_bud,2016-04-14,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,flower_bud,2016-04-27,CmShDaHa1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Damthang Primary School,Haa
shrub,flower_bud,2016-04-11,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,flower_bud,2016-08-09,CvShYuPg1,Clearodendrum viscosum,Lamiaceae,,Shrub,Evergreen,Yurung Central School,Pemagatshel
shrub,flower_bud,2016-10-01,DeShTaLt1,Desmodium elegans ,Leguminaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,flower_bud,2016-03-10,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,flower_bud,2016-04-22,EpShJaBt1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,flower_bud,2016-03-11,EpShYuPg1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Yurung Central School,Pemagatshel
shrub,flower_bud,2016-03-23,HrShMeTr1,Hibiscus rosasinensis,Malvaceae,,Shrub,Decidious,Mendrelgang Central School,Tsirang
shrub,flower_bud,2016-06-09,IiShTaLt1,Indigofera indica,Fabaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,flower_bud,2016-04-05,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,flower_bud,2016-04-30,OlShTaLt1,Osyris lanceolata,Santalaceae,African sandalwood,Shrub,Evergreen,Tangmachu Central School,Lhuentse
shrub,flower_bud,2016-04-11,PnShDaHa1,Piptanthus nepalensis,Fabaceae,,Shrub,Evergreen,Damthang Primary School,Haa
shrub,flower_bud,2016-03-03,RaShBaTy1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,flower_bud,2016-09-29,RaShBaTy1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,flower_bud,2016-03-22,RaShSaTg1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Sakteng Lower Secondary School,Trashigang
shrub,flower_bud,2016-02-28,RcShTeSt1,Ricinus communis,Euphorbiaceae,,Shrub,Evergreen,Tendruk Central School,Samtse
shrub,flower_bud,2016-04-04,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,flower_bud,2016-08-19,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,flower_bud,2016-04-27,RsShDaHa1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Damthang Primary School,Haa
shrub,flower_bud,2016-04-11,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,flower_bud,2016-03-25,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,flower_bud,2016-03-10,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,flower_bud,2016-09-01,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
shrub,flower,2016-03-25,BaShBjGs1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,flower,2016-05-23,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,flower,2016-03-09,CaShPeSp1,Citrus aurantifolia,Rutaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,flower,2016-04-18,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,flower,2016-05-06,CmShDaHa1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Damthang Primary School,Haa
shrub,flower,2016-04-30,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,flower,2016-08-23,CvShYuPg1,Clearodendrum viscosum,Lamiaceae,,Shrub,Evergreen,Yurung Central School,Pemagatshel
shrub,flower,2016-10-10,DeShTaLt1,Desmodium elegans ,Leguminaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,flower,2016-10-13,EfShDaHa1,Elsholtzia fruticosa,Lamiaceae,,Shrub,Decidious,Damthang Primary School,Haa
shrub,flower,2016-03-30,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,flower,2016-03-22,EpShYuPg1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Yurung Central School,Pemagatshel
shrub,flower,2016-06-28,HrShMeTr1,Hibiscus rosasinensis,Malvaceae,,Shrub,Decidious,Mendrelgang Central School,Tsirang
shrub,flower,2016-06-10,IiShTaLt1,Indigofera indica,Fabaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,flower,2016-02-08,JaShPhCk1,Justicia adhatoda,Acanthaceae,Malabar nut tree,Shrub,Evergreen,Phuentsholing Higher Secondary School,Chukha
shrub,flower,2016-04-20,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,flower,2016-06-22,OlShTaLt1,Osyris lanceolata,Santalaceae,African sandalwood,Shrub,Evergreen,Tangmachu Central School,Lhuentse
shrub,flower,2016-04-18,PnShDaHa1,Piptanthus nepalensis,Fabaceae,,Shrub,Evergreen,Damthang Primary School,Haa
shrub,flower,2016-03-13,RaShBaTy1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,flower,2016-03-05,RaShNoWp1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,flower,2016-04-01,RaShSaTg1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Sakteng Lower Secondary School,Trashigang
shrub,flower,2016-03-04,RcShTeSt1,Ricinus communis,Euphorbiaceae,,Shrub,Evergreen,Tendruk Central School,Samtse
shrub,flower,2016-03-01,ReShBjGs1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,flower,2016-04-19,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,flower,2016-09-01,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,flower,2016-05-06,RsShDaHa1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Damthang Primary School,Haa
shrub,flower,2016-04-28,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,flower,2016-03-28,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,flower,2016-03-14,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,flower,2016-09-09,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
shrub,fruit,2016-04-10,BaShBjGs1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,fruit,2016-05-07,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,fruit,2016-03-17,CaShPeSp1,Citrus aurantifolia,Rutaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,fruit,2016-05-03,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,fruit,2016-07-21,CmShDaHa1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Damthang Primary School,Haa
shrub,fruit,2016-05-28,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,fruit,2016-06-20,CmShSaTg1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Sakteng Lower Secondary School,Trashigang
shrub,fruit,2016-09-06,CvShYuPg1,Clearodendrum viscosum,Lamiaceae,,Shrub,Evergreen,Yurung Central School,Pemagatshel
shrub,fruit,2016-04-24,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,fruit,2016-04-10,EpShBjGs1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,fruit,2016-05-23,EpShJaBt1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,fruit,2016-04-21,EpShYuPg1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Yurung Central School,Pemagatshel
shrub,fruit,2016-07-23,IiShTaLt1,Indigofera indica,Fabaceae,,Shrub,Decidious,Tangmachu Central School,Lhuentse
shrub,fruit,2016-02-16,JaShPhCk1,Justicia adhatoda,Acanthaceae,Malabar nut tree,Shrub,Evergreen,Phuentsholing Higher Secondary School,Chukha
shrub,fruit,2016-05-17,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,fruit,2016-03-23,McShMeTr1,Maesa chisa,Myrsinaceae,,Shrub,Decidious,Mendrelgang Central School,Tsirang
shrub,fruit,2016-07-23,OlShTaLt1,Osyris lanceolata,Santalaceae,African sandalwood,Shrub,Evergreen,Tangmachu Central School,Lhuentse
shrub,fruit,2016-03-27,RaShNoWp1,Rhododendron arboreum,Ericaceae,Rhododendron,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,fruit,2016-03-21,RcShTeSt1,Ricinus communis,Euphorbiaceae,,Shrub,Evergreen,Tendruk Central School,Samtse
shrub,fruit,2016-04-10,ReShBjGs1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,fruit,2016-03-15,ReShGeDg1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Gesarling Central School,Dagana
shrub,fruit,2016-05-28,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,fruit,2016-09-26,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,fruit,2016-06-09,RsShDaHa1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Damthang Primary School,Haa
shrub,fruit,2016-05-13,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,fruit,2016-04-04,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,fruit,2016-03-17,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,fruit,2016-04-17,VcShGaTg1,Viburnum cylindricum,Adoxaceae,,Shrub,Decidious,Galing Primary School,Trashigang
shrub,fruit,2016-10-07,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
shrub,ripe_fruit,2016-09-03,CaShPeSp1,Citrus aurantifolia,Rutaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,ripe_fruit,2016-07-16,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,ripe_fruit,2016-08-17,CmShDaHa1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Damthang Primary School,Haa
shrub,ripe_fruit,2016-07-16,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,ripe_fruit,2016-07-25,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,ripe_fruit,2016-04-27,EpShBjGs1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,ripe_fruit,2016-08-11,EpShJaBt1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,ripe_fruit,2016-06-21,EpShYuPg1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Yurung Central School,Pemagatshel
shrub,ripe_fruit,2016-03-21,JaShPhCk1,Justicia adhatoda,Acanthaceae,Malabar nut tree,Shrub,Evergreen,Phuentsholing Higher Secondary School,Chukha
shrub,ripe_fruit,2016-06-23,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,ripe_fruit,2016-09-04,OlShTaLt1,Osyris lanceolata,Santalaceae,African sandalwood,Shrub,Evergreen,Tangmachu Central School,Lhuentse
shrub,ripe_fruit,2016-05-06,ReShBjGs1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Bjishong Central School,Gasa
shrub,ripe_fruit,2016-04-22,ReShGeDg1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Gesarling Central School,Dagana
shrub,ripe_fruit,2016-06-10,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,ripe_fruit,2016-07-21,RsShDaHa1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Damthang Primary School,Haa
shrub,ripe_fruit,2016-06-16,RsShJaBt1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,ripe_fruit,2016-05-13,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,ripe_fruit,2016-04-24,TdShPeSp1,Tabernaemontana divaricata,Apocynaceae,,Shrub,Evergreen,Pelrithang Middle Secondary School,Sarpang
shrub,ripe_fruit,2016-04-28,VcShGaTg1,Viburnum cylindricum,Adoxaceae,,Shrub,Decidious,Galing Primary School,Trashigang
shrub,ripe_fruit,2016-08-07,ZaShGeDg1,Zanthoxylum armatum,Rutaceae,,Shrub,Decidious,Gesarling Central School,Dagana
shrub,leaf_fall,2016-09-12,BaShNoWp1,Berberis angulosa,Berberidaceae,Large Flowered Berry,Shrub,Decidious,Nobding Lower Secondary School,Wangduephodrang
shrub,leaf_fall,2016-09-19,CbShKhTp1,Cotoneaster bacillaris,Rosaceae,,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,leaf_fall,2016-08-08,CmShJaBt1,Cotoneaster microphyllus,Rosaceae,Rockspray,Shrub,Evergreen,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-09-29,EpShBaTy1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Baylling Central School,Trashiyangtse
shrub,leaf_fall,2016-07-19,EpShJaBt1,Elaegnus parvifolia,Elaegnaceae,Silver berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-06-06,JcShGyMg1,Jatropa carcus ,Euphorbiaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,leaf_fall,2016-07-16,ReShJaBt1,Rubus ellipticus,Rosaceae,Rasp berry,Shrub,Decidious,Jakar Higher Secondary School,Bumthang
shrub,leaf_fall,2016-04-29,RpShGyMg1,Rhus paniculata,Anacardaceae,,Shrub,Evergreen,Gyelpozhing Central School,Mongar
shrub,leaf_fall,2016-10-10,RsShKhTp1,Rosa sericea,Rosaceae,Wild rose,Shrub,Decidious,Khasadrapchu Middle Secondary School,Thimphu
shrub,leaf_fall,2016-03-14,ZmShPeSp1,Ziziphus mauritiana,Rhamnaceae,,Shrub,Decidious,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-03-11,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-06-12,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,initial_growth,2016-02-09,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,initial_growth,2016-03-10,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,initial_growth,2016-03-14,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,initial_growth,2016-03-11,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,initial_growth,2016-02-24,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,initial_growth,2016-07-09,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-25,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,initial_growth,2016-04-09,ChHeTaLt1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Tangmachu Central School,Lhuentse
herb,initial_growth,2016-03-30,CkHeGaTg1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Galing Primary School,Trashigang
herb,initial_growth,2016-03-30,CkHeTaLt1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Tangmachu Central School,Lhuentse
herb,initial_growth,2016-02-18,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-29,FnHeSaTg1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,initial_growth,2016-04-01,GdHePhCk1,Girardinia diversifolia,Urticaceae,,Herb,Annual,Phuentsholing Higher Secondary School,Chukha
herb,initial_growth,2016-02-24,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,initial_growth,2016-03-10,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,initial_growth,2016-03-29,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,initial_growth,2016-03-21,RnHeKhTp1,Rumex nepalensis,Polygonaceae,,Herb,Perrinial,Khasadrapchu Middle Secondary School,Thimphu
herb,initial_growth,2016-03-01,TrHeDaHa1,Trifolium repens,Fabaceae,,Herb,Annual,Damthang Primary School,Haa
herb,leaf,2016-06-14,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,leaf,2016-02-09,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,leaf,2016-03-31,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,leaf,2016-03-23,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,leaf,2016-02-24,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,leaf,2016-07-09,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-03-31,ChHeGaTg1,Cymbidium hookerainum ,Orchidaceae,Hookers Orchid,Herb,Epiphytic,Galing Primary School,Trashigang
herb,leaf,2016-04-12,CkHeGaTg1,Cymbopogon khasianus ,Graminae,Lemon grass,Herb,Annual,Galing Primary School,Trashigang
herb,leaf,2016-02-18,FnHeJaBt1,Fragaria nubicola ,Rosaceae,Strawberry,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-03-29,PdHeJaBt1,Primula denticulata,Primulaceae,Primrose,Herb,Perrinial,Jakar Higher Secondary School,Bumthang
herb,leaf,2016-02-13,PhHeGyMg1,Parthenium hysterophorus,Compositaceae,Whitetop weed,Herb,Annual,Gyelpozhing Central School,Mongar
herb,leaf,2016-03-10,PlHeDaHa1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Damthang Primary School,Haa
herb,leaf,2016-04-13,PlHeSaTg1,Potentilla lineata,Rosaceae,,Herb,Perrinial,Sakteng Lower Secondary School,Trashigang
herb,flower_bud,2016-02-10,AaHeTeSt1,Ageratina adenophora,Asteraceae,,Herb,Perrinial,Tendruk Central School,Samtse
herb,flower_bud,2016-03-21,AcHePeSp1,Ageratum conyzoides,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower_bud,2016-06-18,AuHeTeSt1,Acmella uliginosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower_bud,2016-05-13,BpHeGyMg1,Bidens pilosa,Asteraceae,,Herb,Annual,Gyelpozhing Central School,Mongar
herb,flower_bud,2016-09-12,BpHeJoSj1,Bidens pilosa,Asteraceae,,Herb,Annual,Jomotshangkha Middle Secondary School,Samdrupjongkhar
herb,flower_bud,2016-05-17,BpHeKhTp1,Bidens pilosa,Asteraceae,,Herb,Annual,Khasadrapchu Middle Secondary School,Thimphu
herb,flower_bud,2016-03-21,BpHePeSp1,Bidens pilosa,Asteraceae,,Herb,Annual,Pelrithang Middle Secondary School,Sarpang
herb,flower_bud,2016-03-30,BpHeTeSt1,Bidens pilosa,Asteraceae,,Herb,Annual,Tendruk Central School,Samtse
herb,flower_bud,2016-07-20,CbHeJaBt1,Cosmos bipinnatus,Asteraceae,Garden cosmos,Herb,Annual,Jakar Higher Secondary School,Bumthang
